Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns	Span Lists
2	0	2	of the	79	1	1	g	78,79	[[78, 79]]
2	0	2	to the	45	5	1	g	40,45	[[40, 45]]
2	0	2	above the	41	1	1	g	40,41	[[40, 41]]
3	1	2	the hot	41	5	1	g	40,41,45	[[40, 41, 45]]
2	0	2	the the	75	1	2	g	74,75	[[74, 75]]
2	0	2	and turn	43	3	1	g	40,43	[[40, 43]]
26	4	1	right	5	97	1	g	4,5,6,7,26,29,34,35,37,40,41,66,71,74,75,80,82,83,84,87,89,90,92,93,96,101	[[4, 5, 6, 7], [6, 7], [26, 29], [34, 35, 37], [40, 41], [66, 71], [74, 75], [80, 82, 83], [82, 83, 84, 87], [84, 87, 89], [90, 92, 93], [92, 93], [96, 101]]
20	4	1	the	41	63	2	g	40,41,43,44,45,47,62,63,66,67,74,75,77,78,79,83,86,91,100,103	[[40, 41, 43, 44, 45], [44, 45, 47], [62, 63, 66, 67], [66, 67], [74, 75, 77, 78, 79], [78, 79, 83], [86, 91], [100, 103]]
8	2	1	to	43	43	1	g	40,43,45,66,71,78,79,83	[[40, 43, 45], [66, 71], [78, 79, 83]]
2	0	1	you	17	3	2	g	14,17	[[14, 17]]
4	0	1	of	47	35	2	g	44,47,78,79	[[44, 47], [78, 79]]
5	1	1	up	15	67	1	g	10,15,72,75,77	[[10, 15], [72, 75, 77]]
3	1	1	lake	75	5	2	g	72,75,77	[[72, 75, 77]]
2	0	1	then	9	1	1	g	8,9	[[8, 9]]
3	1	1	mmhmm	51	5	1	g	50,51,55	[[50, 51, 55]]
2	0	1	above	41	1	1	g	40,41	[[40, 41]]
2	0	1	past	59	5	2	g	54,59	[[54, 59]]
2	0	1	about	83	5	2	g	78,83	[[78, 83]]
2	0	1	turn	43	3	2	g	40,43	[[40, 43]]
