Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns	Span Lists
6	2	2	to the	47	73	3	g	44,46,47,112,115,117	[[44, 46, 47], [46, 47], [112, 115, 117]]
10	4	2	of the	47	53	2	g	44,46,47,49,58,60,63,65,92,97	[[44, 46, 47, 49], [46, 47, 49], [58, 60, 63], [60, 63, 65], [92, 97]]
4	2	2	the pine	47	5	2	g	44,46,47,49	[[44, 46, 47, 49], [46, 47, 49]]
2	0	2	about two	47	3	1	g	44,47	[[44, 47]]
2	0	2	at the	65	5	4	g	60,65	[[60, 65]]
3	1	2	an inch	115	5	3	g	112,115,117	[[112, 115, 117]]
3	1	2	the bakery	95	5	2	g	92,95,97	[[92, 95, 97]]
2	0	2	the the	63	3	3	g	60,63	[[60, 63]]
2	0	2	a forge	7	3	1	g	4,7	[[4, 7]]
28	10	1	the	5	113	2	g	4,5,7,8,10,11,14,15,17,44,46,47,49,56,58,59,60,63,65,82,85,92,95,97,112,113,115,117	[[4, 5, 7], [8, 10, 11], [10, 11, 14, 15], [14, 15, 17], [44, 46, 47, 49], [46, 47, 49], [56, 58, 59], [58, 59, 60, 63], [60, 63, 65], [82, 85], [92, 95, 97], [112, 113, 115, 117]]
27	7	1	right	17	129	1	g	12,14,16,17,42,47,64,66,67,68,71,96,99,106,107,110,111,112,114,116,117,126,131,132,136,137,141	[[12, 14, 16, 17], [14, 16, 17], [16, 17], [42, 47], [64, 66, 67], [66, 67, 68, 71], [68, 71], [96, 99], [106, 107, 110, 111], [110, 111], [112, 114, 116, 117], [114, 116, 117], [116, 117], [126, 131], [132, 136, 137], [136, 137, 141]]
3	1	1	you	5	3	1	g	4,5,7	[[4, 5, 7]]
15	1	1	okay	11	105	1	g	10,11,26,30,31,32,35,66,67,68,73,106,107,110,115	[[10, 11], [26, 30, 31], [30, 31, 32, 35], [32, 35], [66, 67], [68, 73], [106, 107], [110, 115]]
9	1	1	a	5	113	1	g	4,5,7,44,47,94,97,112,117	[[4, 5, 7], [44, 47], [94, 97], [112, 117]]
10	4	1	of	47	53	2	g	44,46,47,49,58,60,63,65,92,97	[[44, 46, 47, 49], [46, 47, 49], [58, 60, 63], [60, 63, 65], [92, 97]]
12	2	1	to	5	113	2	g	4,5,44,46,47,82,85,92,95,112,115,117	[[4, 5], [44, 46, 47], [46, 47], [82, 85], [92, 95], [112, 115, 117]]
7	1	1	down	49	43	8	g	46,49,58,61,63,88,89	[[46, 49], [58, 61, 63], [88, 89]]
13	3	1	about	5	113	1	g	4,5,9,10,11,44,47,82,85,87,112,115,117	[[4, 5, 9], [10, 11], [44, 47], [82, 85, 87], [112, 115, 117]]
5	1	1	just	89	29	7	g	88,89,112,115,117	[[88, 89], [112, 115, 117]]
3	1	1	so	47	3	4	g	44,46,47	[[44, 46, 47], [46, 47]]
3	1	1	go	47	3	5	g	46,47,49	[[46, 47, 49]]
4	2	1	pine	47	5	5	g	44,46,47,49	[[44, 46, 47, 49], [46, 47, 49]]
6	0	1	inches	5	43	1	g	4,5,10,11,44,47	[[4, 5], [10, 11], [44, 47]]
4	0	1	two	5	43	1	g	4,5,44,47	[[4, 5], [44, 47]]
3	1	1	an	115	5	3	g	112,115,117	[[112, 115, 117]]
6	0	1	well	49	91	1	g	44,49,58,63,134,135	[[44, 49], [58, 63], [134, 135]]
3	1	1	no	105	3	5	g	102,104,105	[[102, 104, 105]]
2	0	1	forge	7	3	1	g	4,7	[[4, 7]]
