Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns	Span Lists
2	0	3	the diamond mine	13	1	1	g	12,13	[[12, 13]]
5	1	2	to the	83	23	2	g	80,83,98,99,103	[[80, 83], [98, 99, 103]]
2	0	2	of the	103	5	1	g	98,103	[[98, 103]]
3	1	2	the trout	81	3	1	g	80,81,83	[[80, 81, 83]]
35	9	1	the	13	109	1	g	8,12,13,16,17,18,19,23,24,29,32,35,37,68,69,70,71,73,75,80,81,83,86,89,91,98,99,103,106,107,110,111,112,115,117	[[8, 12, 13], [12, 13, 16, 17], [16, 17, 18, 19], [18, 19, 23], [24, 29], [32, 35, 37], [68, 69, 70, 71, 73], [70, 71, 73, 75], [80, 81, 83], [86, 89, 91], [98, 99, 103], [106, 107, 110, 111], [110, 111, 112, 115], [112, 115, 117]]
12	2	1	go	29	91	1	g	24,29,80,81,85,98,99,102,103,110,113,115	[[24, 29], [80, 81, 85], [98, 99, 102, 103], [102, 103], [110, 113, 115]]
7	1	1	a	11	105	1	g	8,11,13,66,71,108,113	[[8, 11, 13], [66, 71], [108, 113]]
4	0	1	of	83	23	1	g	80,83,98,103	[[80, 83], [98, 103]]
4	0	1	you	9	17	2	g	8,9,24,25	[[8, 9], [24, 25]]
3	1	1	underneath	111	5	1	g	110,111,115	[[110, 111, 115]]
4	0	1	down	55	5	4	g	54,55,56,59	[[54, 55, 56, 59], [56, 59]]
6	0	1	okay	13	55	1	g	8,13,40,45,58,63	[[8, 13], [40, 45], [58, 63]]
2	0	1	have	9	1	1	g	8,9	[[8, 9]]
4	0	1	it	13	97	1	g	8,13,102,105	[[8, 13], [102, 105]]
2	0	1	mine	13	1	1	g	12,13	[[12, 13]]
2	0	1	along	103	5	2	g	98,103	[[98, 103]]
3	1	1	just	113	5	5	g	112,113,117	[[112, 113, 117]]
2	0	1	well	29	5	1	g	24,29	[[24, 29]]
3	1	1	cattle	99	5	1	g	98,99,103	[[98, 99, 103]]
2	0	1	uh-huh	35	3	1	g	32,35	[[32, 35]]
2	0	1	above	113	1	4	g	112,113	[[112, 113]]
3	1	1	trout	81	3	2	g	80,81,83	[[80, 81, 83]]
