Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns	Span Lists
2	0	3	i want you	75	3	5	g	72,75	[[72, 75]]
4	0	2	to the	73	33	4	g	72,73,104,105	[[72, 73], [104, 105]]
2	0	2	want you	75	3	5	g	72,75	[[72, 75]]
3	1	2	the cottage	7	5	1	g	6,7,11	[[6, 7, 11]]
2	0	2	to go	69	3	1	g	66,69	[[66, 69]]
3	1	2	meant to	23	5	1	g	20,23,25	[[20, 23, 25]]
41	7	1	right	7	135	1	g	2,6,7,8,11,16,21,28,33,34,36,39,40,42,43,44,45,48,49,50,52,55,68,73,74,77,79,84,86,87,92,97,104,107,124,125,128,129,132,136,137	[[2, 6, 7], [6, 7, 8, 11], [8, 11], [16, 21], [28, 33], [34, 36, 39], [36, 39], [40, 42, 43, 44, 45], [42, 43, 44, 45], [44, 45, 48, 49], [48, 49], [50, 52, 55], [52, 55], [68, 73], [74, 77, 79], [84, 86, 87], [86, 87], [92, 97], [104, 107], [124, 125, 128, 129], [128, 129], [132, 136, 137], [136, 137]]
19	3	1	the	7	149	2	g	6,7,11,20,25,40,41,43,45,72,73,74,79,104,105,132,133,154,155	[[6, 7, 11], [20, 25], [40, 41, 43, 45], [72, 73], [74, 79], [104, 105], [132, 133], [154, 155]]
15	5	1	to	23	87	4	g	20,23,25,66,69,72,73,75,77,94,95,97,104,105,107	[[20, 23, 25], [66, 69], [72, 73, 75, 77], [94, 95, 97], [104, 105, 107]]
9	1	1	okay	39	117	1	g	36,39,48,49,50,53,148,150,153	[[36, 39], [48, 49, 50, 53], [50, 53], [148, 150, 153], [150, 153]]
10	2	1	i	59	27	3	g	58,59,64,69,72,75,78,80,81,85	[[58, 59], [64, 69], [72, 75], [78, 80, 81], [80, 81, 85]]
2	0	1	of	43	3	1	g	40,43	[[40, 43]]
7	1	1	that	43	115	3	g	40,43,102,103,105,152,155	[[40, 43], [102, 103, 105], [152, 155]]
4	0	1	yeah	13	117	1	g	10,13,126,127	[[10, 13], [126, 127]]
6	0	1	down	95	43	1	g	94,95,122,123,132,137	[[94, 95], [122, 123], [132, 137]]
3	1	1	no	109	5	2	g	108,109,113	[[108, 109, 113]]
3	1	1	is	7	3	1	g	6,7,9	[[6, 7, 9]]
4	0	1	there	113	11	7	g	112,113,122,123	[[112, 113], [122, 123]]
3	1	1	cottage	7	5	1	g	6,7,11	[[6, 7, 11]]
2	0	1	left	77	3	1	g	74,77	[[74, 77]]
3	1	1	concealed	73	3	2	g	72,73,75	[[72, 73, 75]]
