Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns	Span Lists
5	1	2	of the	79	11	11	g	76,79,81,84,87	[[76, 79, 81], [84, 87]]
4	0	2	to the	81	23	3	g	76,81,96,99	[[76, 81], [96, 99]]
13	5	1	the	43	59	12	g	42,43,47,76,79,81,84,85,87,96,97,99,101	[[42, 43, 47], [76, 79, 81], [84, 85, 87], [96, 97, 99, 101]]
8	2	1	of	79	23	11	g	76,79,81,84,87,96,97,99	[[76, 79, 81], [84, 87], [96, 97, 99]]
5	1	1	a	43	55	6	g	40,42,43,92,95	[[40, 42, 43], [42, 43], [92, 95]]
4	0	1	you	47	37	7	g	42,47,76,79	[[42, 47], [76, 79]]
2	0	1	go	99	3	12	g	96,99	[[96, 99]]
5	1	1	to	81	25	10	g	76,81,96,99,101	[[76, 81], [96, 99, 101]]
4	0	1	until	81	11	6	g	76,81,84,87	[[76, 81], [84, 87]]
3	1	1	pyramid	93	5	5	g	92,93,97	[[92, 93, 97]]
