Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
3	3	4	the bottom of the	24	63	1	g	3, 24, 65
5	5	3	get to the	63	102	1	M	6, 63, 84, 91, 107
3	3	3	the cross is	136	7	1	g	131, 136, 137
3	3	3	to the bottom	6	68	1	g	3, 6, 70
3	3	3	to the right	47	52	1	M	16, 47, 67
2	2	3	how far down	80	20	1	g	61, 80
2	2	3	old pine or	63	36	1	M	28, 63
2	2	3	the forge is	82	82	1	g	1, 82
2	2	3	the other side	123	40	1	M	84, 123
2	2	3	under the forge	38	4	1	g	35, 38
2	2	3	where are you	130	50	1	g	81, 130
19	11	2	to the	6	129	2	g	3, 5, 6, 16, 21, 36, 47, 63, 67, 70, 84, 91, 105, 107, 115, 117, 119, 123, 131
13	13	2	you know	14	133	2	g	5, 11, 14, 21, 25, 33, 63, 73, 75, 77, 119, 122, 137
12	9	2	of the	24	135	2	g	3, 7, 24, 47, 49, 63, 65, 89, 97, 105, 125, 137
11	7	2	the forge	36	84	3	g	1, 7, 35, 36, 38, 41, 77, 78, 79, 82, 84
9	9	2	on the	8	127	1	g	7, 8, 63, 81, 97, 98, 112, 123, 133
8	8	2	and a	46	113	3	g	5, 7, 25, 46, 47, 52, 105, 117
8	8	2	have a	1	123	1	M	0, 1, 7, 46, 53, 54, 63, 122
7	7	2	i don't	53	119	4	M	6, 22, 30, 48, 53, 63, 124
7	7	2	just go	70	61	2	g	49, 63, 70, 89, 97, 107, 109
7	7	2	the bakery	104	31	5	g	75, 91, 95, 97, 101, 104, 105
6	6	2	crane bay	114	61	3	g	57, 107, 111, 114, 115, 117
6	6	2	from the	30	75	4	g	1, 11, 15, 25, 30, 75
6	4	2	old pine	28	53	1	g	27, 28, 29, 35, 63, 79
6	1	2	the bottom	55	68	1	g	3, 6, 24, 55, 65, 70
6	3	2	the cross	134	127	3	g	11, 15, 131, 134, 136, 137
5	5	2	down the	24	125	1	g	1, 24, 49, 89, 125
5	1	2	get to	107	102	1	M	6, 63, 84, 91, 107
5	5	2	in the	24	118	1	g	11, 24, 78, 102, 128
5	2	2	the right	47	105	2	M	8, 16, 47, 67, 112
5	5	2	the start	24	33	2	g	1, 21, 24, 25, 33
5	5	2	you have	122	96	4	g	27, 49, 71, 117, 122
4	4	2	about the	60	72	1	g	43, 60, 85, 114
4	2	2	how far	61	95	1	M	42, 61, 80, 136
3	1	2	are you	116	50	1	g	81, 116, 130
3	3	2	do you	122	100	1	g	27, 122, 126
3	3	2	is it	107	104	2	M	4, 58, 107
3	3	2	is right	131	56	1	M	82, 131, 137
3	3	2	line from	20	77	1	g	15, 20, 91
3	3	2	the bay	64	4	1	g	63, 64, 66
3	3	2	the canal	106	3	1	g	105, 106, 107
3	1	2	the other	115	40	1	M	84, 115, 123
3	1	2	under the	104	70	1	g	35, 38, 104
2	2	2	a pine	52	6	1	g	47, 52
2	2	2	a rocket	122	4	1	g	119, 122
2	2	2	go right	40	6	1	g	35, 40
2	2	2	go up	36	2	1	g	35, 36
2	2	2	i think	106	32	1	g	75, 106
2	2	2	not the	91	4	1	M	88, 91
2	2	2	or a	87	60	1	M	28, 87
2	2	2	see what	96	4	1	g	93, 96
2	2	2	the line	88	4	1	g	85, 88
2	2	2	the one	60	2	1	g	59, 60
2	2	2	when you	122	28	1	g	95, 122
