Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	7	over the top of the walled city	3	g	65, 67
2	6	but above the carved wooden pole	121	g	1, 121
2	6	to the left of the fort	7	g	191, 197
2	5	and do you have a	89	g	63, 151
2	5	and over the top of	19	g	47, 65
2	5	before you reach the fort	3	g	181, 183
2	5	between the fort and the	19	g	167, 185
2	5	do you have a desert	39	g	25, 63
2	5	go below the diamond mine	11	g	9, 19
2	5	go up and over the	125	g	47, 171
2	5	no don't go don't go	101	g	27, 127
2	5	you have a fast flowing	9	g	3, 11
8	4	do you have a	153	g	3, 21, 25, 61, 63, 87, 151, 155
3	4	and do you have	89	g	63, 139, 151
3	4	below the diamond mine	21	g	9, 19, 29
3	4	below the flat rocks	7	g	131, 133, 137
3	4	the carved wooden pole	189	g	1, 121, 189
3	4	the top of the	101	g	65, 67, 165
2	4	a fast flowing river	31	g	3, 33
2	4	above the apache camp	15	g	51, 65
2	4	don't go below the	3	g	127, 129
2	4	don't have a graveyard	21	g	3, 23
2	4	in line with the	49	g	117, 165
2	4	of the fort and	9	g	189, 197
2	4	over the cattle ranch	7	g	171, 177
2	4	right you've got a	7	g	35, 41
2	4	the base of the	9	g	189, 197
2	4	the level of the	37	g	129, 165
13	3	do you have	183	g	3, 15, 21, 25, 61, 63, 85, 87, 115, 139, 151, 155, 185
5	3	the walled city	49	g	65, 67, 93, 103, 113
4	3	a fast flowing	33	g	3, 11, 33, 35
4	3	carved wooden pole	189	g	1, 79, 121, 189
4	3	of the fort	33	g	165, 189, 191, 197
4	3	the cattle ranch	19	g	167, 171, 177, 185
4	3	the flat rocks	37	g	101, 131, 133, 137
4	3	to your right	133	g	7, 31, 45, 139
3	3	a sort of	53	g	95, 135, 147
3	3	and then go	71	g	31, 47, 101
3	3	don't have a	33	g	3, 23, 35
3	3	fast flowing river	31	g	3, 9, 33
3	3	have a fast	33	g	3, 11, 35
3	3	have a graveyard	21	g	3, 21, 23
3	3	south and then	9	g	179, 185, 187
3	3	the apache camp	15	g	51, 53, 65
