Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
3	3	4	the bottom of the	82	76	2	g	7, 39, 82
2	2	4	and then have you	44	2	1	g	43, 44
2	2	4	to the right of	132	80	1	g	53, 132
3	3	3	now do you	108	14	2	g	95, 107, 108
3	3	3	side of the	121	92	1	M	40, 121, 131
2	2	3	get to the	104	60	1	g	45, 104
2	2	3	i think you're	136	58	1	g	79, 136
2	2	3	of the map	82	80	1	g	3, 82
2	2	3	you come straight	126	4	1	g	123, 126
14	8	2	of the	4	130	1	g	3, 4, 7, 35, 39, 40, 62, 69, 75, 81, 82, 121, 131, 132
13	10	2	do you	18	116	1	g	15, 18, 20, 33, 35, 77, 83, 95, 107, 108, 113, 125, 130
13	13	2	if you	124	127	11	g	5, 31, 35, 37, 41, 45, 61, 65, 79, 97, 117, 124, 131
10	8	2	and then	28	99	3	g	5, 9, 27, 28, 43, 44, 45, 71, 79, 103
10	10	2	have a	34	124	2	g	15, 33, 34, 35, 40, 68, 84, 107, 113, 138
10	10	2	want to	58	93	3	g	27, 45, 57, 58, 71, 87, 103, 104, 109, 119
10	10	2	you want	106	93	6	g	27, 45, 57, 71, 87, 103, 106, 108, 109, 119
9	5	2	to the	64	88	2	g	45, 53, 64, 65, 85, 90, 104, 115, 132
7	7	2	fallen pillars	48	39	1	g	47, 48, 51, 61, 71, 75, 85
7	7	2	from the	110	115	5	g	5, 9, 61, 85, 97, 110, 119
7	7	2	in the	49	61	2	M	44, 46, 49, 66, 72, 95, 104
7	7	2	the fallen	60	35	1	g	51, 60, 61, 64, 71, 75, 85
7	7	2	the mountain	118	20	2	g	115, 117, 118, 119, 121, 131, 134
7	7	2	the top	62	126	1	g	7, 62, 95, 97, 109, 128, 132
6	6	2	straight up	46	118	2	g	9, 45, 46, 57, 61, 126
5	5	2	a bit	62	87	2	g	1, 5, 62, 85, 87
5	3	2	i think	79	85	2	M	52, 74, 79, 114, 136
5	5	2	lost steps	48	25	2	g	43, 45, 48, 59, 67
5	5	2	the waterfall	46	22	1	g	45, 46, 55, 61, 66
5	5	2	to go	106	70	3	g	45, 57, 103, 106, 114
4	4	2	at the	97	80	2	M	36, 70, 97, 115
4	4	2	in a	71	59	1	M	58, 71, 79, 116
4	1	2	side of	121	110	2	M	22, 40, 121, 131
4	1	2	the bottom	70	76	2	g	7, 39, 70, 82
4	4	2	the rope	30	31	2	g	25, 27, 30, 55
3	3	2	and the	55	45	1	M	16, 55, 60
3	1	2	have you	47	5	1	g	43, 44, 47
3	3	2	i mean	41	122	1	M	10, 41, 131
3	3	2	that and	109	85	1	M	28, 109, 112
3	1	2	the map	6	80	1	g	3, 6, 82
3	1	2	the right	53	119	1	M	14, 53, 132
3	3	2	the water	44	10	2	g	35, 39, 44
3	3	2	up from	62	25	1	g	61, 62, 85
3	3	2	you go	61	60	1	M	20, 61, 79
3	3	2	you know	41	114	1	M	18, 41, 131
2	2	2	a rope	18	4	1	g	15, 18
2	2	2	about the	131	102	1	M	30, 131
2	2	2	and go	112	42	1	g	71, 112
2	2	2	and to	86	2	1	g	85, 86
2	2	2	go over	112	4	1	g	109, 112
2	2	2	going up	62	2	1	g	61, 62
2	2	2	just like	100	16	1	g	85, 100
2	2	2	of them	84	32	1	g	53, 84
2	2	2	so you	119	26	1	M	94, 119
2	2	2	the ancient	90	4	1	g	87, 90
2	2	2	the middle	72	4	1	g	69, 72
2	2	2	trying to	104	26	1	g	79, 104
2	2	2	turn right	124	98	1	g	27, 124
2	2	2	up the	40	14	1	g	27, 40
2	2	2	up to	64	20	1	g	45, 64
2	2	2	water coming	40	6	1	g	35, 40
