,Speaker,Utterance,Unified
5,M,"and, uh, I, I don't know, I just, I do believe in funding AIDS research and I think it's really a shame that we don't have the support that we have.","M|and, uh, I, I don't know, I just, I do believe in funding AIDS research and I think it's really a shame that we don't have the support that we have."
6,B,Uh-huh.,B|Uh-huh.
7,M,"and they have AIDS research and, and they are saying that they have a real problem.","M|and they have AIDS research and, and they are saying that they have a real problem."
8,B,Uh-huh.,B|Uh-huh.
9,M,"And, uh they had a, a very, uh...","M|And, uh they had a, a very, uh..."
10,B,Uh-huh.,B|Uh-huh.
11,M,"So, they had to come in and they had this machine that does it for them.","M|So, they had to come in and they had this machine that does it for them."
12,B,Huh.,B|Huh.
13,M,But I don't think they're really telling us enough.,M|But I don't think they're really telling us enough.
14,B,"Yeah. I'm, I'm ambivalent about it because, um, uh, well it is very frightening and scary. I have no perspective on how it relates to other diseases, and, uh, I mean whether,","B|Yeah. I'm, I'm ambivalent about it because, um, uh, well it is very frightening and scary. I have no perspective on how it relates to other diseases, and, uh, I mean whether,"
15,M,"Well, you don't have any of the other diseases that we do.","M|Well, you don't have any of the other diseases that we do."
16,B,Yes.,B|Yes.
17,M,"or, or, or what it really means is that, uh.","M|or, or, or what it really means is that, uh."
18,B,"And, uh, whether those diseases can some difference could be made if you did pour more money in like diabetes research","B|And, uh, whether those diseases can some difference could be made if you did pour more money in like diabetes research"
19,M,Uh-huh.,M|Uh-huh.
20,B,uh,B|uh
21,M,"And that's, that's a, that was a big leap for me. I didn't know that diseases were that deadly.","M|And that's, that's a, that was a big leap for me. I didn't know that diseases were that deadly."
22,B,"didn't, uh, you know, but I, uh, then part of it's lack of education. I don't know whether, whether, you know, where our money would be most effectively spent.","B|didn't, uh, you know, but I, uh, then part of it's lack of education. I don't know whether, whether, you know, where our money would be most effectively spent."
23,M,"Uh, well, I think it's, it's more of a, a social disease than a, you see in some of the older sixties or seventies, you would think.","M|Uh, well, I think it's, it's more of a, a social disease than a, you see in some of the older sixties or seventies, you would think."
24,B,Uh-huh.,B|Uh-huh.
25,M,"And, uh","M|And, uh"
26,B,"And I'm, I am concerned a lot about, uh, I'm concerned about, uh, two things. One is preventing the spread and the other is for, uh, for, uh, treating the illness.","B|And I'm, I am concerned a lot about, uh, I'm concerned about, uh, two things. One is preventing the spread and the other is for, uh, for, uh, treating the illness."
27,M,Right.,M|Right.
28,B,"And I'm not certain, I, I, again this, I'm telling you, basically I don't have any opinion.","B|And I'm not certain, I, I, again this, I'm telling you, basically I don't have any opinion."
29,M,"I think, I think the, the, uh the, you know, the medical care, the quality of doctors is questionable.","M|I think, I think the, the, uh the, you know, the medical care, the quality of doctors is questionable."
30,B,"But whether or not it would be, uh, our money would be better spent, uh, teaching, you know, working on the drug problems and the, and the sex problems, uh, rather than trying to cure the people that already have it.","B|But whether or not it would be, uh, our money would be better spent, uh, teaching, you know, working on the drug problems and the, and the sex problems, uh, rather than trying to cure the people that already have it."
31,M,Yeah.,M|Yeah.
32,B,"Yeah, well, you know,","B|Yeah, well, you know,"
33,M,"And I don, I don'e, I think that's right.","M|And I don, I don'e, I think that's right."
34,B,"t-, whether my dentist or","B|t-, whether my dentist or"
35,M,"That, that, that would be true.","M|That, that, that would be true."
36,B,"and I heard something the other day, this sounds ridiculous, about mosquitoes. And, you know, they've been saying oh, no, absolutely not. Can't get it from mosquitoes. And, uh, and now they are saying well maybe in the right conditions, yes.","B|and I heard something the other day, this sounds ridiculous, about mosquitoes. And, you know, they've been saying oh, no, absolutely not. Can't get it from mosquitoes. And, uh, and now they are saying well maybe in the right conditions, yes."
37,M,"Yeah, I think that's, you can get it.","M|Yeah, I think that's, you can get it."
38,B,"And I don't know that's true or not. I mean, I just heard it in passing, but so what does that,","B|And I don't know that's true or not. I mean, I just heard it in passing, but so what does that,"
39,M,"Uh, I donno, I haven't heard that.","M|Uh, I donno, I haven't heard that."
40,B,what does that mean for people that you work with and shake hands with and,B|what does that mean for people that you work with and shake hands with and
41,M,"Right, and I don, I don t remember if that's in Texas or not, but in Oklahoma, it's a no smoking, no smoking area.","M|Right, and I don, I don t remember if that's in Texas or not, but in Oklahoma, it's a no smoking, no smoking area."
42,B,Yeah.,B|Yeah.
43,M,How do you feel about it?,M|How do you feel about it?
44,B,Uh-huh.,B|Uh-huh.
45,M,And they're not going to tell you anything that you didn't know about.,M|And they're not going to tell you anything that you didn't know about.
46,B,No.,B|No.
