,Speaker,Utterance,Unified
5,B,"whatever I'm doing, I watch that. I usually watch the news, either at, you know, early evening or at ten o'clock","B|whatever I'm doing, I watch that. I usually watch the news, either at, you know, early evening or at ten o'clock"
6,M,!!!;!! Remind me of that.,M|!!!;!! Remind me of that.
7,B,"so I get it from T V a lot. I get TIME I read TIME MAGAZINE Um, that's one I read pretty regularly.","B|so I get it from T V a lot. I get TIME I read TIME MAGAZINE Um, that's one I read pretty regularly."
8,M,"Uh, well, that, that is one of my favorites, too.","M|Uh, well, that, that is one of my favorites, too."
9,B,"And, uh.  The thing about it, you know, now that I've found, is that we get such good coverage on T V, or at least such, I don't know, attempted thoroughness of coverage, by the time you get the TIME MAGAZINE, there's nothing in it you don't know.","B|And, uh.  The thing about it, you know, now that I've found, is that we get such good coverage on T V, or at least such, I don't know, attempted thoroughness of coverage, by the time you get the TIME MAGAZINE, there's nothing in it you don't know."
10,M,Yeah.,M|Yeah.
11,B,"Right. Then you can just sort of have pictures to go along with it or something, because really, I've thought lately, there's nothing new in the TIME MAGAZINE.","B|Right. Then you can just sort of have pictures to go along with it or something, because really, I've thought lately, there's nothing new in the TIME MAGAZINE."
12,M,"Uh-hau, yeah, there, there is, but it's, it's just that, uh you know. It, it, it just seems like, you can, uh  see the same thing in just about, uh","M|Uh-hau, yeah, there, there is, but it's, it's just that, uh you know. It, it, it just seems like, you can, uh  see the same thing in just about, uh"
13,B,"You know, it's, it's, basically you've heard everything","B|You know, it's, it's, basically you've heard everything"
14,M,Yeah.,M|Yeah.
15,B,"and, uh, you might, you might get a little more thorough, uh, account of something, but really, um, I don't know. So I get most of mine from television","B|and, uh, you might, you might get a little more thorough, uh, account of something, but really, um, I don't know. So I get most of mine from television"
16,M,Yeah.,M|Yeah.
17,B,I would say.,B|I would say.
18,M,"Yeah, I watch for the news and then I'll watch for for for the commercials.","M|Yeah, I watch for the news and then I'll watch for for for the commercials."
19,B,Right,B|Right
20,M,"I, I like to read the WASHINGTON POST.","M|I, I like to read the WASHINGTON POST."
21,B,"and I, I think there's an attempt to do that. You know, I think people, there's a mild attempt for that, but I think basically, we basically associate news with bad news or, or catastrophes or problems or crises, or, uh, you know.","B|and I, I think there's an attempt to do that. You know, I think people, there's a mild attempt for that, but I think basically, we basically associate news with bad news or, or catastrophes or problems or crises, or, uh, you know."
22,M,Uh-huh.,M|Uh-huh.
23,B,"I think our concept of news isn't necessarily events that happen. It's more negative, like you said.","B|I think our concept of news isn't necessarily events that happen. It's more negative, like you said."
24,M,Uh-huh.,M|Uh-huh.
25,B,"But, I think people try to, on, on T V I think, they try to throw in good stuff, but it doesn't, uh, it doesn't sway the vote.","B|But, I think people try to, on, on T V I think, they try to throw in good stuff, but it doesn't, uh, it doesn't sway the vote."
26,M,Right.,M|Right.
27,B,Uh-huh.,B|Uh-huh.
28,M,and you don't hear the news very often.,M|and you don't hear the news very often.
29,B,Uh-huh.,B|Uh-huh.
30,M,"uh, and I guess, uh.","M|uh, and I guess, uh."
31,B,"Right. You know, the war last winter was certainly a good example of that  because we saw every single thing, practically.","B|Right. You know, the war last winter was certainly a good example of that  because we saw every single thing, practically."
32,M,"Uh, yeah, yeah.","M|Uh, yeah, yeah."
33,B,"I mean, you know, I remember, well, just the things that are covered. I remember watching the World Series during the earthquake, and just seeing that happen","B|I mean, you know, I remember, well, just the things that are covered. I remember watching the World Series during the earthquake, and just seeing that happen"
34,M,Yeah.,M|Yeah.
35,B,"I mean, you know, that was just so phenomenal to see this stadium shake and the, and the announcers, you know grabbing,","B|I mean, you know, that was just so phenomenal to see this stadium shake and the, and the announcers, you know grabbing,"
36,M,Oh.,M|Oh.
37,B,"I mean, it's like, that was just something because that was like live and real like you said,","B|I mean, it's like, that was just something because that was like live and real like you said,"
38,M,Yeah.,M|Yeah.
39,B,"and then, of course, one thing I think, too, is with","B|and then, of course, one thing I think, too, is with"
