,Speaker,Utterance,Unified
5,B,"after that, if you asked me that I wouldn't have been able to tell you if that was football or baseball.","B|after that, if you asked me that I wouldn't have been able to tell you if that was football or baseball."
6,M,Oh.,M|Oh.
7,B,"Yeah, but at the same time, I don't know, it's pretty far to throw that far I couldn't do it.","B|Yeah, but at the same time, I don't know, it's pretty far to throw that far I couldn't do it."
8,M,"Well, you know, I, I'm not sure if I, uh.","M|Well, you know, I, I'm not sure if I, uh."
9,B,"Right, he's supposed to be able to do that.","B|Right, he's supposed to be able to do that."
10,M,"Well, I've been trying to get people to vote him up for President for a while, and I just can't seem to get anybody to follow along.","M|Well, I've been trying to get people to vote him up for President for a while, and I just can't seem to get anybody to follow along."
11,B,"Oh, really? I didn't know that.","B|Oh, really? I didn't know that."
12,M,"Yeah, he was a big baseball fan,","M|Yeah, he was a big baseball fan,"
13,B,Uh-huh.,B|Uh-huh.
14,M,"And, uh, he just kind of sat there on the bench and looked at the score and said, Well, we're going to have to do this or we're not going to do it. And I thought, I don't know.","M|And, uh, he just kind of sat there on the bench and looked at the score and said, Well, we're going to have to do this or we're not going to do it. And I thought, I don't know."
15,B,"Yeah, and I've been watching, uh, my husband's French and so if I've been watching the French news, when I watch it.","B|Yeah, and I've been watching, uh, my husband's French and so if I've been watching the French news, when I watch it."
16,M,"Oh, yeah, yeah.","M|Oh, yeah, yeah."
17,B,"It's incentive , speaking of Bush, we're going to get a little off topic but speaking of Bush, they that had a story where he went to visit some little, uh, elementary school students, and stuff.","B|It's incentive , speaking of Bush, we're going to get a little off topic but speaking of Bush, they that had a story where he went to visit some little, uh, elementary school students, and stuff."
18,M,"Oh, really.","M|Oh, really."
19,B,"Did you see that, where he, the guy asked him for proof of who he was,","B|Did you see that, where he, the guy asked him for proof of who he was,"
20,M,No.,M|No.
21,B,he said his .,B|he said his .
22,M,"Yeah, yeah, he, he must have been in on it.","M|Yeah, yeah, he, he must have been in on it."
23,B,I know and see a credit card,B|I know and see a credit card
24,M,"and I, you know, I know it's just, I'm so sick of them.","M|and I, you know, I know it's just, I'm so sick of them."
25,B,"It was so funny to see, it was a really cute little kid too.","B|It was so funny to see, it was a really cute little kid too."
26,M,"Yeah, it's funny how little they get, but I'm sure they're going to grow up with it, you know,","M|Yeah, it's funny how little they get, but I'm sure they're going to grow up with it, you know,"
27,B,"Well, I can tell you, that the Mets opened, I think, two days ago,","B|Well, I can tell you, that the Mets opened, I think, two days ago,"
28,M,Uh-huh.,M|Uh-huh.
29,B,"because my brother was supposed to go to the opening game, and I couldn't tell you who pitched,","B|because my brother was supposed to go to the opening game, and I couldn't tell you who pitched,"
30,M,"Oh, really?","M|Oh, really?"
31,B,"but they won, the Mets won.","B|but they won, the Mets won."
32,M,"Uh, uh-hued.","M|Uh, uh-hued."
33,B,"But, yeah, not my a lot, *sp? by and then somebody else lost, maybe it was the other New York team which is the Yankees,","B|But, yeah, not my a lot, *sp? by and then somebody else lost, maybe it was the other New York team which is the Yankees,"
34,M,Yeah.,M|Yeah.
35,B,"but I don't even know if they're still New York Yankees, or New Jersey.","B|but I don't even know if they're still New York Yankees, or New Jersey."
36,M,"Oh, really?","M|Oh, really?"
37,B,Yeah.,B|Yeah.
38,M,"Well, I guess that's about all I can talk to about baseball.","M|Well, I guess that's about all I can talk to about baseball."
39,B,"Well, but it, then they can have them play against each other.","B|Well, but it, then they can have them play against each other."
40,M,Uh-huh.,M|Uh-huh.
41,B,"I think it's still the New York Yankees, you know,","B|I think it's still the New York Yankees, you know,"
42,M,Yeah. That's true.,M|Yeah. That's true.
43,B,I thought they were moving to New Jersey This is how much I know about baseball.,B|I thought they were moving to New Jersey This is how much I know about baseball.
44,M,Uh-huh.,M|Uh-huh.
45,B,Uh-huh.,B|Uh-huh.
46,M,"Yeah, they traded Walker and Francisco L. The guy that's, uh, oh, I forgot his name, he's a pitching coach for the Rangers.","M|Yeah, they traded Walker and Francisco L. The guy that's, uh, oh, I forgot his name, he's a pitching coach for the Rangers."
47,B,Uh-huh.,B|Uh-huh.
48,M,"And we went and, uh.","M|And we went and, uh."
49,B,Right .,B|Right .
50,M,"And, uh","M|And, uh"
51,B,Uh-huh.,B|Uh-huh.
52,M,and he's Iranian.,M|and he's Iranian.
53,B,With baseball tickets.,B|With baseball tickets.
54,M,Yeah.,M|Yeah.
55,B,Yeah .,B|Yeah .
56,M,"and, and he said, well, we've got enough football left, let's just give it to these other people. And I said, I'll take the other one.","M|and, and he said, well, we've got enough football left, let's just give it to these other people. And I said, I'll take the other one."
57,B,Wow.,B|Wow.
58,M,"so we had to go up there. And I said how do you like that, you should see it. And we went up there and I told him, you better see it because it's really, it's pretty good.","M|so we had to go up there. And I said how do you like that, you should see it. And we went up there and I told him, you better see it because it's really, it's pretty good."
59,B,Because they're fancy seats and stuff.,B|Because they're fancy seats and stuff.
60,M,"yeah, we're trying to get everybody up and we're going to try to go to a game on Saturday or Sunday night and see how it is.","M|yeah, we're trying to get everybody up and we're going to try to go to a game on Saturday or Sunday night and see how it is."
61,B,"I know I'm always scared of that whenever I go to a game. I rarely go but we went last year because my brother, my brother is impossible, when, um, he does football leagues and baseball leagues and all kinds of stuff,","B|I know I'm always scared of that whenever I go to a game. I rarely go but we went last year because my brother, my brother is impossible, when, um, he does football leagues and baseball leagues and all kinds of stuff,"
62,M,"Oh, really?","M|Oh, really?"
63,B,"and if there's a game on, he's watching it. I mean, that's all there is to it,","B|and if there's a game on, he's watching it. I mean, that's all there is to it,"
64,M,Yeah.,M|Yeah.
65,B,and he's like glued at the T V.,B|and he's like glued at the T V.
66,M,Uh.,M|Uh.
67,B,"Oh, I'm glad my husband's not like that either, I'd kill him My brother's like that and, um, see he goes to a lot of games, not a real lot, but he tries to go, then my father got us some tickets,","B|Oh, I'm glad my husband's not like that either, I'd kill him My brother's like that and, um, see he goes to a lot of games, not a real lot, but he tries to go, then my father got us some tickets,"
68,M,Uh-huh.,M|Uh-huh.
69,B,"so my brother's wife and my husband and I went. Last year we wanted to show my husband what a baseball game was because, you know, being a non-American you want to see what a baseball game is like.","B|so my brother's wife and my husband and I went. Last year we wanted to show my husband what a baseball game was because, you know, being a non-American you want to see what a baseball game is like."
70,M,Uh.,M|Uh.
71,B,"And he describes it as, you sit there in a crowd, it was nice weather and stuff, it wasn't a real problem, but you sit there in a crowd, and you're waiting and waiting and waiting and you eat these lousy the hot dogs um, because we made him try a hot dog, you know ,","B|And he describes it as, you sit there in a crowd, it was nice weather and stuff, it wasn't a real problem, but you sit there in a crowd, and you're waiting and waiting and waiting and you eat these lousy the hot dogs um, because we made him try a hot dog, you know ,"
72,M,"Oh, my gosh.","M|Oh, my gosh."
73,B,"and, um, so you sit there and you wait for the longest time really bored, and then all of a sudden something happens but you happen to look the other way during the time,","B|and, um, so you sit there and you wait for the longest time really bored, and then all of a sudden something happens but you happen to look the other way during the time,"
74,M,Yeah.,M|Yeah.
75,B,"yeah, and so you're basically you sit there and wait for something exciting to happen and when it happened he missed it, and didn't understand it Um, he grew up out, well, he grew up in , which is the, sort of O strip east to west, eastern part,","B|yeah, and so you're basically you sit there and wait for something exciting to happen and when it happened he missed it, and didn't understand it Um, he grew up out, well, he grew up in , which is the, sort of O strip east to west, eastern part,"
76,M,Uh-huh.,M|Uh-huh.
77,B,"but that ,","B|but that ,"
78,M,"!!!%!! Remind me. That's funny, because that's where I grew up.","M|!!!%!! Remind me. That's funny, because that's where I grew up."
79,B,"Yeah, he's not that far, he was sort of in between Strasbourg, and Paris.","B|Yeah, he's not that far, he was sort of in between Strasbourg, and Paris."
80,M,Yeah,M|Yeah
81,B,"Oh, is she still there?","B|Oh, is she still there?"
82,M,Yeah,M|Yeah
83,B,"Because,","B|Because,"
84,M,"Okay. Well, I don't know, I, I'm, I've never been to a concert in concert band.","M|Okay. Well, I don't know, I, I'm, I've never been to a concert in concert band."
85,B,"Yeah, Saint Claude,","B|Yeah, Saint Claude,"
86,M,Yeah.,M|Yeah.
87,B,"yeah, we used to, that's one of the, um, entrances to the periphery to get in and out of the city.","B|yeah, we used to, that's one of the, um, entrances to the periphery to get in and out of the city."
88,M,Uh-huh.,M|Uh-huh.
89,B,"And it, it, it, it sits right at the limit,","B|And it, it, it, it sits right at the limit,"
90,M,Uh-huh.,M|Uh-huh.
91,B,"I exactly where she is. But, um, we met in Paris.","B|I exactly where she is. But, um, we met in Paris."
