,Speaker,Utterance,Unified
5,B,Yeah. And a lot of people complain because it's really not convenient for them.,B|Yeah. And a lot of people complain because it's really not convenient for them.
6,M,Right.,M|Right.
7,B,You're supposed to what.,B|You're supposed to what.
8,M,"Well, I mean, they, they've been doing that for years, but they've also been doing it for a couple of years now.","M|Well, I mean, they, they've been doing that for years, but they've also been doing it for a couple of years now."
9,B,"But what are you supposed to do with them. Oh, okay.","B|But what are you supposed to do with them. Oh, okay."
10,M,!!!;!!%!! Remind me.,M|!!!;!!%!! Remind me.
11,B,Uh-huh.,B|Uh-huh.
12,M,!!!!!!%!! Remind me of that.,M|!!!!!!%!! Remind me of that.
13,B,Yeah.,B|Yeah.
14,M,"But they're, uh, I think they're out of season yet.","M|But they're, uh, I think they're out of season yet."
15,B,"We, we usually collect a, you know, collect a quite a bit and then we take them, take them in.","B|We, we usually collect a, you know, collect a quite a bit and then we take them, take them in."
16,M,Uh-uh. Uh-hum.,M|Uh-uh. Uh-hum.
17,B,"Yeah, we don't, we don't, um, use aluminum cans,","B|Yeah, we don't, we don't, um, use aluminum cans,"
18,M,"Uh,","M|Uh,"
19,B,"so, we generally don't have those to do.","B|so, we generally don't have those to do."
20,M,Right.,M|Right.
21,B,"You know, they, they charge you, you know, it's like a flat rate I think for picking up your garbage.","B|You know, they, they charge you, you know, it's like a flat rate I think for picking up your garbage."
22,M,"Uh, I know.","M|Uh, I know."
23,B,"And I know a lot of people it would, would solve the convenience problem if they had curbside pickup and some communities are trying to do that now. And I think that maybe if they only charged for the garbage that you did not sort and have set up for recycling,","B|And I know a lot of people it would, would solve the convenience problem if they had curbside pickup and some communities are trying to do that now. And I think that maybe if they only charged for the garbage that you did not sort and have set up for recycling,"
24,M,Yeah.,M|Yeah.
25,B,"they, they charged you by, by weight of how much trash you were actually sending to a land fill.","B|they, they charged you by, by weight of how much trash you were actually sending to a land fill."
26,M,"Right, right.","M|Right, right."
27,B,That that might be a better way to do it.,B|That that might be a better way to do it.
28,M,Uh-huh.,M|Uh-huh.
29,B,"And then people would, would know that it was going to cost them money to not sort their trash.","B|And then people would, would know that it was going to cost them money to not sort their trash."
30,M,Right.,M|Right.
31,B,"You know, because then it would, then it would make monetary sense to them, you know, to say, hey, you know, if I just spend the time to, to sort this out where this stuff can be recycled then I don't have to pay for them hauling it off.","B|You know, because then it would, then it would make monetary sense to them, you know, to say, hey, you know, if I just spend the time to, to sort this out where this stuff can be recycled then I don't have to pay for them hauling it off."
32,M,Uh-huh.,M|Uh-huh.
33,B,Uh-huh.,B|Uh-huh.
34,M,"and you put it in your car, and they, they pick it up at the curb.","M|and you put it in your car, and they, they pick it up at the curb."
35,B,"Oh, yeah that's about the same kind of thing.","B|Oh, yeah that's about the same kind of thing."
36,M,!!!%!! RemindMe!!ets!! That's how we do it.,M|!!!%!! RemindMe!!ets!! That's how we do it.
37,B,Where do you live?,B|Where do you live?
38,M,In Plano.,M|In Plano.
39,B,"Oh, okay.","B|Oh, okay."
40,M,"So, yeah.","M|So, yeah."
41,B,Yes.,B|Yes.
42,M,Okay.,M|Okay.
43,B,It seems like they would be able to.,B|It seems like they would be able to.
44,M,Yeah.,M|Yeah.
45,B,Uh-huh.,B|Uh-huh.
46,M,"But I think it would be a good idea to have, you know, maybe some kind of a fund set up for people to use for things like that.","M|But I think it would be a good idea to have, you know, maybe some kind of a fund set up for people to use for things like that."
47,B,Yeah.,B|Yeah.
48,M,"And they're not going to, uh.","M|And they're not going to, uh."
49,B,Yeah.,B|Yeah.
50,M,"So, it's, uh, I don't, I haven't, you know, I hadn't, uh","M|So, it's, uh, I don't, I haven't, you know, I hadn't, uh"
51,B,"Yeah, that's true .","B|Yeah, that's true ."
52,M,"So, I don know.","M|So, I don know."
53,B,"Um, now I didn't know that, cause we just usually if we're going to, uh, buy sodas they're in the, the two liter bottles.","B|Um, now I didn't know that, cause we just usually if we're going to, uh, buy sodas they're in the, the two liter bottles."
54,M,Uh-huh.,M|Uh-huh.
55,B,Yeah.,B|Yeah.
56,M,"and, uh.","M|and, uh."
57,B,Okay.,B|Okay.
58,M,!!!%!!;!! Remind me.,M|!!!%!!;!! Remind me.
59,B,Okay.,B|Okay.
60,M,Bye-bye.,M|Bye-bye.
61,B,"All right, bye-bye. voice said what's that voice said, where were they","B|All right, bye-bye. voice said what's that voice said, where were they"
