,Speaker,Utterance,Unified
5,B,"Uh, and it's, uh, I guess what they call a story and a half. Because it's not a full two story. Where, you know, everything on top is on bottom.","B|Uh, and it's, uh, I guess what they call a story and a half. Because it's not a full two story. Where, you know, everything on top is on bottom."
6,M,Yeah.,M|Yeah.
7,B,"So, it's got real high ceilings on half the house and the other half is just standard sized ceilings.","B|So, it's got real high ceilings on half the house and the other half is just standard sized ceilings."
8,M,"Oh, yeah.","M|Oh, yeah."
9,B,"And, uh, it's about a five year old house now.","B|And, uh, it's about a five year old house now."
10,M,"Oh, that's, that sounds great.","M|Oh, that's, that sounds great."
11,B,"It's, uh, pretty nice. Unfortunately, the builder who built it went out of business already","B|It's, uh, pretty nice. Unfortunately, the builder who built it went out of business already"
12,M,"Oh, really?","M|Oh, really?"
13,B,"Yeah. It was a, Landmark is the one who built it.","B|Yeah. It was a, Landmark is the one who built it."
14,M,Oh.,M|Oh.
15,B,Yeah. That's true.,B|Yeah. That's true.
16,M,"And, uh.","M|And, uh."
17,B,Exactly what happened to them.,B|Exactly what happened to them.
18,M,Right.,M|Right.
19,B,"Oh, that's nice.","B|Oh, that's nice."
20,M,Yeah.,M|Yeah.
21,B,"Oh, really.","B|Oh, really."
22,M,"and, uh, it's just, it just really makes it look nice. It's, uh","M|and, uh, it's just, it just really makes it look nice. It's, uh"
23,B,Are you doing it yourself?,B|Are you doing it yourself?
24,M,I'm doing it myself.,M|I'm doing it myself.
25,B,Wow.,B|Wow.
26,M,"It's a, it's a little rough, you know,","M|It's a, it's a little rough, you know,"
27,B,"Oh, that's nice.","B|Oh, that's nice."
28,M,"Yeah, I'm, I work in the legal department at Texas Instruments, so I do a lot of that","M|Yeah, I'm, I work in the legal department at Texas Instruments, so I do a lot of that"
29,B,"Oh, I see. Huh.","B|Oh, I see. Huh."
30,M,"So, uh, I was pretty fortunate. I didn't have to work,","M|So, uh, I was pretty fortunate. I didn't have to work,"
31,B,Yeah.,B|Yeah.
32,M,"So, I've, I'm, I work with someone else right now that I go to school with.","M|So, I've, I'm, I work with someone else right now that I go to school with."
33,B,That's great.,B|That's great.
34,M,It was just too much. And I felt like I could do without the credit.,M|It was just too much. And I felt like I could do without the credit.
35,B,is that so? I didn't know that.,B|is that so? I didn't know that.
36,M,Uh-huh.,M|Uh-huh.
37,B,Well that sounds kind of dumb.,B|Well that sounds kind of dumb.
38,M,Yeah.,M|Yeah.
39,B,Uh-huh.,B|Uh-huh.
40,M,and you're going to have to pay more for it because you're not going to be able to use it for more than what you paid for it,M|and you're going to have to pay more for it because you're not going to be able to use it for more than what you paid for it
41,B,Yeah. Yeah.,B|Yeah. Yeah.
42,M,"So, I don't know.","M|So, I don't know."
43,B,Huh.,B|Huh.
44,M,"I, I guess we've kind of exhausted that one, I'm not sure.","M|I, I guess we've kind of exhausted that one, I'm not sure."
45,B,That's right,B|That's right
46,M,Yeah.,M|Yeah.
47,B,"Yeah, that's true.","B|Yeah, that's true."
48,M,"And, uh, that, that would, that wouldn't help them at all.","M|And, uh, that, that would, that wouldn't help them at all."
49,B,Uh-huh. That's good.,B|Uh-huh. That's good.
50,M,"And, uh.","M|And, uh."
51,B,Yeah. How big a lot do you got it on?,B|Yeah. How big a lot do you got it on?
52,M,"Um, it's about, um, it, it was about an eighth of an acre.","M|Um, it's about, um, it, it was about an eighth of an acre."
53,B,Wow. That's nice. That's real nice.,B|Wow. That's nice. That's real nice.
54,M,Uh-uh.,M|Uh-uh.
55,B,Oh.,B|Oh.
56,M,So it's real hard to get him out and find him.,M|So it's real hard to get him out and find him.
57,B,God. That's pretty good.,B|God. That's pretty good.
58,M,"So,","M|So,"
59,B,Uh-huh.,B|Uh-huh.
60,M,"he's got a lot of plants in his yard, but, uh, he doesn't have any.","M|he's got a lot of plants in his yard, but, uh, he doesn't have any."
61,B,Yeah. Yeah.,B|Yeah. Yeah.
62,M,"So, it's, it, it really is pretty.","M|So, it's, it, it really is pretty."
63,B,"Oh, that's pretty good.","B|Oh, that's pretty good."
64,M,"So,","M|So,"
65,B,"Uh-huh. Oh, you, you, you don't plan on putting any, any of that in?","B|Uh-huh. Oh, you, you, you don't plan on putting any, any of that in?"
66,M,No.,M|No.
67,B,Uh-huh.,B|Uh-huh.
68,M,"And, uh, you know, we have to do a lot more repairs on it than you would on it.","M|And, uh, you know, we have to do a lot more repairs on it than you would on it."
69,B,Yeah.,B|Yeah.
70,M,"We, uh we've got two. We've got a three year old and a two year old.","M|We, uh we've got two. We've got a three year old and a two year old."
71,B,Uh-huh.,B|Uh-huh.
72,M,"and, uh.","M|and, uh."
73,B,Wow.,B|Wow.
74,M,"And, uh, the air conditioning is on, you have to turn on the air conditioner,","M|And, uh, the air conditioning is on, you have to turn on the air conditioner,"
75,B,Yeah. That's pretty good.,B|Yeah. That's pretty good.
76,M,"So,","M|So,"
77,B,Yeah.,B|Yeah.
78,M,"So, uh.","M|So, uh."
79,B,Wow.,B|Wow.
80,M,So.,M|So.
81,B,My wife would love that,B|My wife would love that
82,M,"I would, too.","M|I would, too."
83,B,She loves lots of windows. That's great.,B|She loves lots of windows. That's great.
84,M,Yeah.,M|Yeah.
85,B,Is it a single story?,B|Is it a single story?
86,M,"Yeah, it's single story.","M|Yeah, it's single story."
87,B,"Oh, I see.","B|Oh, I see."
88,M,"Uh, it has a pool and, uh it has nice privacy fences around it.","M|Uh, it has a pool and, uh it has nice privacy fences around it."
89,B,"Uh-huh. Um, I see.","B|Uh-huh. Um, I see."
90,M,"And it's, it, it has a built in grill and it's got a water pump and air conditioner.","M|And it's, it, it has a built in grill and it's got a water pump and air conditioner."
91,B,Oh.,B|Oh.
92,M,"But, uh.","M|But, uh."
93,B,Yeah.,B|Yeah.
94,M,"But, uh.","M|But, uh."
95,B,"Uh-huh. Yeah, that's kind of like, like a Victorian style?","B|Uh-huh. Yeah, that's kind of like, like a Victorian style?"
96,M,"Yeah, yeah.","M|Yeah, yeah."
97,B,"Yeah. I, I've always liked that. The, you know, I, we don't have much yard but I built a small deck in the back.","B|Yeah. I, I've always liked that. The, you know, I, we don't have much yard but I built a small deck in the back."
98,M,"Oh, yeah.","M|Oh, yeah."
99,B,"But, you know, I, I see these magazines where, you know, dig your, your own deck.","B|But, you know, I, I see these magazines where, you know, dig your, your own deck."
100,M,Right.,M|Right.
101,B,"I, I kind of wish I had them, those size property and, and, uh, one with a grade on it so I can build a real nice deck.","B|I, I kind of wish I had them, those size property and, and, uh, one with a grade on it so I can build a real nice deck."
