,Speaker,Utterance,Unified
5,B,Right.,B|Right.
6,M,"I think that's just, I think it's a matter of opinion. I think they have to decide whether or not they want a jury of their peers.","M|I think that's just, I think it's a matter of opinion. I think they have to decide whether or not they want a jury of their peers."
7,B,"Right. There's, there, this topic is kind of mute. Uh","B|Right. There's, there, this topic is kind of mute. Uh"
8,M,"Right, right.","M|Right, right."
9,B,"there, there's no way. We, we couldn't survive in a in a juror in a trial system without a jury.","B|there, there's no way. We, we couldn't survive in a in a juror in a trial system without a jury."
10,M,I know. I don't think there's a lot of people that would be willing to go to a trial for a minor thing.,M|I know. I don't think there's a lot of people that would be willing to go to a trial for a minor thing.
11,B,"Uh, one man can never be, one man, one woman can never be objectionable in every case.","B|Uh, one man can never be, one man, one woman can never be objectionable in every case."
12,M,"That's right. That's right, that's right and I think that's a, a, that is a good, a good point.","M|That's right. That's right, that's right and I think that's a, a, that is a good, a good point."
13,B,"Uh, every person has their opinions and that's why jury selection is often very difficult. Uh.","B|Uh, every person has their opinions and that's why jury selection is often very difficult. Uh."
14,M,Yeah.,M|Yeah.
15,B,Right.,B|Right.
16,M,"but they're still going to be out there, you just can't stop them.","M|but they're still going to be out there, you just can't stop them."
17,B,Right. They shouldn't allow an appeal.,B|Right. They shouldn't allow an appeal.
18,M,!!!%!! Remind me of that,M|!!!%!! Remind me of that
19,B,Yep.,B|Yep.
20,M,"I mean, it's, it, it can be a very long time.","M|I mean, it's, it, it can be a very long time."
21,B,Uh-huh,B|Uh-huh
22,M,"I mean, they, they have no right to know.","M|I mean, they, they have no right to know."
23,B,"Oh, that's right. I work for a law firm","B|Oh, that's right. I work for a law firm"
24,M,Oh.,M|Oh.
25,B,Right.,B|Right.
26,M,"And I think they're expecting a, a lawsuit by the lawyers because of the way the system is right now.","M|And I think they're expecting a, a lawsuit by the lawyers because of the way the system is right now."
27,B,Well plea plea bargaining is a different story.,B|Well plea plea bargaining is a different story.
28,M,Uh-huh.,M|Uh-huh.
29,B,"Plea bargaining is something completely different. That, that actually prevents trials. Or at least speeds them up.","B|Plea bargaining is something completely different. That, that actually prevents trials. Or at least speeds them up."
30,M,Yeah.,M|Yeah.
31,B,Right.,B|Right.
32,M,and they're all going to serve the rest of their life.,M|and they're all going to serve the rest of their life.
33,B,Right.,B|Right.
34,M,"But, uh.","M|But, uh."
35,B,Huh.,B|Huh.
36,M,"And I think,  they, they're afraid of the, of the public letting them get away from it.  Because they know they're going to get caught.","M|And I think,  they, they're afraid of the, of the public letting them get away from it.  Because they know they're going to get caught."
37,B,Right.,B|Right.
38,M,"And, and I think it's, I don't know, it's a little hard to believe that, that, you know, a lot, a majority of the people don't realize just how many, how many horrible things that have to be done to keep the prisons full.","M|And, and I think it's, I don't know, it's a little hard to believe that, that, you know, a lot, a majority of the people don't realize just how many, how many horrible things that have to be done to keep the prisons full."
39,B,We do,B|We do
40,M,We should have more prisons.,M|We should have more prisons.
41,B,Right.,B|Right.
42,M,"and it's not going to stop only those people, but those that are committing the murders, too.","M|and it's not going to stop only those people, but those that are committing the murders, too."
43,B,"Right. When you're saying as far as the appeal, uh, procedure was concerned.","B|Right. When you're saying as far as the appeal, uh, procedure was concerned."
44,M,Yeah.,M|Yeah.
45,B,"We just have the case, I'm, I'm sure you've probably heard of Marion Berry.","B|We just have the case, I'm, I'm sure you've probably heard of Marion Berry."
46,M,"Oh, yeah.","M|Oh, yeah."
47,B,"Uh, his last appeal was, was denied two days before his sentence was up","B|Uh, his last appeal was, was denied two days before his sentence was up"
48,M,Uh.,M|Uh.
49,B,"So, I mean, his appeal was denied and two days later he got out of jail For cocaine possession.","B|So, I mean, his appeal was denied and two days later he got out of jail For cocaine possession."
50,M,Oh.,M|Oh.
51,B,"But, uh, that was absurd There is never, there was no reason  the appeal process should have dragged on that long for a six month sentence.","B|But, uh, that was absurd There is never, there was no reason  the appeal process should have dragged on that long for a six month sentence."
52,M,Oh.,M|Oh.
53,B,"Well, uh, the, the only I can, I you know, the, appeal procedure is the only thing I can possibly think of. Uh, like I said, as far as removing of the jury and having the judge sentence, that's absurd. There's no way that could work.","B|Well, uh, the, the only I can, I you know, the, appeal procedure is the only thing I can possibly think of. Uh, like I said, as far as removing of the jury and having the judge sentence, that's absurd. There's no way that could work."
54,M,Right.,M|Right.
55,B,"Uh, but,","B|Uh, but,"
56,M,"I, I think, I mean, I'm not for sure that, you know","M|I, I think, I mean, I'm not for sure that, you know"
57,B,"Oh, exactly.","B|Oh, exactly."
58,M,"And, and I mean, I would have been so mad.","M|And, and I mean, I would have been so mad."
59,B,Exactly. Right.,B|Exactly. Right.
60,M,"You know, you're just like, God, I'm not going to do this I'm going to shoot myself.","M|You know, you're just like, God, I'm not going to do this I'm going to shoot myself."
