,Speaker,Utterance,Unified
5,B,"Well, uh, uh about the same I dress for school. I, uh, I am a graduate student so, I don't have to worry too much about, uh, what I wear too much of the time. Which is nice.","B|Well, uh, uh about the same I dress for school. I, uh, I am a graduate student so, I don't have to worry too much about, uh, what I wear too much of the time. Which is nice."
6,M,Yeah.,M|Yeah.
7,B,"Uh Uh, uh, although I do, uh, a lot of,","B|Uh Uh, uh, although I do, uh, a lot of,"
8,M,Well what type of things do you do?,M|Well what type of things do you do?
9,B,"I am a speech pathology major and so I do a lot of clinical work and when I do clinic work then I have to, uh, uh, look my best.","B|I am a speech pathology major and so I do a lot of clinical work and when I do clinic work then I have to, uh, uh, look my best."
10,M,Yeah.,M|Yeah.
11,B,Yeah. Unfortunately.,B|Yeah. Unfortunately.
12,M,Unfortunately.,M|Unfortunately.
13,B,Uh-huh.,B|Uh-huh.
14,M,"but, uh.","M|but, uh."
15,B,"Yeah, sure. Uh-huh. Yeah. Yeah. Uh, uh, do you find that, uh, on the average do people give uh, more credibility or less credibility to a professional, uh, to professionally dressed individual.","B|Yeah, sure. Uh-huh. Yeah. Yeah. Uh, uh, do you find that, uh, on the average do people give uh, more credibility or less credibility to a professional, uh, to professionally dressed individual."
16,M,"Well, I think it depends on the person.","M|Well, I think it depends on the person."
17,B,Uh-huh.,B|Uh-huh.
18,M,"and I think that, that's, that, you know, the, the average American is now going to be embarrassed for what he did.","M|and I think that, that's, that, you know, the, the average American is now going to be embarrassed for what he did."
19,B,Uh-huh.,B|Uh-huh.
20,M,"And, uh uh, I was the only one that, that I was able to, to actually get into a job with, uh.","M|And, uh uh, I was the only one that, that I was able to, to actually get into a job with, uh."
21,B,Uh-huh.,B|Uh-huh.
22,M,And I did that for about four years.,M|And I did that for about four years.
23,B,Uh-huh.,B|Uh-huh.
24,M,"That's what I did when I was growing up, was I wore, uh shorts and a t-shirt,","M|That's what I did when I was growing up, was I wore, uh shorts and a t-shirt,"
25,B,Uh-huh.,B|Uh-huh.
26,M,"and I went home and I went to the store and bought a pair of those and I said, well, I'm not going to have to wear those.","M|and I went home and I went to the store and bought a pair of those and I said, well, I'm not going to have to wear those."
27,B,"Oh, really?","B|Oh, really?"
28,M,and I went out and bought me a dress.,M|and I went out and bought me a dress.
29,B,Even the farmers.,B|Even the farmers.
30,M,"Yeah, well, that's true, but, uh.","M|Yeah, well, that's true, but, uh."
31,B,"Oh, wow.","B|Oh, wow."
32,M,Yeah.,M|Yeah.
33,B,Uh-huh.,B|Uh-huh.
34,M,"but, uh.","M|but, uh."
