,Speaker,Utterance,Unified
5,B,"And my in-laws also have one, and they're almost as close.","B|And my in-laws also have one, and they're almost as close."
6,M,!!!%,M|!!!%
7,B,They're in Richardson.,B|They're in Richardson.
8,M,"Oh, yeah.","M|Oh, yeah."
9,B,"Um, usually, uh, word processing something, um, such as, oh, forms for things, uh,","B|Um, usually, uh, word processing something, um, such as, oh, forms for things, uh,"
10,M,"Uh, what type of things would you use for WordPerfect and,","M|Uh, what type of things would you use for WordPerfect and,"
11,B,also I have a nine year old that I've been home schooling for the last three years.,B|also I have a nine year old that I've been home schooling for the last three years.
12,M,"Oh, uh.","M|Oh, uh."
13,B,"And we got, uh, the one that my parents have is an Apple Two E.","B|And we got, uh, the one that my parents have is an Apple Two E."
14,M,Uh-huh.,M|Uh-huh.
15,B,"And I have a sister-in-law who is, who works in the Fort Worth school district.","B|And I have a sister-in-law who is, who works in the Fort Worth school district."
16,M,Yeah.,M|Yeah.
17,B,"And so she got me copies of, uh, several of the Apple programs for school programs,","B|And so she got me copies of, uh, several of the Apple programs for school programs,"
18,M,Uh.,M|Uh.
19,B,"and so we use those and there's some, whenever we go over and visit grandma the kids love to play the computer game, so, that's part of it.","B|and so we use those and there's some, whenever we go over and visit grandma the kids love to play the computer game, so, that's part of it."
20,M,Yeah.,M|Yeah.
21,B,"Um, my husband has used the one at his folks house for mostly business things. Uh, his resume, his, uh, letter,","B|Um, my husband has used the one at his folks house for mostly business things. Uh, his resume, his, uh, letter,"
22,M,Uh-huh.,M|Uh-huh.
23,B,"he's been applying for jobs and things, so that type of thing. Uh, forms for his photography business, and that kind of thing.","B|he's been applying for jobs and things, so that type of thing. Uh, forms for his photography business, and that kind of thing."
24,M,Uh-huh.,M|Uh-huh.
25,B,Yeah.,B|Yeah.
26,M,"I, I don't know, I just, I'm not into, I guess I'm, I'd put it that way. I don, I, I think I'm probably in the minority.","M|I, I don't know, I just, I'm not into, I guess I'm, I'd put it that way. I don, I, I think I'm probably in the minority."
27,B,"I'm, uh, my father had a software company,","B|I'm, uh, my father had a software company,"
28,M,Uh.,M|Uh.
29,B,and they have a bunch of computers leftover from that,B|and they have a bunch of computers leftover from that
30,M,Uh-huh.,M|Uh-huh.
31,B,"and we're hoping that they can put together something for us here that we can have the word processing, here","B|and we're hoping that they can put together something for us here that we can have the word processing, here"
32,M,Uh.,M|Uh.
33,B,"But, um, they're kind of old older","B|But, um, they're kind of old older"
34,M,Uh.,M|Uh.
35,B,"so I'm not sure that we'll be able to do, get too many other programs for it.","B|so I'm not sure that we'll be able to do, get too many other programs for it."
36,M,"Right, yeah.","M|Right, yeah."
37,B,Oh. I have one of those. Yeah.,B|Oh. I have one of those. Yeah.
38,M,"And I just love it. I just, I just don't like it, you know, I, I think it's so,","M|And I just love it. I just, I just don't like it, you know, I, I think it's so,"
39,B,"Mine's broke at the moment, but","B|Mine's broke at the moment, but"
40,M,"Well I, I'll, I will let you start","M|Well I, I'll, I will let you start"
41,B,Oh.,B|Oh.
42,M,"so,","M|so,"
43,B,"Yeah, I learned, I, I learned Wordstar, uh, I did some typing for my father when he had the company","B|Yeah, I learned, I, I learned Wordstar, uh, I did some typing for my father when he had the company"
44,M,Yeah.,M|Yeah.
45,B,"and so I learned that on there too, that was,","B|and so I learned that on there too, that was,"
46,M,Yeah.,M|Yeah.
47,B,"I haven't. That's the one that my father, well, I guess I have used it once or twice.","B|I haven't. That's the one that my father, well, I guess I have used it once or twice."
48,M,"Uh,","M|Uh,"
49,B,"Uh, it's the one that's on my father-in-law's computer.","B|Uh, it's the one that's on my father-in-law's computer."
50,M,"Yeah, yeah, uh, I think that's, that's what we have, um, we use, um.","M|Yeah, yeah, uh, I think that's, that's what we have, um, we use, um."
51,B,He's got on I B M.,B|He's got on I B M.
52,M,Yeah.,M|Yeah.
53,B,"And, uh, so that's the program that they're using there.","B|And, uh, so that's the program that they're using there."
54,M,Uh-huh.,M|Uh-huh.
55,B,That's what I've heard.,B|That's what I've heard.
56,M,"and I, I'm, I guess I'm a product of that environment, you know.","M|and I, I'm, I guess I'm a product of that environment, you know."
57,B,Uh-huh.,B|Uh-huh.
58,M,"you had to, you had to make sure that you were writing a, a properly set of programs.","M|you had to, you had to make sure that you were writing a, a properly set of programs."
59,B,"Yeah, you had to, memorize it,","B|Yeah, you had to, memorize it,"
60,M,Yeah.,M|Yeah.
61,B,"and,","B|and,"
62,M,"So, what are some of your favorite shows?","M|So, what are some of your favorite shows?"
63,B,"Oh. Oh, that's neat.","B|Oh. Oh, that's neat."
64,M,"And so, you know, it's, it really makes it easier.","M|And so, you know, it's, it really makes it easier."
65,B,"Oh, how wonderful.","B|Oh, how wonderful."
66,M,So.,M|So.
67,B,"That, I had heard that that was better. That was a better one.","B|That, I had heard that that was better. That was a better one."
68,M,!!!%!! Remind me.,M|!!!%!! Remind me.
69,B,"Yeah. Yeah, I agree","B|Yeah. Yeah, I agree"
70,M,"I mean, I, I can see the kids, you can see their parents sometimes,","M|I mean, I, I can see the kids, you can see their parents sometimes,"
71,B,"Not too much. What kind of, what kind of things do you write?","B|Not too much. What kind of, what kind of things do you write?"
72,M,!!! Remind me!!You're my first one!! You're my second one!,M|!!! Remind me!!You're my first one!! You're my second one!
73,B,Oh,B|Oh
74,M,"and, um.","M|and, um."
75,B,to her Go talk to Daddy about it. Excuse me.,B|to her Go talk to Daddy about it. Excuse me.
76,M,"And, uh.","M|And, uh."
77,B,to her Go on and talk to Daddy about it Tell Daddy I unplugged it for you. But you don't need to drag it down the hall,B|to her Go on and talk to Daddy about it Tell Daddy I unplugged it for you. But you don't need to drag it down the hall
78,M,Oh.,M|Oh.
79,B,"Daddy, Daddy came home and found her playing with the telephone that I had unplugged","B|Daddy, Daddy came home and found her playing with the telephone that I had unplugged"
80,M,Oh.,M|Oh.
81,B,Yeah.,B|Yeah.
82,M,"Oh, my goodness.","M|Oh, my goodness."
83,B,Huh.,B|Huh.
84,M,"and, um.","M|and, um."
85,B,Yeah.,B|Yeah.
86,M,"I'm, uh.","M|I'm, uh."
87,B,Yeah. I'm anxious some day to have one here.,B|Yeah. I'm anxious some day to have one here.
88,M,"Well, I think it's going to be here in a couple of weeks, I, we're going to buy one of those, so,","M|Well, I think it's going to be here in a couple of weeks, I, we're going to buy one of those, so,"
89,B,"I'm, and they just talked to the other day other day about setting something up again so hopefully pretty soon we'll at least have the word processing.","B|I'm, and they just talked to the other day other day about setting something up again so hopefully pretty soon we'll at least have the word processing."
90,M,Uh-huh.,M|Uh-huh.
91,B,"My nine year old I've decided to teach her how to type using the computer,","B|My nine year old I've decided to teach her how to type using the computer,"
92,M,Uh.,M|Uh.
93,B,so.,B|so.
94,M,"Yeah, I'm, I, I I'm trying to get her to, uh, learn how to do that too. She's, uh","M|Yeah, I'm, I, I I'm trying to get her to, uh, learn how to do that too. She's, uh"
95,B,Yeah.,B|Yeah.
96,M,"So, I guess we're both pretty, uh, uh-huh, oriented in that respect.","M|So, I guess we're both pretty, uh, uh-huh, oriented in that respect."
97,B,"I've,","B|I've,"
98,M,!!!%!! RemindMe!! Auto attacks.,M|!!!%!! RemindMe!! Auto attacks.
99,B,That's right.,B|That's right.
