,Speaker,Utterance,Unified
5,B,Uh-huh.,B|Uh-huh.
6,M,"and then we have a, a regular Monday night soap opera, and then, uh","M|and then we have a, a regular Monday night soap opera, and then, uh"
7,B,Uh-huh.,B|Uh-huh.
8,M,"but we start with the first one and then we go to, uh, STAR TREK FOUR.","M|but we start with the first one and then we go to, uh, STAR TREK FOUR."
9,B,Uh-huh.,B|Uh-huh.
10,M,"But, uh, it's just, I just don't have time to watch it.","M|But, uh, it's just, I just don't have time to watch it."
11,B,Yeah.,B|Yeah.
12,M,"And I try to catch it, you know, at five o'clock when I get home from work.","M|And I try to catch it, you know, at five o'clock when I get home from work."
13,B,Monday night's pretty good with MURPHY BROWN and DESIGNING WOMEN.,B|Monday night's pretty good with MURPHY BROWN and DESIGNING WOMEN.
14,M,"Oh, yeah, those are good too.","M|Oh, yeah, those are good too."
15,B,Uh-huh.,B|Uh-huh.
16,M,"and I just love the, the different ways they try and play.","M|and I just love the, the different ways they try and play."
17,B,"Uh-huh. We had watched it, uh, I guess Sunday night and Monday night, but we didn't get to watch it tonight.","B|Uh-huh. We had watched it, uh, I guess Sunday night and Monday night, but we didn't get to watch it tonight."
18,M,"Oh, really?","M|Oh, really?"
19,B,Uh-huh. Uh-huh.,B|Uh-huh. Uh-huh.
20,M,"but, uh","M|but, uh"
21,B,"The only night we tend to watch some of that is on Sunday nights, starting fairly late, like I'm talking ten o'clock and maybe toward midnight. They have some British comedy that we've, we've really liked,","B|The only night we tend to watch some of that is on Sunday nights, starting fairly late, like I'm talking ten o'clock and maybe toward midnight. They have some British comedy that we've, we've really liked,"
22,M,"Uh, uh-hue.","M|Uh, uh-hue."
23,B,"and there's a variety. Some of them is, uh, BLACK ADDER or GOOD NEIGHBORS or YES, PRIME MINISTER and ARE YOU BEING SERVED? They, they rotate those around, and, um, we like that British comedy. British comedy is very fast, you really have to listen","B|and there's a variety. Some of them is, uh, BLACK ADDER or GOOD NEIGHBORS or YES, PRIME MINISTER and ARE YOU BEING SERVED? They, they rotate those around, and, um, we like that British comedy. British comedy is very fast, you really have to listen"
24,M,Uh-uh. Yeah.,M|Uh-uh. Yeah.
25,B,but.,B|but.
26,M,"I like, I like to watch a little bit of comedy, especially when it's on the teller, you know.","M|I like, I like to watch a little bit of comedy, especially when it's on the teller, you know."
27,B,"They're real good, but they do come on kind of late, but we really do enjoy those. Sometimes we get to watching some stuff on the Discovery Channel.","B|They're real good, but they do come on kind of late, but we really do enjoy those. Sometimes we get to watching some stuff on the Discovery Channel."
28,M,Uh-huh.,M|Uh-huh.
29,B,"And I'm amazed sometimes what I see on there. But I'm very intrigued. I, one time I was watching an operation, and I thought, Gee, I don't believe I'm watching.","B|And I'm amazed sometimes what I see on there. But I'm very intrigued. I, one time I was watching an operation, and I thought, Gee, I don't believe I'm watching."
30,M,Uh-huh.,M|Uh-huh.
31,B,Yeah.,B|Yeah.
32,M,"and he said it was horrible, and it was really a shame, because I, I,","M|and he said it was horrible, and it was really a shame, because I, I,"
33,B,"Yeah, right, right,","B|Yeah, right, right,"
34,M,"and, uh.","M|and, uh."
35,B,Uh-huh. Uh-huh.,B|Uh-huh. Uh-huh.
36,M,"they like to watch animals, you know.","M|they like to watch animals, you know."
37,B,Uh-huh.,B|Uh-huh.
38,M,"you know, it's a good show.","M|you know, it's a good show."
39,B,Uh-huh. Uh-huh.,B|Uh-huh. Uh-huh.
40,M,so they were on a cruise.,M|so they were on a cruise.
41,B,Uh-huh.,B|Uh-huh.
42,M,"but, uh.","M|but, uh."
43,B,Oh.,B|Oh.
44,M,"so we, we watch, uh","M|so we, we watch, uh"
45,B,"Right. Yeah, I'm not into watching sports. Now my husband likes to watch football, he's not really into, uh, baseball or basketball too much, but, uh, football, soon as it's fall, then he likes to watch college on Saturday, and then of course Cowboys on Sunday.","B|Right. Yeah, I'm not into watching sports. Now my husband likes to watch football, he's not really into, uh, baseball or basketball too much, but, uh, football, soon as it's fall, then he likes to watch college on Saturday, and then of course Cowboys on Sunday."
46,M,"Uh-oh, uh-oh.","M|Uh-oh, uh-oh."
47,B,Yeah.,B|Yeah.
48,M,"we'll have to, we'll have have to just keep on with it.","M|we'll have to, we'll have have to just keep on with it."
49,B,Um.,B|Um.
50,M,but he'd already done that before he took off.,M|but he'd already done that before he took off.
51,B,Uh-huh.,B|Uh-huh.
52,M,"And, uh.","M|And, uh."
53,B,Oh.,B|Oh.
54,M,we don't have cable.,M|we don't have cable.
55,B,Um.,B|Um.
56,M,!!!%!! Remind me of that.,M|!!!%!! Remind me of that.
57,B,"Yeah, the, you mean talking about the funny home videos and stuff","B|Yeah, the, you mean talking about the funny home videos and stuff"
58,M,Yeah.,M|Yeah.
59,B,"yeah, those are pretty good but true to life,","B|yeah, those are pretty good but true to life,"
60,M,Yeah.,M|Yeah.
61,B,"I mean, some of the,","B|I mean, some of the,"
62,M,"I, I don't know, I, I think that, I mean, it's, it seems like there's so much going on that, that, you know, you kind of, you don't, you can't just go and, and, you're not sure, you, you just, you have to go by yourself,","M|I, I don't know, I, I think that, I mean, it's, it seems like there's so much going on that, that, you know, you kind of, you don't, you can't just go and, and, you're not sure, you, you just, you have to go by yourself,"
