,Speaker,Utterance,Unified
5,B,you want to buy American.,B|you want to buy American.
6,M,"yeah, I'm not sure if I want to do that or not.","M|yeah, I'm not sure if I want to do that or not."
7,B,Um.,B|Um.
8,M,"and I like that. But, uh.","M|and I like that. But, uh."
9,B,"It terms of handling, uh, acceleration,","B|It terms of handling, uh, acceleration,"
10,M,Uh-huh.,M|Uh-huh.
11,B,What about Mustang G T,B|What about Mustang G T
12,M,!!! Remind me!!clamation!!,M|!!! Remind me!!clamation!!
13,B,"Those, so you're talking about ones in a lower, lower end, price range.","B|Those, so you're talking about ones in a lower, lower end, price range."
14,M,Yeah. Yeah.,M|Yeah. Yeah.
15,B,"Right. Well, you can wait till you graduate and you'll have plenty of money, you can buy whatever you want.","B|Right. Well, you can wait till you graduate and you'll have plenty of money, you can buy whatever you want."
16,M,"That's right, that's right.","M|That's right, that's right."
17,B,"Right, would you use that for city driving and racing?","B|Right, would you use that for city driving and racing?"
18,M,"Well, I would.","M|Well, I would."
19,B,"Autocrossing is, what kind of track is that?","B|Autocrossing is, what kind of track is that?"
20,M,"Uh, well, it, it is a trials type of thing. It's, uh, you race the ball.","M|Uh, well, it, it is a trials type of thing. It's, uh, you race the ball."
21,B,"Okay. And you put up, set up the track, pylons. Okay.","B|Okay. And you put up, set up the track, pylons. Okay."
22,M,And then you have to go up the piers and all that stuff.,M|And then you have to go up the piers and all that stuff.
23,B,"Oh, really?","B|Oh, really?"
24,M,"And, uh-huh.","M|And, uh-huh."
25,B,"Yeah, I would guess so.","B|Yeah, I would guess so."
26,M,"And, uh.","M|And, uh."
27,B,"Uh, I think I'd like to get, uh, B M W or if I go the German route, which I'm kind of leaning towards right now, but, uh, or maybe a, I mean, a, a Acura Legend. Uh","B|Uh, I think I'd like to get, uh, B M W or if I go the German route, which I'm kind of leaning towards right now, but, uh, or maybe a, I mean, a, a Acura Legend. Uh"
28,M,"Oh, yeah.","M|Oh, yeah."
29,B,"a Lexus, uh, S C three hundred maybe. Something on that order.","B|a Lexus, uh, S C three hundred maybe. Something on that order."
30,M,Yeah.,M|Yeah.
31,B,"You know, because your B M W your German cars have good reputations, I think.","B|You know, because your B M W your German cars have good reputations, I think."
32,M,"Yeah, well, they do, uh-havings for, uh you know, for different companies, and I think that's what I'd really like to have.","M|Yeah, well, they do, uh-havings for, uh you know, for different companies, and I think that's what I'd really like to have."
33,B,Yes.,B|Yes.
34,M,"and, uh.","M|and, uh."
35,B,"The, Yeah, they, their, they have the whole philosophy, I mean, they, they kind of even brainwash themselves into thinking they're better, which is kind of hard to take","B|The, Yeah, they, their, they have the whole philosophy, I mean, they, they kind of even brainwash themselves into thinking they're better, which is kind of hard to take"
36,M,Yeah.,M|Yeah.
37,B,"I mean as you're walking through that little tour in, uh, Munich, it's kind of they're trying to brainwash you, too","B|I mean as you're walking through that little tour in, uh, Munich, it's kind of they're trying to brainwash you, too"
38,M,"Yeah, yeah.","M|Yeah, yeah."
39,B,"Oh, really?","B|Oh, really?"
40,M,"Yeah, it, it really was.","M|Yeah, it, it really was."
41,B,Um.,B|Um.
42,M,"!!!%!!!,!!!'!!That!!;!!You!!We!!Okay!!And, uh  they're, they're really nice cars.","M|!!!%!!!,!!!'!!That!!;!!You!!We!!Okay!!And, uh  they're, they're really nice cars."
43,B,"Yeah that's,","B|Yeah that's,"
44,M,"so it's really not a quality, I mean, I, I don't know, I guess, I'm not a big Lewis fan, but, I wouldn't buy a Lewis, uh","M|so it's really not a quality, I mean, I, I don't know, I guess, I'm not a big Lewis fan, but, I wouldn't buy a Lewis, uh"
45,B,"No, it's not realistic.","B|No, it's not realistic."
46,M,Uh-huh.,M|Uh-huh.
47,B,"Yeah, if you can afford that kind of a toy, then, I guess, uh","B|Yeah, if you can afford that kind of a toy, then, I guess, uh"
48,M,Yeah.,M|Yeah.
49,B,"Yeah, just work, short trips. No no heavy mileage. I'm putting on less than fifteen thousand miles a year.","B|Yeah, just work, short trips. No no heavy mileage. I'm putting on less than fifteen thousand miles a year."
50,M,Wow.,M|Wow.
51,B,So it's pretty minimal.,B|So it's pretty minimal.
52,M,Yeah.,M|Yeah.
53,B,Lasts a long time. That's mainly what I'm looking for.,B|Lasts a long time. That's mainly what I'm looking for.
54,M,"Yeah, well, I've got, I have a, uh, I don't know, probably five or six cars total that I'm going to use right now.","M|Yeah, well, I've got, I have a, uh, I don't know, probably five or six cars total that I'm going to use right now."
55,B,"Oh, yeah.","B|Oh, yeah."
56,M,The Mercedes certainly are nice.,M|The Mercedes certainly are nice.
57,B,"But, But if, if you have a problem with a Mercedes, you take it into a shop, they're going to, they're going to hit you up for just all kinds of things","B|But, But if, if you have a problem with a Mercedes, you take it into a shop, they're going to, they're going to hit you up for just all kinds of things"
58,M,Uh-huh.,M|Uh-huh.
59,B,"Uh, I think, well, something on the order of a three series, it's probably different. Once you get up in the five series and higher, then, all your repair costs go up significantly","B|Uh, I think, well, something on the order of a three series, it's probably different. Once you get up in the five series and higher, then, all your repair costs go up significantly"
60,M,"Yeah, yeah, that's true.","M|Yeah, yeah, that's true."
61,B,"So I'm kind, yeah, I'm not sure if I really want,","B|So I'm kind, yeah, I'm not sure if I really want,"
