,response,context,context/0,context/1,context/2,context/3
0,mm,about an inch to your right draw a line straight down,mmhmm,do you have a diamond mine just below it,yep,right at the very top of the page there's a cross
1,mm,right start from the cross yeah,about an inch to your right draw a line straight down,mmhmm,do you have a diamond mine just below it,yep
2,yeah,'til it's 'til it's an inch below the diamond mine right do you have a,right start from the cross yeah,about an inch to your right draw a line straight down,mmhmm,do you have a diamond mine just below it
3,mmh mmhmm do you know where i am,it's directly down yeah,'til it's 'til it's an inch below the diamond mine right do you have a,right start from the cross yeah,about an inch to your right draw a line straight down,mmhmm
4,no i've got a wagon just to my left,yeah do you have a a wagon wheel just to the right of the the diamond mine,it's directly down yeah,'til it's 'til it's an inch below the diamond mine right do you have a,right start from the cross yeah,about an inch to your right draw a line straight down
5,oh well i've got a wagon a wagon kind of but it's it's not a wagon it's a,mm no i haven't got any wagon wheel,yeah do you have a a wagon wheel just to the right of the the diamond mine,it's directly down yeah,'til it's 'til it's an inch below the diamond mine right do you have a,right start from the cross yeah
6,ehm it's just a wagon have you got anything there no,what's the next thing to its right,mm no i haven't got any wagon wheel,yeah do you have a a wagon wheel just to the right of the the diamond mine,it's directly down yeah,'til it's 'til it's an inch below the diamond mine right do you have a
7,mmhmm,to the right i've got eventually a cactus,what's the next thing to its right,mm no i haven't got any wagon wheel,yeah do you have a a wagon wheel just to the right of the the diamond mine,it's directly down yeah
8,no,you don't have a rift valley,to the right i've got eventually a cactus,what's the next thing to its right,mm no i haven't got any wagon wheel,yeah do you have a a wagon wheel just to the right of the the diamond mine
9,oh right ehm,oh i've got a rift valley above that,you don't have a rift valley,to the right i've got eventually a cactus,what's the next thing to its right,mm no i haven't got any wagon wheel
10,right i'm there,yeah okay,oh i've got a rift valley above that,you don't have a rift valley,to the right i've got eventually a cactus,what's the next thing to its right
11,uh-huh,you've got the rift valley right up at the top right-hand side,yeah okay,oh i've got a rift valley above that,you don't have a rift valley,to the right i've got eventually a cactus
12,uh-huh,you're drawing your line down,you've got the rift valley right up at the top right-hand side,yeah okay,oh i've got a rift valley above that,you don't have a rift valley
13,just keep going down until you're about an inch away from the left-hand edge of the rift,mmhmm,you're drawing your line down,you've got the rift valley right up at the top right-hand side,yeah okay,oh i've got a rift valley above that
14,mm,underneath draw a line to your right and straight along at a slight angle rising up towards the back of the corner of the page,mmhmm,you're drawing your line down,you've got the rift valley right up at the top right-hand side,yeah okay
15,yeah,towards the right-hand corner,underneath draw a line to your right and straight along at a slight angle rising up towards the back of the corner of the page,mmhmm,you're drawing your line down,you've got the rift valley right up at the top right-hand side
16,okay,yeah,towards the right-hand corner,underneath draw a line to your right and straight along at a slight angle rising up towards the back of the corner of the page,mmhmm,you're drawing your line down
17,so you're avoiding the cactuses,ehm that's going to take me pretty near to the cactus thing so i'm trying to avoid that,yeah,towards the right-hand corner,underneath draw a line to your right and straight along at a slight angle rising up towards the back of the corner of the page,mmhmm
18,right and then you're going to go up north again,right,ehm that's going to take me pretty near to the cactus thing so i'm trying to avoid that,yeah,towards the right-hand corner,underneath draw a line to your right and straight along at a slight angle rising up towards the back of the corner of the page
19,right right,hang on hang on right an inch to the right of the diamond mine,right,ehm that's going to take me pretty near to the cactus thing so i'm trying to avoid that,yeah,towards the right-hand corner
20,yeah okay,yeah,hang on hang on right an inch to the right of the diamond mine,right,ehm that's going to take me pretty near to the cactus thing so i'm trying to avoid that,yeah
21,right right,yeah and then straight down to an inch below it,yeah,hang on hang on right an inch to the right of the diamond mine,right,ehm that's going to take me pretty near to the cactus thing so i'm trying to avoid that
22,right,should be now yeah if your line's below the diamond mine you should be okay,yeah and then straight down to an inch below it,yeah,hang on hang on right an inch to the right of the diamond mine,right
23,right now you want to go ehm down towards the bottom of the page,yeah,should be now yeah if your line's below the diamond mine you should be okay,yeah and then straight down to an inch below it,yeah,hang on hang on right an inch to the right of the diamond mine
24,right,and then go straight along to my right which is your right as well go straight along to the right,yeah,should be now yeah if your line's below the diamond mine you should be okay,yeah and then straight down to an inch below it,yeah
25,yeah to the end of the edge and then up,okay to right to the edge of the page,and then go straight along to my right which is your right as well go straight along to the right,yeah,should be now yeah if your line's below the diamond mine you should be okay,yeah and then straight down to an inch below it
26,right okay,no to about halfway to page about four inches off before the page,okay to right to the edge of the page,and then go straight along to my right which is your right as well go straight along to the right,yeah,should be now yeah if your line's below the diamond mine you should be okay
27,and you're going up about four or five centimetres,er right okay that takes me to,no to about halfway to page about four inches off before the page,okay to right to the edge of the page,and then go straight along to my right which is your right as well go straight along to the right,yeah
28,yeah,then go up to almost the very top of the page,er right okay that takes me to,no to about halfway to page about four inches off before the page,okay to right to the edge of the page,and then go straight along to my right which is your right as well go straight along to the right
29,and then turn right immediately past the adventure playground,okay,then go up to almost the very top of the page,er right okay that takes me to,no to about halfway to page about four inches off before the page,okay to right to the edge of the page
30,right,right and then to your right again,okay,then go up to almost the very top of the page,er right okay that takes me to,no to about halfway to page about four inches off before the page
31,"i'm at the i'm at er i'm above the letter ""n"" just now",okay hang on,right and then to your right again,okay,then go up to almost the very top of the page,er right okay that takes me to
32,so you've got to miss the washed stones as well,well but,okay hang on,right and then to your right again,okay,then go up to almost the very top of the page
33,uh-huh,have you got the rift valley there 'cause i've got the rift valley right up in that top right-hand corner,well but,okay hang on,right and then to your right again,okay
34,right,yeah you're going to actually go through the rift valley like the rift valley's like a half moon,have you got the rift valley there 'cause i've got the rift valley right up in that top right-hand corner,well but,okay hang on,right and then to your right again
35,right okay so if you go up the left-hand side of the rift midway up the page and stop at the end of it,yeah,yeah you're going to actually go through the rift valley like the rift valley's like a half moon,have you got the rift valley there 'cause i've got the rift valley right up in that top right-hand corner,well but,okay hang on
36,okay okay,you're going to go and you're going to come right through you're going to like intersect right almost at the midpoint of the rift valley,yeah,yeah you're going to actually go through the rift valley like the rift valley's like a half moon,have you got the rift valley there 'cause i've got the rift valley right up in that top right-hand corner,well but
37,yeah okay,right go through the centre i'll just take it up and go through the centre yeah,you're going to go and you're going to come right through you're going to like intersect right almost at the midpoint of the rift valley,yeah,yeah you're going to actually go through the rift valley like the rift valley's like a half moon,have you got the rift valley there 'cause i've got the rift valley right up in that top right-hand corner
38,right okay right okay,"yeah like right through the sort of midpoint like through the it's like a ""u"" and you're going right through the midpoint you want to be down into the ""u"" as though you were going if you know what i mean",right go through the centre i'll just take it up and go through the centre yeah,you're going to go and you're going to come right through you're going to like intersect right almost at the midpoint of the rift valley,yeah,yeah you're going to actually go through the rift valley like the rift valley's like a half moon
39,you should be above and to the left of it yeah,right okay erm i'm not that so i should be below there when i'm taking the line up,"yeah like right through the sort of midpoint like through the it's like a ""u"" and you're going right through the midpoint you want to be down into the ""u"" as though you were going if you know what i mean",right go through the centre i'll just take it up and go through the centre yeah,you're going to go and you're going to come right through you're going to like intersect right almost at the midpoint of the rift valley,yeah
40,okay right okay,yeah below and then like into the rift valley,right okay erm i'm not that so i should be below there when i'm taking the line up,"yeah like right through the sort of midpoint like through the it's like a ""u"" and you're going right through the midpoint you want to be down into the ""u"" as though you were going if you know what i mean",right go through the centre i'll just take it up and go through the centre yeah,you're going to go and you're going to come right through you're going to like intersect right almost at the midpoint of the rift valley
41,ok,okay right,yeah below and then like into the rift valley,right okay erm i'm not that so i should be below there when i'm taking the line up,"yeah like right through the sort of midpoint like through the it's like a ""u"" and you're going right through the midpoint you want to be down into the ""u"" as though you were going if you know what i mean",right go through the centre i'll just take it up and go through the centre yeah
42,yeah,and right through,okay right,yeah below and then like into the rift valley,right okay erm i'm not that so i should be below there when i'm taking the line up,"yeah like right through the sort of midpoint like through the it's like a ""u"" and you're going right through the midpoint you want to be down into the ""u"" as though you were going if you know what i mean"
43,right,i'll have to i'll i'll have to kind of change it slightly 'cause i've taken it on the wrong side of this cactus thing i think i'll just do a slight detour right and just take it straight through towards the top of the page,and right through,okay right,yeah below and then like into the rift valley,right okay erm i'm not that so i should be below there when i'm taking the line up
44,right okay,straight through yeah,i'll have to i'll i'll have to kind of change it slightly 'cause i've taken it on the wrong side of this cactus thing i think i'll just do a slight detour right and just take it straight through towards the top of the page,and right through,okay right,yeah below and then like into the rift valley
45,"!!!'!!!'!!""!!8!!4!!6!!7!!",alright there we go,straight through yeah,i'll have to i'll i'll have to kind of change it slightly 'cause i've taken it on the wrong side of this cactus thing i think i'll just do a slight detour right and just take it straight through towards the top of the page,and right through,okay right
46,okay,and you want to go to the sort of midpoint of the rift valley you want to intersect in the midpoint of the rift valley going down the way do you know what i mean,alright there we go,straight through yeah,i'll have to i'll i'll have to kind of change it slightly 'cause i've taken it on the wrong side of this cactus thing i think i'll just do a slight detour right and just take it straight through towards the top of the page,and right through
47,halfway along the rift midway along the valley,not quite,and you want to go to the sort of midpoint of the rift valley you want to intersect in the midpoint of the rift valley going down the way do you know what i mean,alright there we go,straight through yeah,i'll have to i'll i'll have to kind of change it slightly 'cause i've taken it on the wrong side of this cactus thing i think i'll just do a slight detour right and just take it straight through towards the top of the page
