,response,context,context/0,context/1,context/2,context/3
0,right okay,yes that's something like the top of the caravan park you're facing up to top of the map,my left,turning to your left then left again,aye,eh starting at the top of the caravan park
1,and then turn left and go underneath the caravan,uh-huh,yes that's something like the top of the caravan park you're facing up to top of the map,my left,turning to your left then left again,aye
2,right,you turn left,uh-huh,yes that's something like the top of the caravan park you're facing up to top of the map,my left,turning to your left then left again
3,right,uh-huh,you turn left,uh-huh,yes that's something like the top of the caravan park you're facing up to top of the map,my left
4,mmhmm,then left again so you're coming down the side of the caravan park,uh-huh,you turn left,uh-huh,yes that's something like the top of the caravan park you're facing up to top of the map
5,and then turn right so you come down the left-hand side of it and go underneath the picket fence,right,then left again so you're coming down the side of the caravan park,uh-huh,you turn left,uh-huh
6,right i'm sort of above the caravan,keep going down,right,then left again so you're coming down the side of the caravan park,uh-huh,you turn left
7,ehm have you got a picket fence,mmhmm,keep going down,right,then left again so you're coming down the side of the caravan park,uh-huh
8,mm,then you turn left go,mmhmm,keep going down,right,then left again so you're coming down the side of the caravan park
9,right you're going down south now,aye i'm going back down south,then you turn left go,mmhmm,keep going down,right
10,mm,you're coming you're coming back you're coming down the map so you're turning left that's into that's into the map,aye i'm going back down south,then you turn left go,mmhmm,keep going down
11,and then you're going to come straight down at forty-five degrees,aye aye right,you're coming you're coming back you're coming down the map so you're turning left that's into that's into the map,aye i'm going back down south,then you turn left go,mmhmm
12,"and you're going to go down again but this time you're doing a ""u"" shape to it",okay you got that,aye aye right,you're coming you're coming back you're coming down the map so you're turning left that's into that's into the map,aye i'm going back down south,then you turn left go
13,right you're going to come up and you're about an inch above the old temple you're heading for the old,uh-huh,okay you got that,aye aye right,you're coming you're coming back you're coming down the map so you're turning left that's into that's into the map,aye i'm going back down south
14,right okay,you're going along and you're turning left again,uh-huh,okay you got that,aye aye right,you're coming you're coming back you're coming down the map so you're turning left that's into that's into the map
15,mmhmm,right well stop now,you're going along and you're turning left again,uh-huh,okay you got that,aye aye right
16,and then go up northwards,okay,right well stop now,you're going along and you're turning left again,uh-huh,okay you got that
17,uh-uh,right so out the caravan park,okay,right well stop now,you're going along and you're turning left again,uh-huh
18,right okay,ah out the top of the caravan park,right so out the caravan park,okay,right well stop now,you're going along and you're turning left again
19,right,right go left then left again,ah out the top of the caravan park,right so out the caravan park,okay,right well stop now
20,mmhmm,then so you're coming down the side of the caravan park,right go left then left again,ah out the top of the caravan park,right so out the caravan park,okay
21,no nothing at all,right now is there anything i should be watching for,then so you're coming down the side of the caravan park,right go left then left again,ah out the top of the caravan park,right so out the caravan park
22,oh right,not not to the if you come have you come down past the caravan park,right now is there anything i should be watching for,then so you're coming down the side of the caravan park,right go left then left again,ah out the top of the caravan park
23,have you come across from the caravan,aye,not not to the if you come have you come down past the caravan park,right now is there anything i should be watching for,then so you're coming down the side of the caravan park,right go left then left again
24,right,you turn left,aye,not not to the if you come have you come down past the caravan park,right now is there anything i should be watching for,then so you're coming down the side of the caravan park
25,"!!!!:!!""!!'!!!'!!226!!8!!148!!4!!147!!428!!7!!88!!81!!83!!84!!72!!92!!!,!!!.!!,!!75!!.!!!?!!2018!!2019!! 2018!!2017!!",immediately past the caravan park,you turn left,aye,not not to the if you come have you come down past the caravan park,right now is there anything i should be watching for
26,right,no come down and turn left,immediately past the caravan park,you turn left,aye,not not to the if you come have you come down past the caravan park
27,right,uh-huh,no come down and turn left,immediately past the caravan park,you turn left,aye
28,to the left,then you go along,uh-huh,no come down and turn left,immediately past the caravan park,you turn left
29,and then turn left and go upwards for a,right,then you go along,uh-huh,no come down and turn left,immediately past the caravan park
30,mmhmm,turn left again,right,then you go along,uh-huh,no come down and turn left
31,right just go straight along,i don't go to the bottom of the map,turn left again,right,then you go along,uh-huh
32,i'm talking about as if i'm walking down a hill,no you don't go to the bottom of the map,i don't go to the bottom of the map,turn left again,right,then you go along
33,right go down 'til you're about a centimetre away from the edge of the page,right uh-huh,no you don't go to the bottom of the map,i don't go to the bottom of the map,turn left again,right
34,right,turn left so that's two turns left after you come out the caravan park,right uh-huh,no you don't go to the bottom of the map,i don't go to the bottom of the map,turn left again
35,right okay,left come out turn left then turn left again and get to the bottom then turn left again,turn left so that's two turns left after you come out the caravan park,right uh-huh,no you don't go to the bottom of the map,i don't go to the bottom of the map
36,right have you got a collapsed shelter,yeah,left come out turn left then turn left again and get to the bottom then turn left again,turn left so that's two turns left after you come out the caravan park,right uh-huh,no you don't go to the bottom of the map
37,well turn left and go along the bottom of the paper,right,yeah,left come out turn left then turn left again and get to the bottom then turn left again,turn left so that's two turns left after you come out the caravan park,right uh-huh
38,back up to the point,and left back up into the map,right,yeah,left come out turn left then turn left again and get to the bottom then turn left again,turn left so that's two turns left after you come out the caravan park
39,"!!!r!!'!!""!!224!!228!!226!!92!!52!! Assad!!okay!!i!!8!!4!!6!!7!!",how how how,and left back up into the map,right,yeah,left come out turn left then turn left again and get to the bottom then turn left again
40,uh-huh,be careful for the old mill you'll see it it should be on your right-hand side,how how how,and left back up into the map,right,yeah
41,you go up about two inches directly up,right,be careful for the old mill you'll see it it should be on your right-hand side,how how how,and left back up into the map,right
42,yeah i'm at the top of the old,you go up past the the old mill keeping the old mill on your right-hand side okay you got eh you at the old mill yet,right,be careful for the old mill you'll see it it should be on your right-hand side,how how how,and left back up into the map
43,right well go up and round it,aye i'm by the old mill,you go up past the the old mill keeping the old mill on your right-hand side okay you got eh you at the old mill yet,right,be careful for the old mill you'll see it it should be on your right-hand side,how how how
44,okay,right turn round the old turn to the right after the old mill,aye i'm by the old mill,you go up past the the old mill keeping the old mill on your right-hand side okay you got eh you at the old mill yet,right,be careful for the old mill you'll see it it should be on your right-hand side
45,the mill wheel,the right,right turn round the old turn to the right after the old mill,aye i'm by the old mill,you go up past the the old mill keeping the old mill on your right-hand side okay you got eh you at the old mill yet,right
46,okay,yeah to the right after the old mill,the right,right turn round the old turn to the right after the old mill,aye i'm by the old mill,you go up past the the old mill keeping the old mill on your right-hand side okay you got eh you at the old mill yet
47,and then turn to your right,right,yeah to the right after the old mill,the right,right turn round the old turn to the right after the old mill,aye i'm by the old mill
48,uh-huh,that's you going across to the other side of the map,right,yeah to the right after the old mill,the right,right turn round the old turn to the right after the old mill
49,and stop right underneath the old temple,uh-huh,that's you going across to the other side of the map,right,yeah to the right after the old mill,the right
50,mmhmm,keep going,uh-huh,that's you going across to the other side of the map,right,yeah to the right after the old mill
51,and then you're going down,uh-huh,keep going,uh-huh,that's you going across to the other side of the map,right
52,mmhmm,now you should come to a fenced meadow on your right,uh-huh,keep going,uh-huh,that's you going across to the other side of the map
53,you should come up to about halfway between that,aye,now you should come to a fenced meadow on your right,uh-huh,keep going,uh-huh
54,right,well you turn left so you're going up the map again,aye,now you should come to a fenced meadow on your right,uh-huh,keep going
55,uh-uh,right up the map,well you turn left so you're going up the map again,aye,now you should come to a fenced meadow on your right,uh-huh
56,right,up the map you'll then come to an abandoned cottage it should be on your left-hand side,right up the map,well you turn left so you're going up the map again,aye,now you should come to a fenced meadow on your right
57,you should be,uh i'm nowhere near it,up the map you'll then come to an abandoned cottage it should be on your left-hand side,right up the map,well you turn left so you're going up the map again,aye
58,right,well never mind you should be on the left-hand side of it but it should be on your left-hand side,uh i'm nowhere near it,up the map you'll then come to an abandoned cottage it should be on your left-hand side,right up the map,well you turn left so you're going up the map again
59,oh right,ah but there's something in the road,well never mind you should be on the left-hand side of it but it should be on your left-hand side,uh i'm nowhere near it,up the map you'll then come to an abandoned cottage it should be on your left-hand side,right up the map
60,right if you go round that on the right-hand and then just come round down the side of that,is there,ah but there's something in the road,well never mind you should be on the left-hand side of it but it should be on your left-hand side,uh i'm nowhere near it,up the map you'll then come to an abandoned cottage it should be on your left-hand side
61,right go down past the diamond mine,aye,is there,ah but there's something in the road,well never mind you should be on the left-hand side of it but it should be on your left-hand side,uh i'm nowhere near it
62,have you got a telephone box,what,aye,is there,ah but there's something in the road,well never mind you should be on the left-hand side of it but it should be on your left-hand side
63,forest stream,a forest,what,aye,is there,ah but there's something in the road
64,uh-huh,is there,a forest,what,aye,is there
65,have you got a forest stream,aye but but the,is there,a forest,what,aye
66,right okay,i think you're on the wrong one,aye but but the,is there,a forest,what
67,right,the maps have been drawn by different explorers,i think you're on the wrong one,aye but but the,is there,a forest
68,right you're going to go down and round the bottom of the extinct volcano,aye aye,the maps have been drawn by different explorers,i think you're on the wrong one,aye but but the,is there
69,"!!!!,!!'!!!'!!""!!.!!",see i've landed in an obstacle,aye aye,the maps have been drawn by different explorers,i think you're on the wrong one,aye but but the
70,no i don't,i see you'll have to go through the forest then,see i've landed in an obstacle,aye aye,the maps have been drawn by different explorers,i think you're on the wrong one
71,uh-huh,i'll have to go through the forest,i see you'll have to go through the forest then,see i've landed in an obstacle,aye aye,the maps have been drawn by different explorers
72,right,mm,i'll have to go through the forest,i see you'll have to go through the forest then,see i've landed in an obstacle,aye aye
73,mmhmm,unfortunately right,mm,i'll have to go through the forest,i see you'll have to go through the forest then,see i've landed in an obstacle
74,yeah,can you manage that,unfortunately right,mm,i'll have to go through the forest,i see you'll have to go through the forest then
75,"right now you're wanting to go ehm is there anything below the ""s"" of safari truck",right i've managed to get through it,can you manage that,unfortunately right,mm,i'll have to go through the forest
76,yeah,right now you should hopefully emerge at the cottage yeah,right i've managed to get through it,can you manage that,unfortunately right,mm
