,response,context,context/0,context/1,context/2,context/3
0,how far,er go forward and then kind of down south,mmhmm,right now turn to the west,alright okay,right starts above the stony desert
1,uh-huh,west and then down south,er go forward and then kind of down south,mmhmm,right now turn to the west,alright okay
2,mm,mmhmm until you're like at the bottom of the kind of level with the bottom of the desert,west and then down south,er go forward and then kind of down south,mmhmm,right now turn to the west
3,and then go down southwest,the map all right,mmhmm until you're like at the bottom of the kind of level with the bottom of the desert,west and then down south,er go forward and then kind of down south,mmhmm
4,right,right then travel west again,the map all right,mmhmm until you're like at the bottom of the kind of level with the bottom of the desert,west and then down south,er go forward and then kind of down south
5,to the top of the mountain,mmhmm,right then travel west again,the map all right,mmhmm until you're like at the bottom of the kind of level with the bottom of the desert,west and then down south
6,right,right to the very end of paper,mmhmm,right then travel west again,the map all right,mmhmm until you're like at the bottom of the kind of level with the bottom of the desert
7,the end of a telephone box,the very end of the map,right to the very end of paper,mmhmm,right then travel west again,the map all right
8,right and then go down to the right-hand side of the paper,map right,the very end of the map,right to the very end of paper,mmhmm,right then travel west again
9,go about an inch further inch further than that and draw a line straight down,mmhmm,map right,the very end of the map,right to the very end of paper,mmhmm
10,up and to the left,and then up north,mmhmm,map right,the very end of the map,right to the very end of paper
11,until you're about an inch from the side of the page and then go straight up northwards,mmhmm,and then up north,mmhmm,map right,the very end of the map
12,no,now have you got anything down that side,mmhmm,and then up north,mmhmm,map right
13,right okay go about two centimetres to the left,not in that corner,now have you got anything down that side,mmhmm,and then up north,mmhmm
14,"!!!""!!'!!':!!2017!!2018!!2019!!2020!! 2018!! 2017!!there!!you!!i!!8!!6!!7!!4!!2016!!",no well have you got a collapsed shelter,not in that corner,now have you got anything down that side,mmhmm,and then up north
15,"!!!'!!2!!222!!226!!456!!332!!4!!8!!6!!7!!88!!mm!!okay!!right!!now!!u!!i!!""!!",fssss over a bit,no well have you got a collapsed shelter,not in that corner,now have you got anything down that side,mmhmm
16,straight up how far,right go straight up north,fssss over a bit,no well have you got a collapsed shelter,not in that corner,now have you got anything down that side
17,until you're above you're below the collapsed shelter but you're still in the middle of the map,mmhmm,right go straight up north,fssss over a bit,no well have you got a collapsed shelter,not in that corner
18,mm,until you get to a kind of level above the shelter,mmhmm,right go straight up north,fssss over a bit,no well have you got a collapsed shelter
19,okay then you go straight along to your right,alright,until you get to a kind of level above the shelter,mmhmm,right go straight up north,fssss over a bit
20,mm,and turn east to and travel right along,alright,until you get to a kind of level above the shelter,mmhmm,right go straight up north
21,okay,alright,and turn east to and travel right along,alright,until you get to a kind of level above the shelter,mmhmm
22,uh-huh,past the the shelter that's over the top,alright,and turn east to and travel right along,alright,until you get to a kind of level above the shelter
23,right go about two and a half inches directly west,uh-huh,past the the shelter that's over the top,alright,and turn east to and travel right along,alright
24,southwest,right then south,uh-huh,past the the shelter that's over the top,alright,and turn east to and travel right along
25,southwest,then south,right then south,uh-huh,past the the shelter that's over the top,alright
26,right,just to below the shelter below the level of the shelter,then south,right then south,uh-huh,past the the shelter that's over the top
27,okay and then we're going to go straight up to the old lighthouse,right,just to below the shelter below the level of the shelter,then south,right then south,uh-huh
28,uh-huh,in a kind of east and have you got a savannah,right,just to below the shelter below the level of the shelter,then south,right then south
29,right and you're going to come up and you'll have a carved wooden pole,mmhmm,in a kind of east and have you got a savannah,right,just to below the shelter below the level of the shelter,then south
30,uh-huh,there's a savannah right you want to travel east until you get to before the savannah,mmhmm,in a kind of east and have you got a savannah,right,just to below the shelter below the level of the shelter
31,ehm to the right of the east you have a remote village but you don't have a cobbled street the cobbled path is to the left of the remote village and you want the cobbling to go to the east not the savana,mmhmm,there's a savannah right you want to travel east until you get to before the savannah,mmhmm,in a kind of east and have you got a savannah,right
32,mm,then turn north up,mmhmm,there's a savannah right you want to travel east until you get to before the savannah,mmhmm,in a kind of east and have you got a savannah
33,and go along to the left past the site of a plane crash,mmhmm,then turn north up,mmhmm,there's a savannah right you want to travel east until you get to before the savannah,mmhmm
34,right,don't go round about it just go up before it,mmhmm,then turn north up,mmhmm,there's a savannah right you want to travel east until you get to before the savannah
35,"!!!'!!!'!!:'!!""!!8!!88!!2!!4!!6!!7!!89!!okay!!mm!!i!!s!!",mmhmm,don't go round about it just go up before it,mmhmm,then turn north up,mmhmm
36,mm,right on my map there's a slate mountain you're traveling north,mmhmm,don't go round about it just go up before it,mmhmm,then turn north up
37,you're going up and over the top of the slate mountain,i'm going north,right on my map there's a slate mountain you're traveling north,mmhmm,don't go round about it just go up before it,mmhmm
38,no,right now have you got the hot wells,i'm going north,right on my map there's a slate mountain you're traveling north,mmhmm,don't go round about it just go up before it
39,right,they're over a bit,right now have you got the hot wells,i'm going north,right on my map there's a slate mountain you're traveling north,mmhmm
40,well they're not actually on my maps but above the slate mountain go above the hot springs and turn to the right,or hot springs,they're over a bit,right now have you got the hot wells,i'm going north,right on my map there's a slate mountain you're traveling north
41,well you should be just about half an inch off the end of the page now,they're over to the west a bit,or hot springs,they're over a bit,right now have you got the hot wells,i'm going north
42,right so i'm going up and round,right travel straight up north 'til you get just above the hot wells make sure you've cleared the the height of it,they're over to the west a bit,or hot springs,they're over a bit,right now have you got the hot wells
43,okay then go straight up and cut in down along the side of the white mountain,right,right travel straight up north 'til you get just above the hot wells make sure you've cleared the the height of it,they're over to the west a bit,or hot springs,they're over a bit
44,so i'm going round the bottom of the paper,and turn to your the west,right,right travel straight up north 'til you get just above the hot wells make sure you've cleared the the height of it,they're over to the west a bit,or hot springs
45,you're going above above them and then you turn to the east,right so i'm going above them,and turn to your the west,right,right travel straight up north 'til you get just above the hot wells make sure you've cleared the the height of it,they're over to the west a bit
46,okay,until you get to the hot wells,right so i'm going above them,and turn to your the west,right,right travel straight up north 'til you get just above the hot wells make sure you've cleared the the height of it
47,so i'm now underneath the antelopes,right,until you get to the hot wells,right so i'm going above them,and turn to your the west,right
48,right okay,no don't go over the top of them,right,until you get to the hot wells,right so i'm going above them,and turn to your the west
49,uh-huh and then turn to your right,right i'll go up to them,no don't go over the top of them,right,until you get to the hot wells,right so i'm going above them
50,mmhmm,alright now and come down below them,right i'll go up to them,no don't go over the top of them,right,until you get to the hot wells
51,uh-huh,underneath them,alright now and come down below them,right i'll go up to them,no don't go over the top of them,right
52,mm,mmhmm until you just get past them then come down to them south,underneath them,alright now and come down below them,right i'll go up to them,no don't go over the top of them
53,oh no i'm going to go past them,south,mmhmm until you just get past them then come down to them south,underneath them,alright now and come down below them,right i'll go up to them
54,so i'm going past the adventure playground,just a a couple of inches and then west,south,mmhmm until you just get past them then come down to them south,underneath them,alright now and come down below them
55,"!!!'!!!'!!2018!!2019!!2020!! 2018!!2017!! 2017!!there!!""!!4!!8!!7!!6!!72!!76!!ok!!right!!i!!mm!!u!!",mmhmm underneath the elephants,just a a couple of inches and then west,south,mmhmm until you just get past them then come down to them south,underneath them
56,mm,mmhmm and then north now have you got big white mountain,mmhmm underneath the elephants,just a a couple of inches and then west,south,mmhmm until you just get past them then come down to them south
57,right go up round the top of that,mmhmm it's up a bit,mmhmm and then north now have you got big white mountain,mmhmm underneath the elephants,just a a couple of inches and then west,south
58,mm,right you want to go right up north,mmhmm it's up a bit,mmhmm and then north now have you got big white mountain,mmhmm underneath the elephants,just a a couple of inches and then west
59,until you're about three centimetres from the top of the page and that's the finish,mmhmm,right you want to go right up north,mmhmm it's up a bit,mmhmm and then north now have you got big white mountain,mmhmm underneath the elephants
60,uh-huh,past it,mmhmm,right you want to go right up north,mmhmm it's up a bit,mmhmm and then north now have you got big white mountain
61,uh-huh,past the top of it,past it,mmhmm,right you want to go right up north,mmhmm it's up a bit
62,"!!!'!!!'!!':!!there!!""!!112!!228!!226!! Remarkable!!8!!4!!456!! Slay the wee man walking along",right up above it,past the top of it,past it,mmhmm,right you want to go right up north
63,right okay,right,right up above it,past the top of it,past it,mmhmm
64,uh-huh,right have you got the lake,right,right up above it,past the top of it,past it
65,no right go right about three centimetres,no,right have you got the lake,right,right up above it,past the top of it
66,well go right up to the top of the page,mm-mm,no,right have you got the lake,right,right up above it
67,right well see where the bottom line of the lake goes like that,to the no,mm-mm,no,right have you got the lake,right
68,uh-huh,the roman baths,to the no,mm-mm,no,right have you got the lake
69,"!!!'!!!'!!""!!':!!mm!!u!!you!!'t!!there!!",no,the roman baths,to the no,mm-mm,no
70,yeah,hmm antelopes,no,the roman baths,to the no,mm-mm
71,uh-huh,mm they're over to the east of the mountain,hmm antelopes,no,the roman baths,to the no
72,no i've got a lake up there,right you want to go sure you don't have a lake,mm they're over to the east of the mountain,hmm antelopes,no,the roman baths
73,no,no beside this no,right you want to go sure you don't have a lake,mm they're over to the east of the mountain,hmm antelopes,no
74,over the the mountain stream right,no but right the way over,no beside this no,right you want to go sure you don't have a lake,mm they're over to the east of the mountain,hmm antelopes
75,uh-huh,right over to the east again,no but right the way over,no beside this no,right you want to go sure you don't have a lake,mm they're over to the east of the mountain
76,right,aye right go up to about the the level with the bottom of the lake,right over to the east again,no but right the way over,no beside this no,right you want to go sure you don't have a lake
77,yeah,level with the bottom of the lake,aye right go up to about the the level with the bottom of the lake,right over to the east again,no but right the way over,no beside this no
78,no no no no just keep going up to your left until you're about an inch from the left-hand side of the page,straight north to up to the level with the bottom of the lake,level with the bottom of the lake,aye right go up to about the the level with the bottom of the lake,right over to the east again,no but right the way over
79,and then curve round to the left just a wee curve and then straight down about an inch and a half and then back across the page,alright,straight north to up to the level with the bottom of the lake,level with the bottom of the lake,aye right go up to about the the level with the bottom of the lake,right over to the east again
80,right okay,and then east 'til you get to the front of the lake,alright,straight north to up to the level with the bottom of the lake,level with the bottom of the lake,aye right go up to about the the level with the bottom of the lake
81,no,i'm i'm going to hit the round rocks no,and then east 'til you get to the front of the lake,alright,straight north to up to the level with the bottom of the lake,level with the bottom of the lake
82,right okay,no,i'm i'm going to hit the round rocks no,and then east 'til you get to the front of the lake,alright,straight north to up to the level with the bottom of the lake
83,right okay,right,no,i'm i'm going to hit the round rocks no,and then east 'til you get to the front of the lake,alright
84,right i'm there,and you want to go right round about the lake,right,no,i'm i'm going to hit the round rocks no,and then east 'til you get to the front of the lake
85,no you want you want me to go up above the the lake and round it,up above it,and you want to go right round about the lake,right,no,i'm i'm going to hit the round rocks no
86,the left-hand side of it,mmhmm and come back round on yourself 'til you get to,up above it,and you want to go right round about the lake,right,no
87,yeah,something like circle right round it,mmhmm and come back round on yourself 'til you get to,up above it,and you want to go right round about the lake,right
88,mm,mmhmm right got your antelopes,something like circle right round it,mmhmm and come back round on yourself 'til you get to,up above it,and you want to go right round about the lake
89,right go to your right about three centimetres,uh-huh,mmhmm right got your antelopes,something like circle right round it,mmhmm and come back round on yourself 'til you get to,up above it
90,right,right just go round enough so you're like in a above them,uh-huh,mmhmm right got your antelopes,something like circle right round it,mmhmm and come back round on yourself 'til you get to
91,yeah,right up so i'm sitting just above the antelopes,right just go round enough so you're like in a above them,uh-huh,mmhmm right got your antelopes,something like circle right round it
92,right okay,no the height above them but just below the lake but above the antelope,right up so i'm sitting just above the antelopes,right just go round enough so you're like in a above them,uh-huh,mmhmm right got your antelopes
93,and then go up,right,no the height above them but just below the lake but above the antelope,right up so i'm sitting just above the antelopes,right just go round enough so you're like in a above them,uh-huh
94,"!!! Rem!!!,!!'!!!'!!""!! Assad!!right!!",right should be a roman baths below the lake,right,no the height above them but just below the lake but above the antelope,right up so i'm sitting just above the antelopes,right just go round enough so you're like in a above them
95,"!!!'!!!'!! Rem!!right!!!,!!!.!!,!!""!! Assad!!mm!!.!!okay!!i!!r!!u!!s!!8!!7!!",well i havenae,right should be a roman baths below the lake,right,no the height above them but just below the lake but above the antelope,right up so i'm sitting just above the antelopes
96,right okay,well on mines there is and you come between the lake and the roman baths so you'll have to avoid them,well i havenae,right should be a roman baths below the lake,right,no the height above them but just below the lake but above the antelope
97,so you go to the right and then you go down,right okay,well on mines there is and you come between the lake and the roman baths so you'll have to avoid them,well i havenae,right should be a roman baths below the lake,right
98,mmhmm,and you want to come south and round the antelopes,right okay,well on mines there is and you come between the lake and the roman baths so you'll have to avoid them,well i havenae,right should be a roman baths below the lake
