,response,context,context/0,context/1,context/2,context/3
0,right,right so go down just sort of diagonally just towards them but pass them,yes,right and eh have you got cliffs below that just below and to the right,right oh sorry okay,right you start at the top left
1,"!!! Remindme!! Task Force!!Task!!.!!'!!""!!8!!4!!7!!",on the the bottom side of them pass them on the bottom,right so go down just sort of diagonally just towards them but pass them,yes,right and eh have you got cliffs below that just below and to the right,right oh sorry okay
2,"!!!2017!!2018!!2019!!2020!! 2020!!'!!2016!! 2017!!""!! 2016!!4!!8!!52!!48!!6!!.!!,!!72!!84!!88!!146!!7!!",pass them on your their left,on the the bottom side of them pass them on the bottom,right so go down just sort of diagonally just towards them but pass them,yes,right and eh have you got cliffs below that just below and to the right
3,uh-huh,on the left,pass them on your their left,on the the bottom side of them pass them on the bottom,right so go down just sort of diagonally just towards them but pass them,yes
4,i've got a granite quarry,uh-huh right and then have you got a forge underneath the cliffs,on the left,pass them on your their left,on the the bottom side of them pass them on the bottom,right so go down just sort of diagonally just towards them but pass them
5,right well go right up there for about an inch,no i've just got nothing in below the cliffs,uh-huh right and then have you got a forge underneath the cliffs,on the left,pass them on your their left,on the the bottom side of them pass them on the bottom
6,yeah,oh have you got an old pine tree sort of down diagonally right from the cliffs,no i've just got nothing in below the cliffs,uh-huh right and then have you got a forge underneath the cliffs,on the left,pass them on your their left
7,right okay go up towards that old pine,yes,oh have you got an old pine tree sort of down diagonally right from the cliffs,no i've just got nothing in below the cliffs,uh-huh right and then have you got a forge underneath the cliffs,on the left
8,right,right well sort of pretend there's a forge right below the cliffs right and instead of right so you go down round the bottom of the forge so like draw a sort of a pretend semicircle,yes,oh have you got an old pine tree sort of down diagonally right from the cliffs,no i've just got nothing in below the cliffs,uh-huh right and then have you got a forge underneath the cliffs
9,yeah,a pretend semicircle to the,right well sort of pretend there's a forge right below the cliffs right and instead of right so you go down round the bottom of the forge so like draw a sort of a pretend semicircle,yes,oh have you got an old pine tree sort of down diagonally right from the cliffs,no i've just got nothing in below the cliffs
10,yeah,well like you know a pretend loop,a pretend semicircle to the,right well sort of pretend there's a forge right below the cliffs right and instead of right so you go down round the bottom of the forge so like draw a sort of a pretend semicircle,yes,oh have you got an old pine tree sort of down diagonally right from the cliffs
11,"it's like a backwards ""c""",inside or the aye to the inside or the outside of the map,well like you know a pretend loop,a pretend semicircle to the,right well sort of pretend there's a forge right below the cliffs right and instead of right so you go down round the bottom of the forge so like draw a sort of a pretend semicircle,yes
12,right,right start right so you're just below the cliffs,inside or the aye to the inside or the outside of the map,well like you know a pretend loop,a pretend semicircle to the,right well sort of pretend there's a forge right below the cliffs right and instead of right so you go down round the bottom of the forge so like draw a sort of a pretend semicircle
13,right and then you go along right,i'm just below the cliffs,right start right so you're just below the cliffs,inside or the aye to the inside or the outside of the map,well like you know a pretend loop,a pretend semicircle to the
14,okay,right so you go out towards outside of the map,i'm just below the cliffs,right start right so you're just below the cliffs,inside or the aye to the inside or the outside of the map,well like you know a pretend loop
15,right,towards the outside of the map right,right so you go out towards outside of the map,i'm just below the cliffs,right start right so you're just below the cliffs,inside or the aye to the inside or the outside of the map
16,right,yeah and then round the bottom of the forge which isn't there,towards the outside of the map right,right so you go out towards outside of the map,i'm just below the cliffs,right start right so you're just below the cliffs
