,response,context,context/0,context/1,context/2,context/3
0,mmhmm,right okay ehm right you're going to start coming down but but as you come down you're you curve to the right,yeah,to the left of the burnt forest,uh-huh,right okay have you got the start up at the top left-hand corner
1,uh-uh,to the right,right okay ehm right you're going to start coming down but but as you come down you're you curve to the right,yeah,to the left of the burnt forest,uh-huh
2,right,uh-huh just just below the burnt forest without touching the burnt forest,to the right,right okay ehm right you're going to start coming down but but as you come down you're you curve to the right,yeah,to the left of the burnt forest
3,ehm about four inches,right how far,uh-huh just just below the burnt forest without touching the burnt forest,to the right,right okay ehm right you're going to start coming down but but as you come down you're you curve to the right,yeah
4,mmhmm,right you're what you're going to do is you're going to curve to the right and then back left okay so that when you come you're going to be about three to four inches below directly below start,right how far,uh-huh just just below the burnt forest without touching the burnt forest,to the right,right okay ehm right you're going to start coming down but but as you come down you're you curve to the right
5,right,uh-huh,right you're what you're going to do is you're going to curve to the right and then back left okay so that when you come you're going to be about three to four inches below directly below start,right how far,uh-huh just just below the burnt forest without touching the burnt forest,to the right
6,mmhmm,understand what i mean so it's not going to it's it's not going to be a straight line it's going to be a curve,uh-huh,right you're what you're going to do is you're going to curve to the right and then back left okay so that when you come you're going to be about three to four inches below directly below start,right how far,uh-huh just just below the burnt forest without touching the burnt forest
7,no,have you not got have you not got the carpenter's cottage,understand what i mean so it's not going to it's it's not going to be a straight line it's going to be a curve,uh-huh,right you're what you're going to do is you're going to curve to the right and then back left okay so that when you come you're going to be about three to four inches below directly below start,right how far
8,you've not got you've not,no,have you not got have you not got the carpenter's cottage,understand what i mean so it's not going to it's it's not going to be a straight line it's going to be a curve,uh-huh,right you're what you're going to do is you're going to curve to the right and then back left okay so that when you come you're going to be about three to four inches below directly below start
9,no you don't go right you're going you're still going right along,how how far below the burnt forest do i go do i go right along the beneath it before i curve,no,have you not got have you not got the carpenter's cottage,understand what i mean so it's not going to it's it's not going to be a straight line it's going to be a curve,uh-huh
10,"!!!!,!!'!!!'!!""!! Remind me!!what!!the!!2017!!2!!2018!!8!!2019!!6!!2016!!4!!7!!",no you just see how,how how far below the burnt forest do i go do i go right along the beneath it before i curve,no,have you not got have you not got the carpenter's cottage,understand what i mean so it's not going to it's it's not going to be a straight line it's going to be a curve
11,right,i just go past it,no you just see how,how how far below the burnt forest do i go do i go right along the beneath it before i curve,no,have you not got have you not got the carpenter's cottage
12,"!!!!,!!'!!""!!",uh-huh you just,i just go past it,no you just see how,how how far below the burnt forest do i go do i go right along the beneath it before i curve,no
13,"!!!'!! Remnant!!""!!2018!!2019!!2020!!2017!! 2018!!there!!you!!have!!i!!",so it's only a slight curve,uh-huh you just,i just go past it,no you just see how,how how far below the burnt forest do i go do i go right along the beneath it before i curve
14,"!!!'!!!'!!""!! Rem!!okay!!i!!u!!mm!!s!!r!!",uh-huh it's just a slight curve,so it's only a slight curve,uh-huh you just,i just go past it,no you just see how
15,yeah,to the right and then back to the left,uh-huh it's just a slight curve,so it's only a slight curve,uh-huh you just,i just go past it
16,right,uh-huh and then back to the left,to the right and then back to the left,uh-huh it's just a slight curve,so it's only a slight curve,uh-huh you just
17,"so you're now two centimetres to the right of the ""e"" in lake",right uh-huh,uh-huh and then back to the left,to the right and then back to the left,uh-huh it's just a slight curve,so it's only a slight curve
18,right,okay so you're about eh three to four inches below start then directly underneath,right uh-huh,uh-huh and then back to the left,to the right and then back to the left,uh-huh it's just a slight curve
19,"right and then you go down about an inch so you should be just about underneath the ""b""",mm mmhmm,okay so you're about eh three to four inches below start then directly underneath,right uh-huh,uh-huh and then back to the left,to the right and then back to the left
20,uh-uh,right okay so you're going to in a straight line go go to the right have you got the ravine,mm mmhmm,okay so you're about eh three to four inches below start then directly underneath,right uh-huh,uh-huh and then back to the left
21,right you're you're curving right round the ravines okay,uh-huh,right okay so you're going to in a straight line go go to the right have you got the ravine,mm mmhmm,okay so you're about eh three to four inches below start then directly underneath,right uh-huh
22,mmhmm so i'm going to curve up,right going to go straight along ehm say about along to the right leaving about an inch about an inch from the ravine,uh-huh,right okay so you're going to in a straight line go go to the right have you got the ravine,mm mmhmm,okay so you're about eh three to four inches below start then directly underneath
23,uh from the start,below it,right going to go straight along ehm say about along to the right leaving about an inch about an inch from the ravine,uh-huh,right okay so you're going to in a straight line go go to the right have you got the ravine,mm mmhmm
24,right,uh-huh then you're going to eh slope up to the right eh oh uh-huh to the left of the ravine you're going to slope up go above the top of the ravine,below it,right going to go straight along ehm say about along to the right leaving about an inch about an inch from the ravine,uh-huh,right okay so you're going to in a straight line go go to the right have you got the ravine
25,uh and you're you're about an centimetre above the start,right so i go along to the right,uh-huh then you're going to eh slope up to the right eh oh uh-huh to the left of the ravine you're going to slope up go above the top of the ravine,below it,right going to go straight along ehm say about along to the right leaving about an inch about an inch from the ravine,uh-huh
26,and then you you're about an centimetre away from the edge of the page,mmhmm,right so i go along to the right,uh-huh then you're going to eh slope up to the right eh oh uh-huh to the left of the ravine you're going to slope up go above the top of the ravine,below it,right going to go straight along ehm say about along to the right leaving about an inch about an inch from the ravine
27,right okay,until i'm about an inch below the ravine but to the left of it,mmhmm,right so i go along to the right,uh-huh then you're going to eh slope up to the right eh oh uh-huh to the left of the ravine you're going to slope up go above the top of the ravine,below it
28,okay,uh-huh uh-huh,until i'm about an inch below the ravine but to the left of it,mmhmm,right so i go along to the right,uh-huh then you're going to eh slope up to the right eh oh uh-huh to the left of the ravine you're going to slope up go above the top of the ravine
29,yeah and then you go right,and then i go up past the left-hand side of it,uh-huh uh-huh,until i'm about an inch below the ravine but to the left of it,mmhmm,right so i go along to the right
30,eh yeah,uh-huh right do you have the remote village,and then i go up past the left-hand side of it,uh-huh uh-huh,until i'm about an inch below the ravine but to the left of it,mmhmm
31,okay well you're going to go up and then you're you're curving round the top of the ravn,no,uh-huh right do you have the remote village,and then i go up past the left-hand side of it,uh-huh uh-huh,until i'm about an inch below the ravine but to the left of it
32,"!!!!:!!'!!!'!!""!!!,!!'t!!",right well it doesn't doesn't matter,no,uh-huh right do you have the remote village,and then i go up past the left-hand side of it,uh-huh uh-huh
33,"!!!!:!!'!!':!!!'!!""!!2019!!2018!!2020!!2017!!8!!4!!7!!754!!88!!84!!,!!889!!888!!886!!!!!!!!!!!!!!!!.!!!!!!!!!!!.!!r!!",i'm now at the top left-hand side of the ravine,right well it doesn't doesn't matter,no,uh-huh right do you have the remote village,and then i go up past the left-hand side of it
34,right,uh-huh you can go about a centimetre above the the ravine okay and then,i'm now at the top left-hand side of the ravine,right well it doesn't doesn't matter,no,uh-huh right do you have the remote village
35,uh to the bottom left of the pine grove,still to the left of it,uh-huh you can go about a centimetre above the the ravine okay and then,i'm now at the top left-hand side of the ravine,right well it doesn't doesn't matter,no
36,and you should be sort of like at the left-most tip,uh-huh uh-huh,still to the left of it,uh-huh you can go about a centimetre above the the ravine okay and then,i'm now at the top left-hand side of the ravine,right well it doesn't doesn't matter
37,right,uh-huh,uh-huh uh-huh,still to the left of it,uh-huh you can go about a centimetre above the the ravine okay and then,i'm now at the top left-hand side of the ravine
38,right okay,and then you're going to go straight along to the right in a straight line,uh-huh,uh-huh uh-huh,still to the left of it,uh-huh you can go about a centimetre above the the ravine okay and then
39,yeah it's at the top right-hand corner of the page,have you got the pine grove,and then you're going to go straight along to the right in a straight line,uh-huh,uh-huh uh-huh,still to the left of it
40,right okay,uh-huh okay so don't go as far as the pine grove,have you got the pine grove,and then you're going to go straight along to the right in a straight line,uh-huh,uh-huh uh-huh
41,just go straight up to the top of the pebbled shore,mmhmm,uh-huh okay so don't go as far as the pine grove,have you got the pine grove,and then you're going to go straight along to the right in a straight line,uh-huh
42,mm,right so you should be about ehm level with the top of the pine grove that that far up,mmhmm,uh-huh okay so don't go as far as the pine grove,have you got the pine grove,and then you're going to go straight along to the right in a straight line
43,and then go straight across to below the words pine groves,right,right so you should be about ehm level with the top of the pine grove that that far up,mmhmm,uh-huh okay so don't go as far as the pine grove,have you got the pine grove
44,right i'm at the top,but you're about you know you're not in near the you're not at the pine grove yet,right,right so you should be about ehm level with the top of the pine grove that that far up,mmhmm,uh-huh okay so don't go as far as the pine grove
45,right now do you have a footbridge,okay,but you're about you know you're not in near the you're not at the pine grove yet,right,right so you should be about ehm level with the top of the pine grove that that far up,mmhmm
