,response,context,context/0,context/1,context/2,context/3
0,"!!!!.!!'!!!'!!""!! Rem!!okay!!s!!r!!k!!i!!,!!.!!!,!!Mask!!8!!%!!2017!!88!!888!!889!!7!!!!!!!!!!!===!!Nik!!u!!",well they're in the bottom left-hand corner,no,and have you got gorillas,uh-huh i have yeah,okay ehm have you got a starting point above the missionary camp
1,uh-uh,bottom,well they're in the bottom left-hand corner,no,and have you got gorillas,uh-huh i have yeah
2,"!!!'!!!'!!':!!""!! 2016!!8!!7!!6!!4!!2!!56!!286!!86!!226!!81!!84!!88!!41!!146!!89!!.!!92!!889!!'t!!",roughly up a bit huh,bottom,well they're in the bottom left-hand corner,no,and have you got gorillas
3,right go round the camp,of the camp or of the map,roughly up a bit huh,bottom,well they're in the bottom left-hand corner,no
4,right,of the map,of the camp or of the map,roughly up a bit huh,bottom,well they're in the bottom left-hand corner
5,banana tree,of the map now i have a banana tree instead,of the map,of the camp or of the map,roughly up a bit huh,bottom
6,right,right okay so if you just go left from the missionary camp a bit and then down,of the map now i have a banana tree instead,of the map,of the camp or of the map,roughly up a bit huh
7,and then along to your right,left and down,right okay so if you just go left from the missionary camp a bit and then down,of the map now i have a banana tree instead,of the map,of the camp or of the map
8,right,yeah to about a couple of centimetres above the top of the bottom of the page,left and down,right okay so if you just go left from the missionary camp a bit and then down,of the map now i have a banana tree instead,of the map
9,right,yeah,yeah to about a couple of centimetres above the top of the bottom of the page,left and down,right okay so if you just go left from the missionary camp a bit and then down,of the map now i have a banana tree instead
10,straight up how far,and then continue straight left along until about four centimetres from the end and then go straight up again,yeah,yeah to about a couple of centimetres above the top of the bottom of the page,left and down,right okay so if you just go left from the missionary camp a bit and then down
11,right so you're on the same level as that,so that i'm on the left of what i have as a banana tree,and then continue straight left along until about four centimetres from the end and then go straight up again,yeah,yeah to about a couple of centimetres above the top of the bottom of the page,left and down
12,right,sorry,so that i'm on the left of what i have as a banana tree,and then continue straight left along until about four centimetres from the end and then go straight up again,yeah,yeah to about a couple of centimetres above the top of the bottom of the page
13,right on this one there's obviously you've got to go round it,so that i end up on the left of what is the banana tree on this map or maybe the gorillas on yours,sorry,so that i'm on the left of what i have as a banana tree,and then continue straight left along until about four centimetres from the end and then go straight up again,yeah
14,right okay so you're going to go from the left-hand side of the banana trees to the right-hand edge of the map,yeah probably yeah,so that i end up on the left of what is the banana tree on this map or maybe the gorillas on yours,sorry,so that i'm on the left of what i have as a banana tree,and then continue straight left along until about four centimetres from the end and then go straight up again
15,"right so you're going to come up and then you're doing a ""u"" shape to miss these pelicans",okay,yeah probably yeah,so that i end up on the left of what is the banana tree on this map or maybe the gorillas on yours,sorry,so that i'm on the left of what i have as a banana tree
16,yeah,uh do you have a rope bridge,okay,yeah probably yeah,so that i end up on the left of what is the banana tree on this map or maybe the gorillas on yours,sorry
17,well it's a good way over to the right-hand side of the page,i do ehm do i avoid the missionary camp where i'm moving,uh do you have a rope bridge,okay,yeah probably yeah,so that i end up on the left of what is the banana tree on this map or maybe the gorillas on yours
18,right okay,yeah,i do ehm do i avoid the missionary camp where i'm moving,uh do you have a rope bridge,okay,yeah probably yeah
19,uh-huh that's right,so i move along so that i'm to the left of the missionary camp when i go down,yeah,i do ehm do i avoid the missionary camp where i'm moving,uh do you have a rope bridge,okay
20,right okay,uh-huh yeah,so i move along so that i'm to the left of the missionary camp when i go down,yeah,i do ehm do i avoid the missionary camp where i'm moving,uh do you have a rope bridge
21,"!!!!,!!'!!!'!!""!!':!!2017!!4!!8!!7!!",okay now i'm at the left-hand side of the banana tree about,uh-huh yeah,so i move along so that i'm to the left of the missionary camp when i go down,yeah,i do ehm do i avoid the missionary camp where i'm moving
22,now i want you to go directly west but don't go over the top of it,right,okay now i'm at the left-hand side of the banana tree about,uh-huh yeah,so i move along so that i'm to the left of the missionary camp when i go down,yeah
23,ok,almost the extreme left of the page and about four centimetres up,right,okay now i'm at the left-hand side of the banana tree about,uh-huh yeah,so i move along so that i'm to the left of the missionary camp when i go down
24,right now go right two and a half inches directly up,mmhmm,almost the extreme left of the page and about four centimetres up,right,okay now i'm at the left-hand side of the banana tree about,uh-huh yeah
25,right okay,about quarter of the way up,mmhmm,almost the extreme left of the page and about four centimetres up,right,okay now i'm at the left-hand side of the banana tree about
26,uh-huh,okay that's fine now you've got the rope bridge,about quarter of the way up,mmhmm,almost the extreme left of the page and about four centimetres up,right
27,"!!!'!!!'!!""!!92!!22!!226!!",uh-huh,okay that's fine now you've got the rope bridge,about quarter of the way up,mmhmm,almost the extreme left of the page and about four centimetres up
28,oh right i see okay,so that you want to come up the page and then just when you're about in line with the rope rope bridge just turn right so you're across it,uh-huh,okay that's fine now you've got the rope bridge,about quarter of the way up,mmhmm
29,yeah and then across it right and cross over it,okay so i'm going straight up and actually cross over the rope bridge,so that you want to come up the page and then just when you're about in line with the rope rope bridge just turn right so you're across it,uh-huh,okay that's fine now you've got the rope bridge,about quarter of the way up
30,ok,yeah,okay so i'm going straight up and actually cross over the rope bridge,so that you want to come up the page and then just when you're about in line with the rope rope bridge just turn right so you're across it,uh-huh,okay that's fine now you've got the rope bridge
31,uh-uh,so i move up and cross over the rope bridge right so i'm now standing at the other side of the rope bridge,yeah,okay so i'm going straight up and actually cross over the rope bridge,so that you want to come up the page and then just when you're about in line with the rope rope bridge just turn right so you're across it,uh-huh
32,mmhmm,okay if you now come down a couple of centimetres,so i move up and cross over the rope bridge right so i'm now standing at the other side of the rope bridge,yeah,okay so i'm going straight up and actually cross over the rope bridge,so that you want to come up the page and then just when you're about in line with the rope rope bridge just turn right so you're across it
33,and then go across to the right about two centimetre,uh-huh yeah,okay if you now come down a couple of centimetres,so i move up and cross over the rope bridge right so i'm now standing at the other side of the rope bridge,yeah,okay so i'm going straight up and actually cross over the rope bridge
34,"!!!""!!'!! Remnant!!,!!2017!!8!!q!!",and do you have a waterfall,uh-huh yeah,okay if you now come down a couple of centimetres,so i move up and cross over the rope bridge right so i'm now standing at the other side of the rope bridge,yeah
35,right go straight up about four centimetre and draw a line to the left just about straight up,yeah it's right of where i am at the moment,and do you have a waterfall,uh-huh yeah,okay if you now come down a couple of centimetres,so i move up and cross over the rope bridge right so i'm now standing at the other side of the rope bridge
36,mmhmm,yeah if you just mm do you have a sort of the water coming down,yeah it's right of where i am at the moment,and do you have a waterfall,uh-huh yeah,okay if you now come down a couple of centimetres
37,if you just take a line right round the outside of that,uh-huh,yeah if you just mm do you have a sort of the water coming down,yeah it's right of where i am at the moment,and do you have a waterfall,uh-huh yeah
