Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
3	3	3	going to be	25	39	1	M	4, 25, 42
2	2	3	do you like	54	10	1	A	45, 54
2	2	3	don't like the	64	50	1	A	15, 64
2	2	3	for a while	74	36	1	A	39, 74
2	2	3	so too .	80	44	1	A	37, 80
2	2	3	yeah . yeah	50	6	1	A	45, 50
2	2	3	yeah keep it	52	2	1	A	51, 52
7	7	2	the weather	55	62	1	M	18, 55, 64, 70, 71, 72, 79
7	7	2	well i	26	45	3	A	11, 15, 21, 26, 29, 42, 55
7	5	2	yeah .	50	37	4	A	23, 45, 47, 49, 50, 53, 59
6	4	2	like the	18	51	1	A	15, 18, 33, 45, 64, 65
5	5	2	. i	56	32	2	A	33, 37, 56, 59, 64
5	5	2	but i	14	31	1	A	11, 14, 27, 31, 41
5	3	2	for a	42	46	3	A	29, 39, 41, 42, 74
5	5	2	i know	62	64	3	A	1, 11, 37, 62, 64
5	5	2	like it	54	40	4	A	15, 21, 27, 39, 54
5	2	2	to be	27	62	1	M	4, 25, 27, 42, 65
5	5	2	weather .	18	70	1	A	3, 18, 64, 65, 72
4	2	2	do you	45	31	2	M	24, 44, 45, 54
4	4	2	i think	38	49	2	A	11, 37, 38, 59
4	4	2	it .	55	50	3	M	6, 20, 24, 55
4	2	2	too .	80	68	3	A	13, 37, 59, 80
3	3	2	. it	39	44	1	M	24, 39, 67
3	1	2	don't like	64	50	2	A	15, 21, 64
3	1	2	going to	25	39	1	M	4, 25, 42
3	3	2	in the	58	18	2	A	41, 45, 58
3	3	2	oh yeah	64	45	1	A	23, 64, 67
3	3	2	ready for	6	39	1	A	3, 6, 41
3	3	2	think so	29	10	1	M	28, 29, 37
3	3	2	used to	14	19	1	A	13, 14, 31
3	3	2	yes .	50	36	1	A	33, 50, 68
3	3	2	you don't	76	72	2	A	5, 15, 76
2	1	2	. yeah	50	6	1	A	45, 50
2	2	2	a good	77	34	1	M	44, 77
2	2	2	cold .	15	4	1	M	12, 15
2	2	2	for the	72	70	1	A	3, 72
2	2	2	hot and	34	18	1	A	17, 34
2	2	2	i am	42	2	1	A	41, 42
2	2	2	i don't	28	8	1	A	21, 28
2	2	2	i hope	80	2	1	A	79, 80
2	2	2	it'll be	65	60	1	M	6, 65
2	2	2	long .	76	62	1	A	15, 76
2	2	2	months of	20	2	1	A	19, 20
2	2	2	to .	31	8	1	M	24, 31
2	2	2	would be	43	32	1	M	12, 43
2	2	2	yeah i	64	28	1	A	37, 64
2	2	2	you know	29	30	1	M	0, 29
31	13	1	i	12	80	2	A	1, 11, 12, 14, 15, 18, 19, 21, 22, 26, 27, 28, 29, 31, 32, 33, 36, 37, 38, 39, 40, 41, 42, 43, 55, 56, 59, 62, 64, 79, 80
26	16	1	the	6	79	2	A	1, 3, 6, 11, 14, 15, 18, 25, 29, 31, 33, 41, 43, 45, 46, 55, 58, 59, 63, 64, 65, 69, 70, 71, 72, 79
24	17	1	it	6	67	1	A	1, 6, 14, 15, 17, 19, 20, 21, 23, 24, 25, 26, 27, 29, 31, 37, 39, 45, 51, 52, 54, 55, 65, 67
21	14	1	you	7	80	1	M	0, 5, 7, 9, 12, 15, 17, 21, 23, 24, 27, 29, 31, 43, 44, 45, 54, 65, 68, 76, 79
19	19	1	and	34	79	10	A	1, 11, 15, 17, 19, 21, 25, 27, 29, 31, 34, 39, 41, 43, 45, 55, 63, 65, 79
17	11	1	a	20	71	3	A	7, 11, 17, 20, 21, 23, 27, 29, 39, 41, 42, 44, 55, 59, 67, 74, 77
16	8	1	like	14	65	1	A	1, 14, 15, 18, 21, 27, 31, 33, 36, 39, 40, 41, 45, 54, 64, 65
16	14	1	of	20	69	4	A	3, 11, 17, 19, 20, 21, 23, 31, 41, 42, 55, 59, 63, 65, 69, 71
14	6	1	to	21	73	1	M	4, 13, 14, 21, 24, 25, 27, 29, 31, 39, 42, 65, 71, 76
12	1	1	yeah	50	45	5	A	23, 37, 45, 47, 49, 50, 51, 52, 53, 59, 64, 67
11	11	1	it's	17	75	1	M	2, 17, 21, 28, 29, 31, 34, 38, 44, 71, 76
11	8	1	so	2	80	1	A	1, 2, 3, 12, 28, 29, 37, 41, 55, 65, 80
11	11	1	that	28	73	5	A	1, 13, 17, 19, 23, 28, 29, 55, 65, 69, 73
11	3	1	weather	18	77	2	A	3, 15, 18, 41, 55, 64, 65, 70, 71, 72, 79
11	4	1	well	26	77	5	A	1, 11, 15, 21, 23, 26, 29, 42, 55, 65, 77
10	2	1	be	39	62	3	M	4, 6, 12, 25, 27, 39, 42, 43, 48, 65
10	6	1	but	11	52	1	M	4, 11, 14, 21, 27, 29, 31, 39, 41, 55
10	2	1	for	31	72	1	A	3, 6, 29, 31, 39, 41, 42, 71, 72, 74
10	10	1	i'm	3	73	1	M	0, 3, 4, 6, 8, 14, 28, 46, 58, 72
10	7	1	in	56	53	7	A	11, 15, 21, 39, 41, 45, 55, 56, 58, 63
10	10	1	not	1	45	1	M	0, 1, 4, 8, 11, 28, 33, 39, 41, 44
8	4	1	too	28	68	1	A	13, 28, 37, 55, 59, 65, 76, 80
7	3	1	do	33	36	1	M	24, 33, 44, 45, 54, 55, 59
7	1	1	don't	28	72	4	A	5, 11, 15, 21, 28, 64, 76
7	4	1	oh	28	63	2	A	13, 23, 28, 64, 67, 73, 75
7	1	1	think	44	49	1	A	11, 28, 29, 37, 38, 44, 59
6	6	1	about	28	57	1	A	15, 28, 55, 63, 65, 71
5	5	1	because	38	55	3	A	11, 29, 31, 38, 65
5	3	1	cold	15	60	2	M	6, 12, 15, 17, 65
5	5	1	from	14	36	1	A	11, 14, 17, 29, 46
5	5	1	rain	22	40	1	A	1, 22, 36, 39, 40
5	5	1	summer	66	60	4	A	7, 17, 29, 45, 66
5	5	1	there	29	60	1	M	4, 29, 51, 55, 63
4	4	1	here	72	58	3	A	15, 39, 57, 72
4	2	1	hot	34	39	2	A	17, 27, 34, 55
4	4	1	my	56	46	3	A	11, 21, 43, 56
4	4	1	what	11	45	1	M	0, 11, 31, 44
4	2	1	would	12	33	1	A	11, 12, 39, 43
3	3	1	been	74	20	2	A	55, 63, 74
3	2	1	good	75	34	1	M	44, 75, 77
3	3	1	just	64	62	1	A	11, 64, 72
3	1	1	keep	71	21	1	A	51, 52, 71
3	3	1	need	76	54	2	A	23, 27, 76
3	3	1	sure	23	23	1	M	6, 23, 28
3	3	1	time	21	39	1	M	6, 21, 44
3	3	1	you're	13	22	1	M	10, 13, 31
2	2	1	anything	11	12	1	M	0, 11
2	2	1	days	65	24	1	M	42, 65
2	2	1	humid	34	6	1	A	29, 34
2	2	1	now	63	6	1	M	58, 63
2	2	1	out	42	22	1	A	21, 42
2	2	1	right	73	16	1	M	58, 73
2	2	1	say	65	66	1	M	0, 65

