Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
3	3	3	a lot of	13	53	1	B	8, 13, 60
6	6	2	i don't	27	46	1	B	6, 27, 28, 32, 33, 51
5	5	2	that .	55	51	3	B	26, 32, 34, 55, 76
5	5	2	you know	41	66	3	B	8, 32, 40, 41, 73
4	4	2	i think	60	47	1	M	21, 60, 63, 67
4	4	2	in the	28	46	1	M	1, 28, 41, 46
4	4	2	it .	49	40	3	B	10, 42, 46, 49
4	4	2	right .	52	52	1	M	29, 52, 56, 80
3	3	2	it's not	64	64	2	M	1, 39, 64
3	3	2	not a	8	61	1	M	1, 8, 61
3	3	2	yeah .	30	78	1	M	1, 30, 78
2	2	2	do you	71	18	1	B	54, 71
2	2	2	i .	8	6	1	M	3, 8
2	2	2	i mean	39	38	1	B	2, 39
2	2	2	in a	71	56	1	B	16, 71
2	2	2	that i	55	22	1	B	34, 55
2	2	2	that sounds	69	64	1	B	6, 69
2	2	2	that's not	73	44	1	B	30, 73
2	2	2	think it's	67	28	1	B	40, 67
2	2	2	to eat	13	10	1	B	4, 13
2	2	2	well you	73	18	1	B	56, 73
2	2	2	when you're	80	10	1	M	71, 80
2	2	2	yes .	48	40	1	M	9, 48
26	12	1	i	7	66	1	B	2, 3, 6, 7, 8, 10, 13, 16, 21, 23, 25, 27, 28, 32, 33, 34, 39, 43, 46, 47, 51, 54, 55, 60, 63, 67
19	16	1	the	2	80	1	M	1, 2, 6, 8, 10, 13, 15, 19, 21, 22, 28, 41, 46, 55, 68, 73, 76, 77, 80
17	12	1	that	6	76	1	M	1, 6, 10, 16, 22, 26, 28, 32, 34, 37, 42, 46, 55, 60, 69, 74, 76
15	10	1	a	2	71	1	M	1, 2, 6, 8, 9, 13, 16, 22, 35, 46, 51, 60, 61, 62, 71
14	14	1	and	13	75	1	B	2, 13, 16, 18, 20, 25, 26, 32, 40, 42, 46, 56, 60, 76
14	10	1	you	17	74	4	B	2, 4, 6, 8, 17, 32, 40, 41, 54, 55, 56, 71, 73, 75
12	9	1	of	13	75	3	B	2, 4, 8, 13, 28, 35, 40, 56, 60, 63, 68, 76
11	7	1	know	7	71	1	B	6, 7, 8, 28, 32, 40, 41, 46, 47, 73, 76
11	4	1	not	23	76	1	M	1, 8, 23, 30, 39, 41, 49, 61, 64, 73, 76
10	7	1	it	49	42	8	B	10, 16, 18, 20, 28, 40, 42, 46, 49, 51
10	8	1	to	13	45	5	B	2, 4, 6, 8, 10, 13, 18, 27, 40, 46
10	7	1	yeah	6	81	1	M	1, 6, 30, 32, 58, 62, 66, 71, 78, 81
9	4	1	in	8	71	1	M	1, 8, 16, 17, 28, 37, 41, 46, 71
9	5	1	it's	2	79	1	M	1, 2, 39, 40, 51, 61, 64, 67, 79
8	8	1	but	10	71	2	M	1, 7, 10, 22, 28, 46, 63, 71
7	2	1	think	32	47	1	M	21, 32, 40, 51, 60, 63, 67
7	7	1	what	15	66	3	B	6, 8, 10, 15, 43, 57, 71
6	6	1	are	15	51	1	B	10, 15, 17, 41, 55, 60
6	6	1	like	13	71	2	B	6, 8, 13, 26, 32, 76
6	2	1	right	29	73	1	B	8, 29, 52, 56, 66, 80
6	4	1	that's	28	59	1	M	19, 28, 30, 43, 73, 77
6	6	1	uh	11	79	1	B	2, 11, 22, 28, 57, 80
5	5	1	is	21	46	2	B	6, 8, 21, 22, 51
5	5	1	oh	14	65	1	M	11, 14, 30, 54, 75
5	5	1	so	26	51	1	M	15, 26, 34, 54, 65
5	5	1	we	40	58	2	M	19, 35, 40, 72, 76
5	3	1	well	23	72	2	B	2, 18, 23, 56, 73
5	3	1	yes	10	73	1	M	9, 10, 28, 48, 81
4	4	1	all	46	60	1	M	17, 46, 63, 76
4	4	1	at	13	65	1	B	8, 13, 36, 72
4	4	1	she	32	11	2	M	27, 31, 32, 37
4	2	1	when	71	75	2	B	6, 16, 71, 80
4	2	1	you're	65	41	1	B	40, 65, 71, 80
3	2	1	do	71	32	2	B	40, 54, 71
3	3	1	her	37	36	1	B	32, 37, 67
3	3	1	how	73	46	2	B	28, 32, 73
3	3	1	i've	49	65	1	B	8, 49, 72
3	3	1	just	67	48	2	B	20, 62, 67
3	3	1	me	25	13	1	B	20, 25, 32
3	3	1	never	22	31	1	M	19, 22, 49
3	3	1	no	77	56	2	B	22, 34, 77
3	3	1	they	60	62	1	M	7, 60, 68
3	3	1	we're	63	75	1	B	2, 63, 76
2	2	1	can't	55	52	1	B	4, 55
2	1	1	eat	13	10	1	B	4, 13
2	2	1	good	7	2	1	B	6, 7
2	2	1	got	72	38	1	M	35, 72
2	2	1	kids	72	58	1	M	15, 72
2	2	1	one	76	22	1	M	55, 76
2	2	1	only	55	50	1	B	6, 55
2	2	1	out	63	62	1	B	2, 63
2	2	1	reason	55	34	1	B	22, 55
2	2	1	sure	23	6	1	B	18, 23
2	2	1	want	56	30	1	M	27, 56

