Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	4	he's , uh ,	59	34	1	B	26, 59
7	5	3	, uh ,	13	67	1	B	6, 13, 26, 28, 52, 59, 72
2	2	3	, yeah .	70	70	1	M	1, 70
2	2	3	do you think	34	16	1	M	19, 34
11	11	2	, i	13	75	2	B	0, 6, 13, 17, 40, 50, 52, 58, 60, 63, 74
8	3	2	uh ,	6	72	1	M	1, 6, 13, 26, 28, 52, 59, 72
7	7	2	, you	51	45	3	B	24, 28, 40, 51, 52, 58, 68
7	7	2	you know	47	45	3	B	24, 28, 40, 47, 52, 58, 68
6	6	2	yeah ,	21	75	1	B	0, 21, 24, 50, 64, 74
5	3	2	, yeah	1	75	1	B	0, 1, 64, 70, 74
5	5	2	know ,	65	42	4	B	24, 40, 52, 58, 65
5	5	2	right .	45	38	3	B	10, 22, 44, 45, 47
4	4	2	, i'm	21	69	1	B	6, 21, 27, 74
4	4	2	and ,	31	47	1	B	28, 31, 52, 74
4	2	2	yeah .	30	74	1	M	1, 30, 70, 74
3	3	2	, that's	33	31	1	B	24, 33, 54
3	3	2	have a	63	36	2	B	28, 38, 63
3	3	2	the ,	23	37	1	B	0, 23, 36
3	3	2	well ,	63	5	1	B	60, 63, 64
2	2	2	, you're	47	14	1	B	34, 47
2	2	2	. and	40	10	1	M	31, 40
2	2	2	a good	38	10	1	M	29, 38
2	2	2	for a	74	2	1	M	73, 74
2	2	2	i don't	74	10	1	M	65, 74
2	2	2	i think	50	8	1	M	43, 50
2	2	2	is a	66	6	1	M	61, 66
2	2	2	it .	74	38	1	M	37, 74
2	2	2	of the	36	2	1	M	35, 36
2	2	2	that there	66	30	1	M	37, 66
2	2	2	time .	73	2	1	B	72, 73
2	2	2	uh .	61	42	1	B	20, 61
19	9	1	i	25	76	2	B	0, 6, 13, 17, 25, 37, 40, 41, 43, 48, 50, 52, 58, 60, 62, 63, 65, 74, 75
18	12	1	a	7	69	1	B	6, 7, 10, 11, 18, 28, 29, 35, 36, 38, 40, 52, 55, 61, 63, 66, 73, 74
16	14	1	and	11	71	1	B	6, 11, 18, 28, 31, 34, 35, 36, 40, 48, 52, 56, 62, 72, 74, 76
15	5	1	you	24	64	3	M	5, 13, 19, 24, 28, 29, 31, 34, 40, 43, 47, 51, 52, 58, 68
14	13	1	the	5	75	1	B	0, 5, 6, 21, 23, 29, 35, 36, 43, 50, 58, 72, 73, 74
10	1	1	uh	61	72	1	M	1, 6, 13, 20, 26, 28, 52, 59, 61, 72
9	1	1	know	74	51	3	B	24, 28, 40, 47, 52, 58, 65, 68, 74
8	6	1	is	23	67	2	B	0, 6, 23, 36, 40, 50, 61, 66
8	8	1	to	73	75	6	B	0, 28, 34, 36, 40, 72, 73, 74
7	4	1	have	37	77	2	B	0, 28, 37, 38, 63, 72, 76
7	4	1	i'm	21	69	1	B	6, 21, 27, 30, 58, 67, 74
7	6	1	it	30	56	1	M	19, 30, 37, 40, 48, 60, 74
7	6	1	that	37	47	2	B	28, 34, 37, 58, 64, 66, 74
6	5	1	for	23	69	1	B	6, 23, 28, 37, 73, 74
6	4	1	of	35	60	2	B	0, 28, 35, 36, 40, 59
6	1	1	right	45	38	4	B	10, 22, 40, 44, 45, 47
6	3	1	that's	33	66	2	B	10, 24, 33, 54, 74, 75
6	6	1	they	11	77	1	B	0, 11, 40, 72, 74, 76
6	6	1	what	36	73	2	M	3, 15, 36, 47, 65, 75
5	3	1	do	28	56	1	M	19, 28, 34, 36, 74
5	5	1	oh	13	53	1	B	8, 13, 30, 54, 60
5	5	1	we	35	25	1	B	28, 35, 36, 40, 52
4	4	1	about	6	41	1	M	3, 6, 36, 43
4	4	1	but	37	73	2	B	2, 36, 37, 74
4	4	1	it's	49	64	2	B	10, 40, 49, 73
4	4	1	just	55	51	2	B	24, 40, 55, 74
4	4	1	was	41	37	2	B	30, 40, 41, 66
4	3	1	you're	34	37	2	M	11, 23, 34, 47
3	3	1	get	29	28	1	B	28, 29, 55
3	1	1	good	38	10	2	M	29, 33, 38
3	1	1	he's	69	44	1	B	26, 59, 69
3	3	1	kind	15	29	1	B	0, 15, 28
3	3	1	no	27	16	1	B	22, 27, 37
3	3	1	not	55	20	1	B	50, 55, 69
3	3	1	see	74	62	2	M	13, 17, 74
3	1	1	there	37	43	1	B	24, 37, 66
2	2	1	can	74	46	1	M	29, 74
2	2	1	country	36	26	1	M	11, 36
2	2	1	different	40	30	1	M	11, 40
2	2	1	how	74	56	1	M	19, 74
2	2	1	little	24	18	1	M	7, 24
2	2	1	most	73	2	1	B	72, 73
2	2	1	news	58	28	1	M	31, 58
2	2	1	okay	49	42	1	B	8, 49
2	2	1	on	34	30	1	M	5, 34
2	2	1	then	18	6	1	M	13, 18
2	2	1	work	40	22	1	M	19, 40

