Freq.	Size	Surface Form	Spanning	First Speaker	Turns
3	2	a good	109	M	5, 89, 113
3	2	i know	79	M	1, 43, 79
3	2	of the	45	M	9, 27, 53
3	2	that .	45	M	17, 55, 61
3	2	that's not	91	M	45, 93, 135
2	2	a big	57	M	9, 65
2	2	back .	103	M	15, 117
2	2	do you	115	M	5, 119
2	2	don't know	95	M	3, 97
2	2	good .	45	M	47, 91
2	2	have a	63	M	69, 131
2	2	he's a	37	M	53, 89
2	2	i don't	31	M	97, 127
2	2	i have	77	M	55, 131
2	2	i see	41	M	11, 51
2	2	in the	71	M	31, 101
2	2	is it	27	M	49, 75
2	2	it's a	27	M	87, 113
2	2	on the	19	M	31, 49
2	2	so ...	45	M	87, 131
2	2	that's a	61	M	5, 65
2	2	they do	69	M	39, 107
2	2	was a	3	M	81, 83
2	2	what i	123	M	13, 135
2	2	what you	43	M	55, 97
2	2	yeah .	7	M	111, 117
16	1	a	127	M	5, 7, 9, 17, 31, 49, 53, 65, 69, 75, 81, 83, 87, 89, 113, 131
15	1	i	135	M	1, 11, 13, 21, 43, 51, 55, 61, 79, 85, 97, 113, 127, 131, 135
13	1	the	105	M	3, 9, 23, 27, 31, 37, 49, 53, 83, 95, 99, 101, 107
9	1	i'm	93	M	3, 9, 15, 23, 35, 47, 77, 83, 95
9	1	so	131	M	3, 5, 17, 75, 87, 103, 127, 131, 133
9	1	you	131	M	3, 5, 33, 55, 61, 79, 97, 119, 133
7	1	of	123	M	9, 27, 31, 43, 53, 81, 131
6	1	is	93	M	7, 27, 29, 49, 75, 99
6	1	it's	101	M	17, 43, 59, 87, 113, 117
6	1	that's	131	M	5, 13, 45, 65, 93, 135
6	1	what	123	M	13, 29, 55, 71, 97, 135
5	1	and	73	M	59, 69, 103, 125, 131
5	1	it	65	M	43, 49, 75, 91, 107
5	1	that	59	M	3, 17, 39, 55, 61
5	1	uh	49	M	25, 41, 47, 57, 73
5	1	well	119	M	17, 81, 101, 107, 135
4	1	do	115	M	5, 39, 107, 119
4	1	have	77	M	55, 69, 75, 131
4	1	he's	69	M	53, 89, 117, 121
4	1	just	83	M	49, 61, 77, 131
4	1	not	119	M	17, 45, 93, 135
4	1	they	69	M	39, 67, 69, 107
3	1	all	13	M	103, 107, 115
3	1	he	45	M	81, 121, 125
3	1	on	45	M	31, 49, 75
3	1	think	123	M	5, 79, 127
3	1	was	11	M	81, 83, 91
3	1	we	19	M	101, 103, 119
3	1	yeah	95	M	23, 111, 117
2	1	are	31	M	71, 101
2	1	be	51	M	67, 117
2	1	but	9	M	113, 121
2	1	dog	7	M	63, 69
2	1	east	93	M	3, 95
2	1	for	33	M	99, 131
2	1	idea	51	M	5, 55
2	1	like	33	M	85, 117
2	1	mean	7	M	55, 61
2	1	my	125	M	7, 131
2	1	pretty	9	M	83, 91
2	1	really	27	M	17, 43
2	1	to	53	M	23, 75
2	1	we're	73	M	31, 103
2	1	you're	5	M	59, 63

