,Speaker,Utterance,Unified
5,A,"if I have people over for dinner, I like it to be nice and relaxed.","A|if I have people over for dinner, I like it to be nice and relaxed."
6,M,Uh uh,M|Uh uh
7,A,"Yeah. And so I don't like to arrive, or, or when they arrive, for me to be completely worn out.","A|Yeah. And so I don't like to arrive, or, or when they arrive, for me to be completely worn out."
8,M,"Yes. You can't get too much more, right?","M|Yes. You can't get too much more, right?"
9,A,Yeah.,A|Yeah.
10,M,"It's a little more of a chore.but, I'm trying to get out of it","M|It's a little more of a chore.but, I'm trying to get out of it"
11,A,Exactly.,A|Exactly.
12,M,Because I'm lazy,M|Because I'm lazy
13,A,Uh-huh.,A|Uh-huh.
14,M,Yeah.It's,M|Yeah.It's
15,A,Yeah.,A|Yeah.
16,M,Oh.my.god.hahaha,M|Oh.my.god.hahaha
17,A,Uh-huh,A|Uh-huh
18,M,Yea I know.,M|Yea I know.
19,A,"Uh-huh, you'd just do it.","A|Uh-huh, you'd just do it."
20,M,What's a lasagna?,M|What's a lasagna?
21,A,.,A|.
22,M,"Uh, can I just do that?","M|Uh, can I just do that?"
23,A,Yeah.,A|Yeah.
24,M,You wanna do something?,M|You wanna do something?
25,A,Uh-huh.,A|Uh-huh.
26,M,Yea. That is pretty much what it is.,M|Yea. That is pretty much what it is.
27,A,Um. Boy I like that.,A|Um. Boy I like that.
28,M,"I was hoping for a little bit of a story, but we're going to do lasagna, garlic bread, and lasagna.","M|I was hoping for a little bit of a story, but we're going to do lasagna, garlic bread, and lasagna."
29,A,"Yeah, well I'm planning a, and naturally this is appropriate because I'm planning dinner for people tomorrow night and then the next night.","A|Yeah, well I'm planning a, and naturally this is appropriate because I'm planning dinner for people tomorrow night and then the next night."
30,M,You like lasagna?,M|You like lasagna?
31,A,So Tuesday night there'll be eight people here altogether.,A|So Tuesday night there'll be eight people here altogether.
32,M,"Huh. Well, that's interesting.","M|Huh. Well, that's interesting."
33,A,"Oh, yeah, uh-huh.","A|Oh, yeah, uh-huh."
34,M,I was gonna say that.,M|I was gonna say that.
35,A,Uh-huh.,A|Uh-huh.
36,M,Well... have you done any?,M|Well... have you done any?
37,A,"Yeah, that's fun. Uh-huh.","A|Yeah, that's fun. Uh-huh."
38,M,"So... yeah, it's fun","M|So... yeah, it's fun"
39,A,Yeah.,A|Yeah.
40,M,"So uh, what's the point of having a computer?","M|So uh, what's the point of having a computer?"
41,A,"Yeah, that's a good idea.","A|Yeah, that's a good idea."
42,M,We should have a separate food truck.,M|We should have a separate food truck.
43,A,Yeah.,A|Yeah.
44,M,Do you like the potato salad?,M|Do you like the potato salad?
45,A,"Uh-huh. Uh-huh, yeah.","A|Uh-huh. Uh-huh, yeah."
46,M,How about you?,M|How about you?
47,A,Uh-huh.,A|Uh-huh.
48,M,... it's,M|... it's
49,A,Uh-huh.,A|Uh-huh.
50,M,uhh.uhuh.uh,M|uhh.uhuh.uh
51,A,Yeah.,A|Yeah.
52,M,"You're a great, great, wonderful person.","M|You're a great, great, wonderful person."
53,A,"Yeah, that's good. Well, one of my favorites if I don't want to have other people bring stuff, I just want to treat them is to make chicken and rice.","A|Yeah, that's good. Well, one of my favorites if I don't want to have other people bring stuff, I just want to treat them is to make chicken and rice."
54,M,"Heh, I love it.","M|Heh, I love it."
55,A,It's very easy to.,A|It's very easy to.
56,M,I don't know if you've heard of this but I don'think you can do that.,M|I don't know if you've heard of this but I don'think you can do that.
57,A,You don't like it?,A|You don't like it?
58,M,"Yeah, I don'like that.","M|Yeah, I don'like that."
59,A,"Oh, you do, okay, yeah. I have a really easy recipe for that, where you just brown the chicken and then you put rice in the bottom of the pan, you pour bouillon or chicken broth over it","A|Oh, you do, okay, yeah. I have a really easy recipe for that, where you just brown the chicken and then you put rice in the bottom of the pan, you pour bouillon or chicken broth over it"
60,M,"Ah. Well, I don't really like it.","M|Ah. Well, I don't really like it."
61,A,"and, and you put the chicken in, then pour the, uh, broth over and you can put mushrooms in if you want, and then you just.","A|and, and you put the chicken in, then pour the, uh, broth over and you can put mushrooms in if you want, and then you just."
