,Speaker,Utterance,Unified
5,M,...,M|...
6,A,Right.,A|Right.
7,M,Yes.uh,M|Yes.uh
8,A,Right.  they,A|Right.  they
9,M,They won't.,M|They won't.
10,A,Right.,A|Right.
11,M,I have a lot of money,M|I have a lot of money
12,A,"Well,  how do you feel about setting, like, well, for example, a car type accident where, uh, or some incident where someone loses a limb. Do you think the jury should have a dollar figure for losing an arm, a dollar figure for losing different body parts?","A|Well,  how do you feel about setting, like, well, for example, a car type accident where, uh, or some incident where someone loses a limb. Do you think the jury should have a dollar figure for losing an arm, a dollar figure for losing different body parts?"
13,M,"I agree, but I'm not sure I want to set a record of the jury.","M|I agree, but I'm not sure I want to set a record of the jury."
14,A,Uh-huh.,A|Uh-huh.
15,M,I,M|I
16,A,Huh.,A|Huh.
17,M,.,M|.
18,A,Uh-huh.,A|Uh-huh.
19,M,You're,M|You're
20,A,Yeah.,A|Yeah.
21,M,It's called being a judge.,M|It's called being a judge.
22,A,Right.,A|Right.
23,M,Not sure,M|Not sure
24,A,Yeah.  That's true.,A|Yeah.  That's true.
25,M,There is a difference between being penalized and being punished.,M|There is a difference between being penalized and being punished.
26,A,Huh.,A|Huh.
27,M,The award is the amount of money,M|The award is the amount of money
28,A,"Oh, out of  As opposed to the insurance paying the bills,","A|Oh, out of  As opposed to the insurance paying the bills,"
29,M,I mean the insurance company can't refuse to pay the money.,M|I mean the insurance company can't refuse to pay the money.
30,A,"Uh-huh.  Well, we're,  Who, who","A|Uh-huh.  Well, we're,  Who, who"
31,M,Yeah. We're.,M|Yeah. We're.
32,A,"do they get, they get insured, they get insured from other insurance companies or how does that work?","A|do they get, they get insured, they get insured from other insurance companies or how does that work?"
33,M,"Yes, but I'm not the one who is getting insurance.","M|Yes, but I'm not the one who is getting insurance."
34,A,"Oh, okay, your talking about","A|Oh, okay, your talking about"
35,M,"I'm, um, just talking in general.","M|I'm, um, just talking in general."
36,A,Sure.,A|Sure.
37,M,"So, you want me to give you a clue?","M|So, you want me to give you a clue?"
38,A,"Okay.   Well,","A|Okay.   Well,"
39,M,"I dont have a link, but i have a feeling that the owner of the car is driving the wrong way.","M|I dont have a link, but i have a feeling that the owner of the car is driving the wrong way."
40,A,"But in some instances you're going to put companies out of business by taking that stance, if they have to take it out of their own retained earnings.","A|But in some instances you're going to put companies out of business by taking that stance, if they have to take it out of their own retained earnings."
41,M,I would be shocked if they did. They could easily make it a policy.,M|I would be shocked if they did. They could easily make it a policy.
42,A,"That,   For, oh,  Uh-huh.","A|That,   For, oh,  Uh-huh."
43,M,,M|
44,A,Uh-huh.,A|Uh-huh.
45,M,for.,M|for.
46,A,"Right. That will,","A|Right. That will,"
47,M,"I believe the punishment is not that they are paying for the wrong, but that they will pay for the right to be wrong.","M|I believe the punishment is not that they are paying for the wrong, but that they will pay for the right to be wrong."
48,A,Huh.,A|Huh.
49,M,It's a lot better now.,M|It's a lot better now.
50,A,Sure. Okay.,A|Sure. Okay.
51,M,I think it's a great idea.,M|I think it's a great idea.
