,Speaker,Utterance,Unified
5,M,You know what? I'm not gonna say anything.,M|You know what? I'm not gonna say anything.
6,A,"Well, not the rain so much as the cool, the other mornings when it was like sixty-five when we woke up and sixty-six, and today I know when I got up that the temperature said more like, close, seventy-nine or eighty","A|Well, not the rain so much as the cool, the other mornings when it was like sixty-five when we woke up and sixty-six, and today I know when I got up that the temperature said more like, close, seventy-nine or eighty"
7,M,"So, it's freezing.","M|So, it's freezing."
8,A,so I'm kind of ready for the pumpkin weather.,A|so I'm kind of ready for the pumpkin weather.
9,M,"I'm going to be there, but I'm not going to","M|I'm going to be there, but I'm not going to"
10,A,You don't,A|You don't
11,M,I'm sure it'll be cold by the time I'm ready for it.,M|I'm sure it'll be cold by the time I'm ready for it.
12,A,are you a summer person?,A|are you a summer person?
13,M,I'm not.,M|I'm not.
14,A,Are you?,A|Are you?
15,M,You're welcome,M|You're welcome
16,A,"Well, I have a friend who's the same way, and anything below sixty, she's just not happy but I, I think what I would miss is the change of seasons and all because I know in Plano we really don't have as many seasons as, uh, my husband's from Nebraska, and they have more of the four seasons.","A|Well, I have a friend who's the same way, and anything below sixty, she's just not happy but I, I think what I would miss is the change of seasons and all because I know in Plano we really don't have as many seasons as, uh, my husband's from Nebraska, and they have more of the four seasons."
17,M,I can't imagine why you would be so cold.,M|I can't imagine why you would be so cold.
18,A,"Oh, you're used to that, too.","A|Oh, you're used to that, too."
19,M,"I'm from the east coast, I'm used to it, but I like","M|I'm from the east coast, I'm used to it, but I like"
20,A,"You don't like the cold. Well, I usually like it about sweater weather, and the problem here in Plano is it doesn't last very long.","A|You don't like the cold. Well, I usually like it about sweater weather, and the problem here in Plano is it doesn't last very long."
21,M,"Hmmm, here's","M|Hmmm, here's"
22,A,"It goes from hot, and then you get a couple of weeks of that Indian Summer, and then it's cold","A|It goes from hot, and then you get a couple of weeks of that Indian Summer, and then it's cold"
23,M,I like the weather.,M|I like the weather.
24,A,and I wish it were several months of that.,A|and I wish it were several months of that.
25,M,A few months of it.,M|A few months of it.
26,A,"Well, I don't either unless it's like, uh, some of my favorite's like a Friday night when it rains and you really didn't have anywhere to go, and it's sleeping time. But if you have to get up and get out in it, I don't like it either","A|Well, I don't either unless it's like, uh, some of my favorite's like a Friday night when it rains and you really didn't have anywhere to go, and it's sleeping time. But if you have to get up and get out in it, I don't like it either"
27,M,I hate rain.,M|I hate rain.
28,A,"Oh, yeah. Well, sure it does. That kind of schedule, you really need a lot more sunshine.","A|Oh, yeah. Well, sure it does. That kind of schedule, you really need a lot more sunshine."
