,Speaker,Utterance,Unified
5,M,What kind of car?,M|What kind of car?
6,A,Uh-huh.,A|Uh-huh.
7,M,What kind of car?,M|What kind of car?
8,A,I see,A|I see
9,M,"Uh, uh, I'm not sure.","M|Uh, uh, I'm not sure."
10,A,"Top of, top of the line.","A|Top of, top of the line."
11,M,How is this a thing?,M|How is this a thing?
12,A,Oh.,A|Oh.
13,M,You're not my friend.,M|You're not my friend.
14,A,"Uh-huh. Right, right.","A|Uh-huh. Right, right."
15,M,"No, it's not.","M|No, it's not."
16,A,"Uh-huh, uh-huh.","A|Uh-huh, uh-huh."
17,M,"Uhh, what?","M|Uhh, what?"
18,A,"Well, I guess I'm, uh, more traditional in that I don't like power windows or power locks, because the people that I know who have them always seem to have trouble with them.","A|Well, I guess I'm, uh, more traditional in that I don't like power windows or power locks, because the people that I know who have them always seem to have trouble with them."
19,M,"Oh, well, I guess that's how you feel.","M|Oh, well, I guess that's how you feel."
20,A,"And, uh, so I don't, I just don't like anything that I can't figure out why it doesn't work","A|And, uh, so I don't, I just don't like anything that I can't figure out why it doesn't work"
21,M,Why?,M|Why?
22,A,"And then I want, you know, good, uh, gas mileage and I want an air bag and, uh, I guess,","A|And then I want, you know, good, uh, gas mileage and I want an air bag and, uh, I guess,"
23,M,"And that's, uh, it.","M|And that's, uh, it."
24,A,"No, I haven't. Have you?","A|No, I haven't. Have you?"
25,M,Have u ever?,M|Have u ever?
26,A,"Somehow I just think, you know, I like the idea","A|Somehow I just think, you know, I like the idea"
27,M,"I'm not sure, I have no idea.","M|I'm not sure, I have no idea."
28,A,Right.,A|Right.
29,M,You sure?,M|You sure?
30,A,"Right, that's a good idea.","A|Right, that's a good idea."
31,M,"I, actually, I like that idea.you know, because, uh, I think it'll, uh... save lives.","M|I, actually, I like that idea.you know, because, uh, I think it'll, uh... save lives."
32,A,"Uh-huh, uh-huh.","A|Uh-huh, uh-huh."
33,M,How do you do it?,M|How do you do it?
34,A,"Well, I, actually I don't know a lot about different brands. I tend to have, you know, my requirements like the last time I bought a car I, I guess I did sort of prefer American and my requirements were basically, you know, good repair record, good mileage, uh, and I needed air-conditioning and, uh, can't remember what my, oh, I wanted uh, stick shift. And, so I didn't have a whole lot of choice There was one car in all of the, the metropolitan area that I could find that, you know, was sort of a medium priced car with a stick shift in it.","A|Well, I, actually I don't know a lot about different brands. I tend to have, you know, my requirements like the last time I bought a car I, I guess I did sort of prefer American and my requirements were basically, you know, good repair record, good mileage, uh, and I needed air-conditioning and, uh, can't remember what my, oh, I wanted uh, stick shift. And, so I didn't have a whole lot of choice There was one car in all of the, the metropolitan area that I could find that, you know, was sort of a medium priced car with a stick shift in it."
35,M,,M|
36,A,"It, it turned out to be a, a Chrysler. Uh Lancer.","A|It, it turned out to be a, a Chrysler. Uh Lancer."
37,M,No.,M|No.
38,A,Yeah.,A|Yeah.
39,M,"A.uh. Yeah, shift. shift.","M|A.uh. Yeah, shift. shift."
40,A,"No, a five speed. And it, basically, it was something that a military guy had ordered and hadn't picked up, and so it had been on the lot three months and they were really eager to sell it.","A|No, a five speed. And it, basically, it was something that a military guy had ordered and hadn't picked up, and so it had been on the lot three months and they were really eager to sell it."
41,M,Was it a three or four speed?,M|Was it a three or four speed?
42,A,"So, I guess in this area, at least, you know, if it's not automatic, it doesn't move.","A|So, I guess in this area, at least, you know, if it's not automatic, it doesn't move."
43,M,It was a manual.,M|It was a manual.
44,A,"Well, I just wanted it because, again, I had, I guess traditionally always had a car that had one and I thought it would be more reliable.","A|Well, I just wanted it because, again, I had, I guess traditionally always had a car that had one and I thought it would be more reliable."
45,M,I'll.,M|I'll.
46,A,"Uh,","A|Uh,"
47,M,Why do you like the stick shift?,M|Why do you like the stick shift?
48,A,"I found that out. I mean, you know, the people would just sort of look at me like, you must be crazy when I, went in to, and asked and that was a requirement so,","A|I found that out. I mean, you know, the people would just sort of look at me like, you must be crazy when I, went in to, and asked and that was a requirement so,"
49,M,I can't find any stick shift car that has a manual transmission.,M|I can't find any stick shift car that has a manual transmission.
50,A,"So,","A|So,"
51,M,That's what I thought.,M|That's what I thought.
52,A,"Well, I'm not even sure all of them are anymore. At least in this area.","A|Well, I'm not even sure all of them are anymore. At least in this area."
53,M,I am.,M|I am.
54,A,"Not that I was looking for sports cars, but, now the people I've talked to don't seem to have stick shift.","A|Not that I was looking for sports cars, but, now the people I've talked to don't seem to have stick shift."
55,M,"I know the majority of people don't, but I'd be willing to drive a stick shift car if it meant driving manual.","M|I know the majority of people don't, but I'd be willing to drive a stick shift car if it meant driving manual."
56,A,And so why do you like stick shift?,A|And so why do you like stick shift?
57,M,I love stick shift.,M|I love stick shift.
58,A,Uh-huh.,A|Uh-huh.
59,M,"I don't know, I don't like stickshift.","M|I don't know, I don't like stickshift."
60,A,Uh-huh. Right.,A|Uh-huh. Right.
61,M,It's like a car.,M|It's like a car.
62,A,"Right, and actually it's probably safer on, you know, at long trips because it keeps you more active.","A|Right, and actually it's probably safer on, you know, at long trips because it keeps you more active."
63,M,"I like the idea of it, but I don't know, I'm not a very good pilot.","M|I like the idea of it, but I don't know, I'm not a very good pilot."
64,A,"So,","A|So,"
65,M,"Yeah, yeah.","M|Yeah, yeah."
