,Speaker,Utterance,Unified
5,M,"Ugh, the parents of kids who are going to school tomorrow.","M|Ugh, the parents of kids who are going to school tomorrow."
6,A,and the discipline that my daughter receives now in going to school is just totally different.,A|and the discipline that my daughter receives now in going to school is just totally different.
7,M,You are not disciplined.,M|You are not disciplined.
8,A,"You know, you just, you did not see, I did not see anybody in my classrooms, when I was going to school, act up the way that kids do these days in the classroom.","A|You know, you just, you did not see, I did not see anybody in my classrooms, when I was going to school, act up the way that kids do these days in the classroom."
9,M,"I'm not a child, I'm a human being.","M|I'm not a child, I'm a human being."
10,A,"Yeah, that's right,  that's right.","A|Yeah, that's right,  that's right."
11,M,"I know, that's why I said I was a little bit scared.","M|I know, that's why I said I was a little bit scared."
12,A,"My, my daughter's in the, um, fourth grade","A|My, my daughter's in the, um, fourth grade"
13,M,It's a girl,M|It's a girl
14,A,"and, um, there's children in her classroom that just totally disrupt the classroom, where the teacher cannot teach","A|and, um, there's children in her classroom that just totally disrupt the classroom, where the teacher cannot teach"
15,M,"Uhhh, and, uh, teacher, who's the teacher?","M|Uhhh, and, uh, teacher, who's the teacher?"
16,A,and when I went to school that just wasn't put up with.,A|and when I went to school that just wasn't put up with.
17,M,"Uhhh, uh, um, yeah, uh...","M|Uhhh, uh, um, yeah, uh..."
18,A,"Uh-huh. Well, they, they just don't do that any more.","A|Uh-huh. Well, they, they just don't do that any more."
19,M,"I was told that they are, uh, the teachers.","M|I was told that they are, uh, the teachers."
20,A,"But the school system's afraid of getting sued and, um, all sorts of lawsuits I'm sure because of things like that.","A|But the school system's afraid of getting sued and, um, all sorts of lawsuits I'm sure because of things like that."
21,M,We are.,M|We are.
22,A,"And, I also believe we don't, even though I feel like I pay a good share towards the school system, that the teachers are still underpaid and we still don't have enough money towards put in toward public school.","A|And, I also believe we don't, even though I feel like I pay a good share towards the school system, that the teachers are still underpaid and we still don't have enough money towards put in toward public school."
23,M,"We don't, that's why.","M|We don't, that's why."
24,A,"And, um, I think that if we had enough money and paid the teachers a little bit more, that maybe that could solve some of our problems.","A|And, um, I think that if we had enough money and paid the teachers a little bit more, that maybe that could solve some of our problems."
25,M,It's a joke,M|It's a joke
26,A,"Yes supposedly that's what it's suppose to go for, and you know, we'll just have to wait and see whether that's approved or not.","A|Yes supposedly that's what it's suppose to go for, and you know, we'll just have to wait and see whether that's approved or not."
27,M,...,M|...
28,A,"You know, I don't know your feelings toward that. I guess we shouldn't get into that but, um, and what else, um, I think in some ways that they need to be more careful of the teachers that they hire.","A|You know, I don't know your feelings toward that. I guess we shouldn't get into that but, um, and what else, um, I think in some ways that they need to be more careful of the teachers that they hire."
29,M,It's,M|It's
30,A,"I have heard stories, uh, from other parents that I know of, their children are in high school that teachers are out there giving drugs and selling drugs,","A|I have heard stories, uh, from other parents that I know of, their children are in high school that teachers are out there giving drugs and selling drugs,"
31,M,What,M|What
32,A,"Oh, yeah,","A|Oh, yeah,"
33,M,That's right.,M|That's right.
34,A,"I've, I've heard some horrible, horrible stories about high, high school teachers","A|I've, I've heard some horrible, horrible stories about high, high school teachers"
35,M,I'm sorry.,M|I'm sorry.
36,A,"and, you know, to be, be more careful of the teachers that we place in our school.","A|and, you know, to be, be more careful of the teachers that we place in our school."
37,M,That's why I keep a high school teacher's number.,M|That's why I keep a high school teacher's number.
38,A,"Um, that's basically about all that I know that may be wrong with the school system. I think, with what they have to work with, I think they're doing a pretty good job right now.","A|Um, that's basically about all that I know that may be wrong with the school system. I think, with what they have to work with, I think they're doing a pretty good job right now."
39,M,"... um... um... you know, um...","M|... um... um... you know, um..."
40,A,"Uh-huh, so.","A|Uh-huh, so."
41,M,So.what do you think?,M|So.what do you think?
42,A,"Yeah, okay, so this is probably a real hard subject for you.","A|Yeah, okay, so this is probably a real hard subject for you."
43,M,I am not really interested in the subject matter.,M|I am not really interested in the subject matter.
44,A,"Yeah. Okay, well, I guess, um, we can discontinue our call now.","A|Yeah. Okay, well, I guess, um, we can discontinue our call now."
45,M,I'm sorry,M|I'm sorry
46,A,It was a joy in talking with you.,A|It was a joy in talking with you.
47,M,I'm fine.,M|I'm fine.
48,A,"Okay, thanks.","A|Okay, thanks."
49,M,"Sorry. I just wanted to say, I have a feeling that the others are the same as me.","M|Sorry. I just wanted to say, I have a feeling that the others are the same as me."
50,A,Bye.,A|Bye.
