,Speaker,Utterance,Unified
5,M,...,M|...
6,A,Uh-huh. I agree with that.,A|Uh-huh. I agree with that.
7,M,,M|
8,A,"I guess, I'm, I'm a student right now and I don't make a whole lot of money and, so, I, I kind of don't pay a proportionate amount of taxes to, I guess, uh, compared to what I get, because I, you know, all my, my education is state sponsored. I go to a state sponsored school and, uh, my education all up through high school and stuff, so I guess I'm kind of in debt, I, I suppose, because I don't, you know, been paying taxes all that, all that long. My parents, I guess, however, have contributed to that, you know, for the education side of it and everything, but, uh, I usually end up getting money back. I will this year anyway from a,","A|I guess, I'm, I'm a student right now and I don't make a whole lot of money and, so, I, I kind of don't pay a proportionate amount of taxes to, I guess, uh, compared to what I get, because I, you know, all my, my education is state sponsored. I go to a state sponsored school and, uh, my education all up through high school and stuff, so I guess I'm kind of in debt, I, I suppose, because I don't, you know, been paying taxes all that, all that long. My parents, I guess, however, have contributed to that, you know, for the education side of it and everything, but, uh, I usually end up getting money back. I will this year anyway from a,"
9,M,I,M|I
10,A,"Yeah, I am I need it, too, otherwise,","A|Yeah, I am I need it, too, otherwise,"
11,M,',M|'
12,A,Uh-huh.,A|Uh-huh.
13,M,,M|
14,A,Uh-huh.,A|Uh-huh.
15,M,Oh. Uh.,M|Oh. Uh.
16,A,More taxes you pay.,A|More taxes you pay.
17,M,I think it's because of taxes.,M|I think it's because of taxes.
18,A,"Uh-huh. Isn't,","A|Uh-huh. Isn't,"
19,M,"That's uh, that's the thing, isn't it?","M|That's uh, that's the thing, isn't it?"
20,A,Uh-huh. Uh-huh.,A|Uh-huh. Uh-huh.
21,M,"Ugh, that's a lot of money.","M|Ugh, that's a lot of money."
22,A,Wow.,A|Wow.
23,M,"I'm not sure if it's just me, but I've been paying a ton of taxes.","M|I'm not sure if it's just me, but I've been paying a ton of taxes."
24,A,"Uh-huh. Well isn't,","A|Uh-huh. Well isn't,"
25,M,Oh. Uh,M|Oh. Uh
26,A,"Uh-huh, there's a lot, yeah, lot of hidden taxes.","A|Uh-huh, there's a lot, yeah, lot of hidden taxes."
27,M,"Uhh, you don't pay taxes on the income of your income, right?","M|Uhh, you don't pay taxes on the income of your income, right?"
28,A,"Uh-huh. The taxes that people don't think about that, yeah, the, the, the income tax is a lot more visible portion of the taxes you pay, I guess.","A|Uh-huh. The taxes that people don't think about that, yeah, the, the, the income tax is a lot more visible portion of the taxes you pay, I guess."
29,M,,M|
30,A,"Uh-huh. There was that, which was it Jerry Brown, one of the democratic candidates had a proposal for doing away with all the, the tax codes they have now and implementing a I think a flat percentage, something like that.","A|Uh-huh. There was that, which was it Jerry Brown, one of the democratic candidates had a proposal for doing away with all the, the tax codes they have now and implementing a I think a flat percentage, something like that."
31,M,I think.,M|I think.
32,A,Uh-huh.,A|Uh-huh.
33,M,This.,M|This.
34,A,"Right. Exactly. That's, because until, like eight,","A|Right. Exactly. That's, because until, like eight,"
35,M,you..,M|you..
36,A,"Up until, like, eighty-five or something was the,","A|Up until, like, eighty-five or something was the,"
