,Speaker,Utterance,Unified
5,M,What??? I've been doing this for months.,M|What??? I've been doing this for months.
6,A,"Oh, so this is the first time I've even done it.","A|Oh, so this is the first time I've even done it."
7,M,"Yup, you're right","M|Yup, you're right"
8,A,I wonder how long it's going to be on for.,A|I wonder how long it's going to be on for.
9,M,It's been on for a few minutes now,M|It's been on for a few minutes now
10,A,"Oh, no, I mean, this whole thing, like for two months or something, do you know?","A|Oh, no, I mean, this whole thing, like for two months or something, do you know?"
11,M,I'm not sure. I was just going to post it here.,M|I'm not sure. I was just going to post it here.
12,A,"Yeah, okay, well back to crime, I guess we're supposed to talk about that. They say what aspect are you worried about, well, I think at this point, I for one am worried about every aspect","A|Yeah, okay, well back to crime, I guess we're supposed to talk about that. They say what aspect are you worried about, well, I think at this point, I for one am worried about every aspect"
13,M,I'm not sure.,M|I'm not sure.
14,A,"I think the drive by shootings are getting to be so common, that's really a, something you got to protect yourself from.","A|I think the drive by shootings are getting to be so common, that's really a, something you got to protect yourself from."
15,M,.the.very.very.,M|.the.very.very.
16,A,"Uh-huh, golly I know.","A|Uh-huh, golly I know."
17,M,What are you gonna do?,M|What are you gonna do?
18,A,Have they done that in Garland?,A|Have they done that in Garland?
19,M,There are a few shootings in Garland and a few in the southside.,M|There are a few shootings in Garland and a few in the southside.
20,A,"Now, um,","A|Now, um,"
21,M,"I'm sorry, I don't speak English.","M|I'm sorry, I don't speak English."
22,A,Right.,A|Right.
23,M,I think they did.,M|I think they did.
24,A,"Well, we had a vice principal shot at here last year on the, you know, on the school grounds after school.","A|Well, we had a vice principal shot at here last year on the, you know, on the school grounds after school."
25,M,"I was just thinking about that, I think it would be a good idea to have them in the school, and then some.","M|I was just thinking about that, I think it would be a good idea to have them in the school, and then some."
26,A,"And the one boy killed himself a few years ago, in the, in a grade school, so you know, these kids don't have any trouble getting a hold of guns in any in any neighborhood, doesn't seem like.","A|And the one boy killed himself a few years ago, in the, in a grade school, so you know, these kids don't have any trouble getting a hold of guns in any in any neighborhood, doesn't seem like."
27,M,And we have the two most important gun rights in the world.,M|And we have the two most important gun rights in the world.
28,A,"So. Yeah, it's kind of scary to think, you send your child to school and you wonder if he's going to get shot. I mean, we didn't have to worry about that before.","A|So. Yeah, it's kind of scary to think, you send your child to school and you wonder if he's going to get shot. I mean, we didn't have to worry about that before."
29,M,The.Joke.About.This.,M|The.Joke.About.This.
30,A,What next?,A|What next?
31,M,"No, it's not","M|No, it's not"
32,A,"Right, and, you know, we can't really depend on the police to solve all this, they just can't do it.","A|Right, and, you know, we can't really depend on the police to solve all this, they just can't do it."
