,Speaker,Utterance,Unified
5,M,?,M|?
6,A,"and then when I would come home and he would leave, and, um, so I think one day one of our kids said, you know, someone came home and they said, well, when is dad leaving or something. It was like that they thought that's the way life was, that you didn't have two parents at home at the same time.","A|and then when I would come home and he would leave, and, um, so I think one day one of our kids said, you know, someone came home and they said, well, when is dad leaving or something. It was like that they thought that's the way life was, that you didn't have two parents at home at the same time."
7,M,,M|
8,A,"And so I think, um, it's become real important to me that we try to spend time together as a family. So there's one or two nights a week, we have a, on Monday nights we set aside time where it's called, uh, family home evening and we stay home that evening, all of us, and we do things together.","A|And so I think, um, it's become real important to me that we try to spend time together as a family. So there's one or two nights a week, we have a, on Monday nights we set aside time where it's called, uh, family home evening and we stay home that evening, all of us, and we do things together."
9,M,no,M|no
10,A,Yes.,A|Yes.
11,M,...,M|...
12,A,"Oh, you are?","A|Oh, you are?"
13,M,I'm not a monster.,M|I'm not a monster.
14,A,"Yes and,","A|Yes and,"
15,M,You are.,M|You are.
16,A,"So you do that and, right, and then we try to do a family activity on Saturday, usually in the morning.","A|So you do that and, right, and then we try to do a family activity on Saturday, usually in the morning."
17,M,We can do a night's,M|We can do a night's
18,A,"Right, and then, you know, sometimes we try to do our lesson on Sunday night and then our activity or something on Monday but, We're, it's real important to us to spend time together.","A|Right, and then, you know, sometimes we try to do our lesson on Sunday night and then our activity or something on Monday but, We're, it's real important to us to spend time together."
19,M,It's. Not.,M|It's. Not.
20,A,I have two.,A|I have two.
21,M,I'm sorry. I'm sorry I'm so sorry.,M|I'm sorry. I'm sorry I'm so sorry.
22,A,"Uh-huh. I have a girl and a boy, and the boy's five, he's in kindergarten, and the girl is four. She'll be in kindergarten next year. Uh-huh.","A|Uh-huh. I have a girl and a boy, and the boy's five, he's in kindergarten, and the girl is four. She'll be in kindergarten next year. Uh-huh."
23,M,I'll be her friend.,M|I'll be her friend.
24,A,Uh-huh.,A|Uh-huh.
25,M,Hmmmmmm... I have two.,M|Hmmmmmm... I have two.
26,A,They are a handful.,A|They are a handful.
27,M,The only time I have ever been told that my kids are a lot of fun.,M|The only time I have ever been told that my kids are a lot of fun.
28,A,Uh-huh.,A|Uh-huh.
29,M,"Well uh, I have no kids.","M|Well uh, I have no kids."
30,A,Uh-huh.,A|Uh-huh.
31,M,What about her?,M|What about her?
32,A,Yes.,A|Yes.
33,M,"Uuh, uh, she?","M|Uuh, uh, she?"
34,A,Uh-huh.,A|Uh-huh.
35,M,"Yeah, uh, she's not dead","M|Yeah, uh, she's not dead"
36,A,Uh-huh.,A|Uh-huh.
37,M,Huehuehuhueh.,M|Huehuehuhueh.
38,A,"Well, no, and it's, it's just not, um, it's not as stable for the kids,","A|Well, no, and it's, it's just not, um, it's not as stable for the kids,"
39,M,,M|
40,A,"and they, everybody decided to come over and talk to me right now. But, uh, it's, yeah.","A|and they, everybody decided to come over and talk to me right now. But, uh, it's, yeah."
41,M,I think they're just not as funny as they used to be.,M|I think they're just not as funny as they used to be.
42,A,"Well, it's also important, I think, um, for my husband. I, I try to go out of my way to, to plan things that he can do with the kids because, since I am home with them and so I get a lot of time with them, he needs to have, um, some time with them.","A|Well, it's also important, I think, um, for my husband. I, I try to go out of my way to, to plan things that he can do with the kids because, since I am home with them and so I get a lot of time with them, he needs to have, um, some time with them."
43,M,Yes.,M|Yes.
44,A,"So he, when he comes home, he, um, you know, it's his job at night. He puts the kids to bed,","A|So he, when he comes home, he, um, you know, it's his job at night. He puts the kids to bed,"
45,M,I'm ahem.,M|I'm ahem.
46,A,"and he reads to them,","A|and he reads to them,"
47,M,"he sits down, and I sit down","M|he sits down, and I sit down"
48,A,"and he spends about an hour doing that, and that's, that's pretty good quality time, with them,","A|and he spends about an hour doing that, and that's, that's pretty good quality time, with them,"
49,M,"I don't know, but he spends hours reading,","M|I don't know, but he spends hours reading,"
50,A,"and, um, but it's hard for him on Saturdays. He, he wants, Right, he wants to run out and get things done,","A|and, um, but it's hard for him on Saturdays. He, he wants, Right, he wants to run out and get things done,"
51,M,"He has to be, he's a lot of fun to watch.","M|He has to be, he's a lot of fun to watch."
52,A,"and so, um, I try to say, well, why don't you go fly kites or why don't you do something.","A|and so, um, I try to say, well, why don't you go fly kites or why don't you do something."
53,M,"I, uh, don't think he's gonna, he's, uh... not a guy.","M|I, uh, don't think he's gonna, he's, uh... not a guy."
54,A,"And if I have something in mind, then he, he remembers that, that's what he wants to do.","A|And if I have something in mind, then he, he remembers that, that's what he wants to do."
55,M,"... And then he, he wants, to go fly, and do something.","M|... And then he, he wants, to go fly, and do something."
56,A,Uh-huh.,A|Uh-huh.
57,M,I think,M|I think
58,A,Uh-huh.,A|Uh-huh.
59,M,What's your wife?,M|What's your wife?
60,A,Uh-huh.,A|Uh-huh.
61,M,They had a fun time running around and playing.,M|They had a fun time running around and playing.
62,A,Yes.,A|Yes.
63,M,Are they happy with your decision?,M|Are they happy with your decision?
64,A,Uh-huh.,A|Uh-huh.
65,M,And we did they have kids?,M|And we did they have kids?
66,A,"Well, that's right. But I do think, um, you know, like the current trends are that, um, the family unit is devaluated. It's not nearly as important.","A|Well, that's right. But I do think, um, you know, like the current trends are that, um, the family unit is devaluated. It's not nearly as important."
67,M,You.,M|You.
68,A,"We find that, you know, back just even fifty years ago when people had financial problems, the first place they went to was their family.","A|We find that, you know, back just even fifty years ago when people had financial problems, the first place they went to was their family."
69,M,I think.,M|I think.
70,A,"And families took care of themselves and, um, but now, you know, people don't, they don't support each other that way.","A|And families took care of themselves and, um, but now, you know, people don't, they don't support each other that way."
71,M,"The family, family, families.","M|The family, family, families."
72,A,Uh-huh.,A|Uh-huh.
73,M,I know right?,M|I know right?
74,A,"That's right and,","A|That's right and,"
75,M,"That and, and","M|That and, and"
76,A,"Right, right,","A|Right, right,"
77,M,"I don't, but I'm right.","M|I don't, but I'm right."
78,A,"And it's not an easy sacrifice for a person to make, because, you know, I, you know, I have interests that, too,","A|And it's not an easy sacrifice for a person to make, because, you know, I, you know, I have interests that, too,"
79,M,"I'm not, but I'm the one who's asking.","M|I'm not, but I'm the one who's asking."
80,A,"and it is hard to make, uh, those interests not be as a major part of my life.","A|and it is hard to make, uh, those interests not be as a major part of my life."
81,M,"No, right.","M|No, right."
82,A,Uh-huh.,A|Uh-huh.
83,M,Oh. Right.,M|Oh. Right.
84,A,Uh-huh.,A|Uh-huh.
85,M,"Yeah, uh.","M|Yeah, uh."
86,A,Right.,A|Right.
87,M,I think.,M|I think.
88,A,"It is temporary. It, in the middle of it, it seems like a long time,","A|It is temporary. It, in the middle of it, it seems like a long time,"
89,M,It's,M|It's
90,A,"but you're right, it is temporary. Well, I see that we both share the same belief here that it's important that we spend time with our kids","A|but you're right, it is temporary. Well, I see that we both share the same belief here that it's important that we spend time with our kids"
91,M,"That's true, but it's still temporary.","M|That's true, but it's still temporary."
92,A,"and, and, in spite of,","A|and, and, in spite of,"
93,M,They are in the same house.,M|They are in the same house.
94,A,Uh-huh.,A|Uh-huh.
95,M,"well, it's a long shot, but it's always the best idea.","M|well, it's a long shot, but it's always the best idea."
96,A,Yes.,A|Yes.
97,M,Do they have any children?,M|Do they have any children?
98,A,That's true.,A|That's true.
99,M,I've never heard of a single girl having a son or daughter.,M|I've never heard of a single girl having a son or daughter.
100,A,Uh-huh.,A|Uh-huh.
101,M,I know I'm just not sure about,M|I know I'm just not sure about
102,A,Yeah.,A|Yeah.
103,M,"He, just, with.","M|He, just, with."
104,A,"Well, it is, the hardest thing I've ever done, as much as you'd go out","A|Well, it is, the hardest thing I've ever done, as much as you'd go out"
105,M,"Oh I know, I'm just saying that it's not as bad as I thought it would be.","M|Oh I know, I'm just saying that it's not as bad as I thought it would be."
106,A,"and,","A|and,"
107,M,"I'm sorry, but...","M|I'm sorry, but..."
108,A,Uh-huh.,A|Uh-huh.
