Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns	Span Lists
2	0	3	i think that	31	5	3	B	26,31	[[26, 31]]
2	0	3	i mean i	3	3	1	B	0,3	[[0, 3]]
8	4	2	i think	23	13	5	B	18,20,22,23,25,26,28,31	[[18, 20, 22, 23], [20, 22, 23, 25], [22, 23, 25], [26, 28, 31]]
2	0	2	, uh	15	3	1	B	12,15	[[12, 15]]
2	0	2	, you	15	3	2	B	12,15	[[12, 15]]
3	1	2	that ,	15	5	2	B	10,12,15	[[10, 12, 15]]
2	0	2	you know	15	3	1	B	12,15	[[12, 15]]
14	6	1	i	3	31	1	B	0,3,10,12,14,15,18,20,22,23,25,26,28,31	[[0, 3], [10, 12, 14, 15], [12, 14, 15], [14, 15], [18, 20, 22, 23], [20, 22, 23, 25], [22, 23, 25], [26, 28, 31], [28, 31]]
12	6	1	think	15	21	4	B	10,12,14,15,18,20,22,23,25,26,28,31	[[10, 12, 14, 15], [12, 14, 15], [14, 15], [18, 20, 22, 23], [20, 22, 23, 25], [22, 23, 25], [26, 28, 31]]
9	3	1	that	9	25	2	B	6,8,9,10,12,14,15,26,31	[[6, 8, 9], [8, 9], [10, 12, 14, 15], [12, 14, 15], [14, 15], [26, 31]]
2	0	1	a	31	5	2	B	26,31	[[26, 31]]
3	1	1	if	31	5	1	B	26,28,31	[[26, 28, 31]]
2	0	1	would	15	1	2	B	14,15	[[14, 15]]
2	0	1	you	15	3	2	B	12,15	[[12, 15]]
3	1	1	be	31	5	3	B	26,28,31	[[26, 28, 31]]
2	0	1	they	31	3	1	B	28,31	[[28, 31]]
2	0	1	them	15	3	1	B	12,15	[[12, 15]]
