Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns	Span Lists
7	1	2	, i	29	41	1	B	26,29,54,57,62,66,67	[[26, 29], [54, 57], [62, 66, 67]]
2	0	2	, uh	7	3	1	B	4,7	[[4, 7]]
2	0	2	well ,	73	3	1	B	70,73	[[70, 73]]
2	0	2	yeah .	25	5	1	B	20,25	[[20, 25]]
2	0	2	i think	67	1	1	B	66,67	[[66, 67]]
4	0	2	the cowboys	17	61	1	B	12,17,70,73	[[12, 17], [70, 73]]
2	0	2	, they	1	1	1	B	0,1	[[0, 1]]
2	0	2	that ,	57	3	1	B	54,57	[[54, 57]]
2	0	2	they were	41	1	2	B	40,41	[[40, 41]]
2	0	2	for a	67	1	1	B	66,67	[[66, 67]]
2	0	2	i've never	15	1	1	B	14,15	[[14, 15]]
2	0	2	when i	67	5	1	B	62,67	[[62, 67]]
12	2	1	i	5	63	1	B	4,5,26,29,36,39,52,54,57,62,66,67	[[4, 5], [26, 29], [36, 39], [52, 54, 57], [54, 57], [62, 66, 67], [66, 67]]
6	2	1	a	11	59	2	B	8,11,62,64,66,67	[[8, 11], [62, 64, 66, 67]]
4	0	1	well	55	23	2	B	50,55,70,73	[[50, 55], [70, 73]]
4	0	1	and	39	33	1	B	34,39,66,67	[[34, 39], [66, 67]]
4	0	1	they	1	41	1	B	0,1,40,41	[[0, 1], [40, 41]]
4	0	1	think	5	63	1	B	4,5,66,67	[[4, 5], [66, 67]]
6	0	1	that	17	63	1	B	12,17,54,57,72,75	[[12, 17], [54, 57], [72, 75]]
3	1	1	been	15	5	2	B	10,14,15	[[10, 14, 15]]
4	0	1	cowboys	17	61	1	B	12,17,70,73	[[12, 17], [70, 73]]
4	0	1	i've	15	43	1	B	14,15,56,57	[[14, 15], [56, 57]]
2	0	1	him	15	1	1	B	14,15	[[14, 15]]
2	0	1	were	41	1	2	B	40,41	[[40, 41]]
2	0	1	up	39	5	1	B	34,39	[[34, 39]]
