Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns	Span Lists
2	0	3	the rope bridge	29	1	1	f	28,29	[[28, 29]]
2	0	3	how far along	71	3	1	f	68,71	[[68, 71]]
11	1	2	of the	21	117	2	f	18,20,21,30,35,60,61,112,117,134,135	[[18, 20, 21], [20, 21], [30, 35], [60, 61], [112, 117], [134, 135]]
5	1	2	at the	21	41	1	f	20,21,56,60,61	[[20, 21], [56, 60, 61]]
3	1	2	on the	13	3	2	f	10,12,13	[[10, 12, 13]]
4	0	2	the rope	29	5	1	f	28,29,30,33	[[28, 29, 30, 33]]
2	0	2	i do	19	3	1	f	16,19	[[16, 19]]
2	0	2	i'm at	21	1	1	f	20,21	[[20, 21]]
2	0	2	right of	35	1	1	f	34,35	[[34, 35]]
3	1	2	and the	59	5	1	f	56,59,61	[[56, 59, 61]]
3	1	2	cross over	31	3	2	f	28,30,31	[[28, 30, 31]]
2	0	2	city is	89	5	1	f	84,89	[[84, 89]]
2	0	2	i see	137	5	1	f	132,137	[[132, 137]]
2	0	2	move straight	101	3	1	f	98,101	[[98, 101]]
2	0	2	so ehm	135	1	1	f	134,135	[[134, 135]]
2	0	2	the camp	7	5	1	f	2,7	[[2, 7]]
24	6	1	i	7	133	1	f	4,7,16,18,19,21,30,31,48,51,68,71,73,84,85,87,96,99,128,132,133,134,135,137	[[4, 7], [16, 18, 19, 21], [18, 19, 21], [30, 31], [48, 51], [68, 71, 73], [84, 85, 87], [96, 99], [128, 132, 133], [132, 133, 134, 135, 137]]
19	5	1	of	5	129	2	f	2,4,5,10,12,13,18,20,21,30,34,35,60,61,112,117,128,129,131	[[2, 4, 5], [4, 5], [10, 12, 13], [12, 13], [18, 20, 21], [20, 21], [30, 34, 35], [34, 35], [60, 61], [112, 117], [128, 129, 131]]
3	1	1	yeah	83	3	12	f	80,82,83	[[80, 82, 83], [82, 83]]
15	5	1	i'm	15	85	1	f	10,15,16,18,20,21,28,30,31,35,90,92,93,94,95	[[10, 15], [16, 18, 20, 21], [18, 20, 21], [20, 21], [28, 30, 31], [30, 31, 35], [90, 92, 93, 94, 95]]
9	3	1	and	23	105	2	f	22,23,56,59,61,120,124,125,127	[[22, 23], [56, 59, 61], [120, 124, 125], [124, 125, 127]]
2	0	1	a	15	5	2	f	10,15	[[10, 15]]
2	0	1	have	97	1	2	f	96,97	[[96, 97]]
5	1	1	at	21	41	1	f	20,21,56,60,61	[[20, 21], [56, 60, 61]]
3	1	1	about	27	5	3	f	22,24,27	[[22, 24, 27], [24, 27]]
5	1	1	left	9	17	1	f	6,9,18,22,23	[[6, 9], [18, 22, 23], [22, 23]]
2	0	1	move	101	3	3	f	98,101	[[98, 101]]
2	0	1	along	71	3	2	f	68,71	[[68, 71]]
2	0	1	down	9	3	1	f	6,9	[[6, 9]]
3	1	1	on	13	3	2	f	10,12,13	[[10, 12, 13]]
2	0	1	page	25	3	1	f	22,25	[[22, 25]]
6	0	1	bridge	29	33	1	f	28,29,30,31,56,61	[[28, 29, 30, 31], [30, 31], [56, 61]]
2	0	1	is	89	5	1	f	84,89	[[84, 89]]
2	0	1	tree	21	1	4	f	20,21	[[20, 21]]
2	0	1	ehm	135	1	4	f	134,135	[[134, 135]]
2	0	1	oh	137	5	1	f	132,137	[[132, 137]]
2	0	1	almost	101	1	2	f	100,101	[[100, 101]]
2	0	1	camp	7	5	1	f	2,7	[[2, 7]]
2	0	1	city	89	5	1	f	84,89	[[84, 89]]
2	0	1	map	13	1	3	f	12,13	[[12, 13]]
3	1	1	steps	45	3	1	f	44,45,47	[[44, 45, 47]]
3	1	1	cross	31	3	2	f	28,30,31	[[28, 30, 31]]
2	0	1	standing	35	5	1	f	30,35	[[30, 35]]
