Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns	Span Lists
2	0	3	i end up	75	1	2	f	74,75	[[74, 75]]
10	0	2	to the	3	197	1	f	0,3,26,31,94,95,178,181,194,197	[[0, 3], [26, 31], [94, 95], [178, 181], [194, 197]]
2	0	2	the right	27	3	3	f	24,27	[[24, 27]]
4	0	2	of it	37	45	3	f	34,37,76,79	[[34, 37], [76, 79]]
2	0	2	side of	193	3	2	f	190,193	[[190, 193]]
3	1	2	and then	15	5	1	f	14,15,19	[[14, 15, 19]]
2	0	2	how far	5	3	1	f	2,5	[[2, 5]]
2	0	2	the pine	39	1	1	f	38,39	[[38, 39]]
2	0	2	an avalanche	61	3	1	f	58,61	[[58, 61]]
2	0	2	hit anything	83	1	1	f	82,83	[[82, 83]]
2	0	2	of a	73	1	1	f	72,73	[[72, 73]]
58	12	1	the	1	203	1	f	0,1,3,6,8,9,24,25,26,27,28,31,32,34,37,38,39,41,64,65,66,68,70,71,74,75,76,77,84,85,87,89,94,95,96,97,101,104,105,109,116,117,118,119,120,121,146,148,149,151,168,173,178,181,194,197,198,203	[[0, 1, 3], [6, 8, 9], [8, 9], [24, 25, 26, 27], [26, 27, 28, 31], [28, 31], [32, 34, 37], [34, 37, 38, 39], [38, 39, 41], [64, 65], [66, 68, 70, 71], [68, 70, 71], [70, 71, 74, 75], [74, 75, 76, 77], [76, 77], [84, 85, 87, 89], [94, 95, 96, 97], [96, 97, 101], [104, 105, 109], [116, 117, 118, 119, 120, 121], [118, 119, 120, 121], [120, 121], [146, 148, 149, 151], [148, 149, 151], [168, 173], [178, 181], [194, 197], [198, 203]]
25	5	1	right	17	179	5	f	14,16,17,19,24,27,74,75,84,89,96,101,120,121,122,123,146,147,158,162,163,165,167,192,193	[[14, 16, 17, 19], [16, 17, 19], [24, 27], [74, 75], [84, 89], [96, 101], [120, 121, 122, 123], [122, 123], [146, 147], [158, 162, 163], [162, 163, 165, 167], [192, 193]]
16	2	1	to	3	197	1	f	0,3,24,26,27,31,74,79,94,95,178,181,186,191,194,197	[[0, 3], [24, 26, 27], [26, 27, 31], [74, 79], [94, 95], [178, 181], [186, 191], [194, 197]]
24	2	1	of	31	167	2	f	26,28,31,32,34,37,64,65,70,71,72,73,74,75,76,79,84,89,94,95,96,97,190,193	[[26, 28, 31], [28, 31], [32, 34, 37], [34, 37], [64, 65], [70, 71, 72, 73, 74, 75], [72, 73, 74, 75], [74, 75, 76, 79], [76, 79], [84, 89], [94, 95, 96, 97], [96, 97], [190, 193]]
13	1	1	it	9	71	1	f	8,9,10,11,34,35,37,58,61,64,67,76,79	[[8, 9, 10, 11], [10, 11], [34, 35, 37], [58, 61], [64, 67], [76, 79]]
9	1	1	a	13	127	1	f	12,13,72,73,106,111,136,137,139	[[12, 13], [72, 73], [106, 111], [136, 137, 139]]
6	0	1	i'm	33	149	2	f	32,33,84,85,178,181	[[32, 33], [84, 85], [178, 181]]
6	2	1	have	7	135	1	f	6,7,136,137,139,141	[[6, 7], [136, 137, 139, 141]]
2	0	1	it's	73	1	1	f	72,73	[[72, 73]]
4	0	1	so	27	87	2	f	24,27,106,111	[[24, 27], [106, 111]]
4	0	1	curve	9	65	1	f	8,9,72,73	[[8, 9], [72, 73]]
2	0	1	but	145	3	1	f	142,145	[[142, 145]]
3	1	1	hideout	71	5	2	f	66,68,71	[[66, 68, 71], [68, 71]]
2	0	1	side	193	3	2	f	190,193	[[190, 193]]
2	0	1	along	69	5	3	f	64,69	[[64, 69]]
2	0	1	just	13	3	1	f	10,13	[[10, 13]]
4	0	1	corner	51	71	1	f	50,51,120,121	[[50, 51], [120, 121]]
4	0	1	how	5	9	1	f	2,5,8,11	[[2, 5], [8, 11]]
3	1	1	then	15	5	1	f	14,15,19	[[14, 15, 19]]
2	0	1	well	101	5	1	f	96,101	[[96, 101]]
2	0	1	grove	41	3	1	f	38,41	[[38, 41]]
4	0	1	still	35	111	1	f	34,35,144,145	[[34, 35], [144, 145]]
2	0	1	an	61	3	2	f	58,61	[[58, 61]]
2	0	1	page	193	3	1	f	190,193	[[190, 193]]
2	0	1	touching	55	3	1	f	52,55	[[52, 55]]
2	0	1	washed	183	1	1	f	182,183	[[182, 183]]
