,response,context,context/0,context/1,context/2,context/3
0,"you have a business, this is there is business.","Well, we have this philosophy, we use it when we go off somewhere but we pay for it as soon as we come back, you know, as soon as we get our bills, we pay it off.",What about you?,Yeah.,"Well, I keep trying to get away from them, I used to use a lot of credit cards I guess for a while I would use, you know, a variety of the Visa and the MasterCard and the stores, but I think I, I impulse buy too much with them or I buy things, you know, I see it on sale and I think, oh, it's on sale I have to get it, and I really don't need it or I really haven't budgeted for it so, um, the last couple of years I really have tried not to use them at all.","Okay, how do you feel about them?"
1,It ',Uh-huh. Uh-huh.,"Well, we have this philosophy, we use it when we go off somewhere but we pay for it as soon as we come back, you know, as soon as we get our bills, we pay it off.",What about you?,Yeah.,"Well, I keep trying to get away from them, I used to use a lot of credit cards I guess for a while I would use, you know, a variety of the Visa and the MasterCard and the stores, but I think I, I impulse buy too much with them or I buy things, you know, I see it on sale and I think, oh, it's on sale I have to get it, and I really don't need it or I really haven't budgeted for it so, um, the last couple of years I really have tried not to use them at all."
2,... You don't have a house.,And we only have one. We tore all the rest of them up.,Uh-huh. Uh-huh.,"Well, we have this philosophy, we use it when we go off somewhere but we pay for it as soon as we come back, you know, as soon as we get our bills, we pay it off.",What about you?,Yeah.
3,we've got 3.5 billion people.,okay.,And we only have one. We tore all the rest of them up.,Uh-huh. Uh-huh.,"Well, we have this philosophy, we use it when we go off somewhere but we pay for it as soon as we come back, you know, as soon as we get our bills, we pay it off.",What about you?
4,I,"Because I don't like credit cards for one thing, you know, I mean, they're okay, I guess, if you're on a trip or something, you don't have to take a whole bunch of, you know, cash with you,",okay.,And we only have one. We tore all the rest of them up.,Uh-huh. Uh-huh.,"Well, we have this philosophy, we use it when we go off somewhere but we pay for it as soon as we come back, you know, as soon as we get our bills, we pay it off."
5,uhhuh. Uhuh.,Uh-huh. Right.,"Because I don't like credit cards for one thing, you know, I mean, they're okay, I guess, if you're on a trip or something, you don't have to take a whole bunch of, you know, cash with you,",okay.,And we only have one. We tore all the rest of them up.,Uh-huh. Uh-huh.
6,They're all free,"but I don't like using them because I've seen too many people that used them and ended up bankrupt or on,  chapter thirteen and stuff like that.",Uh-huh. Right.,"Because I don't like credit cards for one thing, you know, I mean, they're okay, I guess, if you're on a trip or something, you don't have to take a whole bunch of, you know, cash with you,",okay.,And we only have one. We tore all the rest of them up.
7,I think you can get the cash from the bank.,Huh.  Uh-huh.,"but I don't like using them because I've seen too many people that used them and ended up bankrupt or on,  chapter thirteen and stuff like that.",Uh-huh. Right.,"Because I don't like credit cards for one thing, you know, I mean, they're okay, I guess, if you're on a trip or something, you don't have to take a whole bunch of, you know, cash with you,",okay.
8,Why don't,"Because they have this weird opinion that if you use that card, you don't have to pay for it.",Huh.  Uh-huh.,"but I don't like using them because I've seen too many people that used them and ended up bankrupt or on,  chapter thirteen and stuff like that.",Uh-huh. Right.,"Because I don't like credit cards for one thing, you know, I mean, they're okay, I guess, if you're on a trip or something, you don't have to take a whole bunch of, you know, cash with you,"
9,No.,"That's true if, if it's on the credit card it doesn't seem like it's money out of your pocket. Sometimes you may think, well, I don't have the money so you use the credit card it's like fake money or something.","Because they have this weird opinion that if you use that card, you don't have to pay for it.",Huh.  Uh-huh.,"but I don't like using them because I've seen too many people that used them and ended up bankrupt or on,  chapter thirteen and stuff like that.",Uh-huh. Right.
10,I,"Yeah, yeah, and it gives you a, um, a false sense of security or something it seems like because you say, oh, well, I don't have to pay for it now but you're going to have to pay for it,  and it seems like...","That's true if, if it's on the credit card it doesn't seem like it's money out of your pocket. Sometimes you may think, well, I don't have the money so you use the credit card it's like fake money or something.","Because they have this weird opinion that if you use that card, you don't have to pay for it.",Huh.  Uh-huh.,"but I don't like using them because I've seen too many people that used them and ended up bankrupt or on,  chapter thirteen and stuff like that."
11,This.,"Yeah, you think, well, I don't have it now but payday will come and then I'll have the money.","Yeah, yeah, and it gives you a, um, a false sense of security or something it seems like because you say, oh, well, I don't have to pay for it now but you're going to have to pay for it,  and it seems like...","That's true if, if it's on the credit card it doesn't seem like it's money out of your pocket. Sometimes you may think, well, I don't have the money so you use the credit card it's like fake money or something.","Because they have this weird opinion that if you use that card, you don't have to pay for it.",Huh.  Uh-huh.
