,response,context,context/0,context/1,context/2,context/3
0,and,"Uh-huh, yeah, you still have to do it. I, I,","And I don't, I think in some cases it doesn't matter if it's a deterrent or not.","Uh-huh, I do, too, yep.","Well, I think that in some cases, it is warranted.","Okay, looks like we're ready to go. Capital punishment, uh, the problem I have with capital punishment is that, uh, uh, it's supposed to be a deterrent to crime, but I don't think that it really actually does that. I don't think it deters anybody, because most of the time crimes are, uh, are committed with a, without any thought to the consequences and they don't think that, uh, stop and think and say, well, maybe I shouldn't do this, uh, because, uh, I might get the gas chamber or something like that. They worry about it afterwards and then they try and get out of it. And, uh, how about you"
1,You have to be a murderer to have a choice.,"I mean I mean, I'm thinking of an extreme case like a serial murderer","Uh-huh, yeah, you still have to do it. I, I,","And I don't, I think in some cases it doesn't matter if it's a deterrent or not.","Uh-huh, I do, too, yep.","Well, I think that in some cases, it is warranted."
2,"Uhh, I think that's an extreme situation.",Uh-huh.,"I mean I mean, I'm thinking of an extreme case like a serial murderer","Uh-huh, yeah, you still have to do it. I, I,","And I don't, I think in some cases it doesn't matter if it's a deterrent or not.","Uh-huh, I do, too, yep."
3,"Uhh, it's not illegal.","or,",Uh-huh.,"I mean I mean, I'm thinking of an extreme case like a serial murderer","Uh-huh, yeah, you still have to do it. I, I,","And I don't, I think in some cases it doesn't matter if it's a deterrent or not."
4,"Uhh, you're thinking of a serial killer.","So you're in, you're in favor of capital punishment, then.","or,",Uh-huh.,"I mean I mean, I'm thinking of an extreme case like a serial murderer","Uh-huh, yeah, you still have to do it. I, I,"
5,"You're not in a position to make decisions about it, you're a person.","Well, for some things.","So you're in, you're in favor of capital punishment, then.","or,",Uh-huh.,"I mean I mean, I'm thinking of an extreme case like a serial murderer"
6,I meant that I like it.,Right.,"Well, for some things.","So you're in, you're in favor of capital punishment, then.","or,",Uh-huh.
7,"I mean, it's not like anyone is going to do something about it.","I think for serial murder it is warranted because if a person who would do something like that in cold blood,",Right.,"Well, for some things.","So you're in, you're in favor of capital punishment, then.","or,"
8,Serial murder,"Uh-huh. Uh-huh. Needs to be punished or, uh, eliminated from society.","I think for serial murder it is warranted because if a person who would do something like that in cold blood,",Right.,"Well, for some things.","So you're in, you're in favor of capital punishment, then."
9,You can't say that about a murderer.,"I mean, you can't guarantee that they wouldn't escape from prison and do it again.","Uh-huh. Uh-huh. Needs to be punished or, uh, eliminated from society.","I think for serial murder it is warranted because if a person who would do something like that in cold blood,",Right.,"Well, for some things."
10,And then the police would just do it in prison.,Right. And then do it all over again. Uh-huh.,"I mean, you can't guarantee that they wouldn't escape from prison and do it again.","Uh-huh. Uh-huh. Needs to be punished or, uh, eliminated from society.","I think for serial murder it is warranted because if a person who would do something like that in cold blood,",Right.
11,Because he did it.,"And I don't think that, that rehabilitation is effective.",Right. And then do it all over again. Uh-huh.,"I mean, you can't guarantee that they wouldn't escape from prison and do it again.","Uh-huh. Uh-huh. Needs to be punished or, uh, eliminated from society.","I think for serial murder it is warranted because if a person who would do something like that in cold blood,"
12,,"Right. Have to agree with you, and I'm kind of in favor of capital punishment also. I just don't think that it acts much as a deterrent to these people because, uh, you still see them committing the same crimes, but, I tend to agree with you that, uh, we should have it I just, I don't know that it's always effective but I guess we, uh, we're kind of stuck with it. It's, it's a difficult, uh, problem, isn't it, to determine how you're going to punish somebody for a particular crime, uh,","And I don't think that, that rehabilitation is effective.",Right. And then do it all over again. Uh-huh.,"I mean, you can't guarantee that they wouldn't escape from prison and do it again.","Uh-huh. Uh-huh. Needs to be punished or, uh, eliminated from society."
13,,"But, then, you know, I think that, that some murderers don't really warrant capital punishment. You know, just, like, for example, uh, you know, you hear about cases where women have killed their husbands who abused them","Right. Have to agree with you, and I'm kind of in favor of capital punishment also. I just don't think that it acts much as a deterrent to these people because, uh, you still see them committing the same crimes, but, I tend to agree with you that, uh, we should have it I just, I don't know that it's always effective but I guess we, uh, we're kind of stuck with it. It's, it's a difficult, uh, problem, isn't it, to determine how you're going to punish somebody for a particular crime, uh,","And I don't think that, that rehabilitation is effective.",Right. And then do it all over again. Uh-huh.,"I mean, you can't guarantee that they wouldn't escape from prison and do it again."
14,,"Uh-huh. Uh-huh. Right, uh-huh.","But, then, you know, I think that, that some murderers don't really warrant capital punishment. You know, just, like, for example, uh, you know, you hear about cases where women have killed their husbands who abused them","Right. Have to agree with you, and I'm kind of in favor of capital punishment also. I just don't think that it acts much as a deterrent to these people because, uh, you still see them committing the same crimes, but, I tend to agree with you that, uh, we should have it I just, I don't know that it's always effective but I guess we, uh, we're kind of stuck with it. It's, it's a difficult, uh, problem, isn't it, to determine how you're going to punish somebody for a particular crime, uh,","And I don't think that, that rehabilitation is effective.",Right. And then do it all over again. Uh-huh.
15,...,"and I don't think, that would really warrant capital punishment.","Uh-huh. Uh-huh. Right, uh-huh.","But, then, you know, I think that, that some murderers don't really warrant capital punishment. You know, just, like, for example, uh, you know, you hear about cases where women have killed their husbands who abused them","Right. Have to agree with you, and I'm kind of in favor of capital punishment also. I just don't think that it acts much as a deterrent to these people because, uh, you still see them committing the same crimes, but, I tend to agree with you that, uh, we should have it I just, I don't know that it's always effective but I guess we, uh, we're kind of stuck with it. It's, it's a difficult, uh, problem, isn't it, to determine how you're going to punish somebody for a particular crime, uh,","And I don't think that, that rehabilitation is effective."
16,"I,","Uh-huh, huh. Do you think they should be punished at all, or, uh, like go to prison, uh, because they're not really a danger to society. It was almost really self defense, isn't it, in a case like that.","and I don't think, that would really warrant capital punishment.","Uh-huh. Uh-huh. Right, uh-huh.","But, then, you know, I think that, that some murderers don't really warrant capital punishment. You know, just, like, for example, uh, you know, you hear about cases where women have killed their husbands who abused them","Right. Have to agree with you, and I'm kind of in favor of capital punishment also. I just don't think that it acts much as a deterrent to these people because, uh, you still see them committing the same crimes, but, I tend to agree with you that, uh, we should have it I just, I don't know that it's always effective but I guess we, uh, we're kind of stuck with it. It's, it's a difficult, uh, problem, isn't it, to determine how you're going to punish somebody for a particular crime, uh,"
17,You're,Uh it is to a certain extent,"Uh-huh, huh. Do you think they should be punished at all, or, uh, like go to prison, uh, because they're not really a danger to society. It was almost really self defense, isn't it, in a case like that.","and I don't think, that would really warrant capital punishment.","Uh-huh. Uh-huh. Right, uh-huh.","But, then, you know, I think that, that some murderers don't really warrant capital punishment. You know, just, like, for example, uh, you know, you hear about cases where women have killed their husbands who abused them"
18,Uuhuhuh. Uuhuhuuhuh,Uh-huh.,Uh it is to a certain extent,"Uh-huh, huh. Do you think they should be punished at all, or, uh, like go to prison, uh, because they're not really a danger to society. It was almost really self defense, isn't it, in a case like that.","and I don't think, that would really warrant capital punishment.","Uh-huh. Uh-huh. Right, uh-huh."
19,I think you've got the wrong impression.,"but I think, I don't know because,",Uh-huh.,Uh it is to a certain extent,"Uh-huh, huh. Do you think they should be punished at all, or, uh, like go to prison, uh, because they're not really a danger to society. It was almost really self defense, isn't it, in a case like that.","and I don't think, that would really warrant capital punishment."
20,You don't understand.,"I know they put, uh, put them in jail sometimes, I guess. Uh,","but I think, I don't know because,",Uh-huh.,Uh it is to a certain extent,"Uh-huh, huh. Do you think they should be punished at all, or, uh, like go to prison, uh, because they're not really a danger to society. It was almost really self defense, isn't it, in a case like that."
21,"If they were not in jail, how did they do it?","I think in and it, just would depend upon the circumstances and, and the extent of the abuse and, and if another alternative was available.","I know they put, uh, put them in jail sometimes, I guess. Uh,","but I think, I don't know because,",Uh-huh.,Uh it is to a certain extent
22,,"Uh-huh. Uh-huh. Um. Uh-huh. You know, now, I wonder what you think about this and, uh, unfortunately, we, we don't get to do it, but, uh, it used to be a long time ago, I guess in Biblical times when they had punishment if somebody did something, for example, to your family, then you had the right to administer the punishment. So if somebody killed somebody in your family then you had the right to, uh, if that person was caught and found guilty, you had the right to, uh, execute that person. And I know that, uh, if somebody had done something to my family, I would feel that I had the right to, to get revenge on them and, uh, but, I, I don't think that's done much anywhere That's kind of drastic punishment.","I think in and it, just would depend upon the circumstances and, and the extent of the abuse and, and if another alternative was available.","I know they put, uh, put them in jail sometimes, I guess. Uh,","but I think, I don't know because,",Uh-huh.
23,,"Well, I think that would be kind of drastic punishment.","Uh-huh. Uh-huh. Um. Uh-huh. You know, now, I wonder what you think about this and, uh, unfortunately, we, we don't get to do it, but, uh, it used to be a long time ago, I guess in Biblical times when they had punishment if somebody did something, for example, to your family, then you had the right to administer the punishment. So if somebody killed somebody in your family then you had the right to, uh, if that person was caught and found guilty, you had the right to, uh, execute that person. And I know that, uh, if somebody had done something to my family, I would feel that I had the right to, to get revenge on them and, uh, but, I, I don't think that's done much anywhere That's kind of drastic punishment.","I think in and it, just would depend upon the circumstances and, and the extent of the abuse and, and if another alternative was available.","I know they put, uh, put them in jail sometimes, I guess. Uh,","but I think, I don't know because,"
24,,Right.,"Well, I think that would be kind of drastic punishment.","Uh-huh. Uh-huh. Um. Uh-huh. You know, now, I wonder what you think about this and, uh, unfortunately, we, we don't get to do it, but, uh, it used to be a long time ago, I guess in Biblical times when they had punishment if somebody did something, for example, to your family, then you had the right to administer the punishment. So if somebody killed somebody in your family then you had the right to, uh, if that person was caught and found guilty, you had the right to, uh, execute that person. And I know that, uh, if somebody had done something to my family, I would feel that I had the right to, to get revenge on them and, uh, but, I, I don't think that's done much anywhere That's kind of drastic punishment.","I think in and it, just would depend upon the circumstances and, and the extent of the abuse and, and if another alternative was available.","I know they put, uh, put them in jail sometimes, I guess. Uh,"
25,,"And,",Right.,"Well, I think that would be kind of drastic punishment.","Uh-huh. Uh-huh. Um. Uh-huh. You know, now, I wonder what you think about this and, uh, unfortunately, we, we don't get to do it, but, uh, it used to be a long time ago, I guess in Biblical times when they had punishment if somebody did something, for example, to your family, then you had the right to administer the punishment. So if somebody killed somebody in your family then you had the right to, uh, if that person was caught and found guilty, you had the right to, uh, execute that person. And I know that, uh, if somebody had done something to my family, I would feel that I had the right to, to get revenge on them and, uh, but, I, I don't think that's done much anywhere That's kind of drastic punishment.","I think in and it, just would depend upon the circumstances and, and the extent of the abuse and, and if another alternative was available."
26,i,Might make you feel better but,"And,",Right.,"Well, I think that would be kind of drastic punishment.","Uh-huh. Uh-huh. Um. Uh-huh. You know, now, I wonder what you think about this and, uh, unfortunately, we, we don't get to do it, but, uh, it used to be a long time ago, I guess in Biblical times when they had punishment if somebody did something, for example, to your family, then you had the right to administer the punishment. So if somebody killed somebody in your family then you had the right to, uh, if that person was caught and found guilty, you had the right to, uh, execute that person. And I know that, uh, if somebody had done something to my family, I would feel that I had the right to, to get revenge on them and, uh, but, I, I don't think that's done much anywhere That's kind of drastic punishment."
27,I'm not saying it's impossible. I'm saying it is.,"But, one thing, I think that if there is a chance for rehabilitation then that chance should be investigated.",Might make you feel better but,"And,",Right.,"Well, I think that would be kind of drastic punishment."
28,"Well, I don't know, I think it's a possibility",Uh-huh. Right.,"But, one thing, I think that if there is a chance for rehabilitation then that chance should be investigated.",Might make you feel better but,"And,",Right.
29,"I'm not sure if you are saying that, but it's not that I don't want to be murdered, I'm saying I would rather be rehabilitated.","But, like I said, if, if someone is, is just pathologically going to murder people no matter what then I think they should be eliminated from society.",Uh-huh. Right.,"But, one thing, I think that if there is a chance for rehabilitation then that chance should be investigated.",Might make you feel better but,"And,"
30,"Yeah, but I think it's just the most likely scenario.","Uh-huh. Right. Uh-huh. Right, because they're a danger to everybody else. Huh, that's interesting. I have to, uh agree with that.","But, like I said, if, if someone is, is just pathologically going to murder people no matter what then I think they should be eliminated from society.",Uh-huh. Right.,"But, one thing, I think that if there is a chance for rehabilitation then that chance should be investigated.",Might make you feel better but
31,I agree with you. I'm not saying that they are a danger.,"But,","Uh-huh. Right. Uh-huh. Right, because they're a danger to everybody else. Huh, that's interesting. I have to, uh agree with that.","But, like I said, if, if someone is, is just pathologically going to murder people no matter what then I think they should be eliminated from society.",Uh-huh. Right.,"But, one thing, I think that if there is a chance for rehabilitation then that chance should be investigated."
32,"Uh, uh, I don't, uh...","There's a lot of folks, probably, that are in prison that, uh, that aren't really a danger to society, huh, and, uh,","But,","Uh-huh. Right. Uh-huh. Right, because they're a danger to everybody else. Huh, that's interesting. I have to, uh agree with that.","But, like I said, if, if someone is, is just pathologically going to murder people no matter what then I think they should be eliminated from society.",Uh-huh. Right.
33,U,And a lot of people that are a danger to society that aren't in prison.,"There's a lot of folks, probably, that are in prison that, uh, that aren't really a danger to society, huh, and, uh,","But,","Uh-huh. Right. Uh-huh. Right, because they're a danger to everybody else. Huh, that's interesting. I have to, uh agree with that.","But, like I said, if, if someone is, is just pathologically going to murder people no matter what then I think they should be eliminated from society."
34,"You, eh","Right. Right, probably more of them then the other way around Interesting. I don't, I don't, not sure I, I'm in Washington, D C or at least very close to it. I'm not sure what kind of, uh, capital punishment we have here.",And a lot of people that are a danger to society that aren't in prison.,"There's a lot of folks, probably, that are in prison that, uh, that aren't really a danger to society, huh, and, uh,","But,","Uh-huh. Right. Uh-huh. Right, because they're a danger to everybody else. Huh, that's interesting. I have to, uh agree with that."
35,,"Well, I know in North Carolina, we do have capital punishment.","Right. Right, probably more of them then the other way around Interesting. I don't, I don't, not sure I, I'm in Washington, D C or at least very close to it. I'm not sure what kind of, uh, capital punishment we have here.",And a lot of people that are a danger to society that aren't in prison.,"There's a lot of folks, probably, that are in prison that, uh, that aren't really a danger to society, huh, and, uh,","But,"
