,response,context,context/0,context/1,context/2,context/3
0,Oh? What do you think about it?,Yeah.,"I mean, I, I have a friend who, if she likes something, isn't sure what size somebody might need, will buy it in every color and size and, you know, take everything back again",Yeah.,"Well, I haven't either, uh, I, I hate returning things.","Okay. When they first said the subject, my mind went kind of blank. I thought, Gee, I haven't taken anything back for a long time."
1,I see.,"It's, you know, it's a game to her, but I, I do not like to do that I consider it kind of a, a waste of my time. And so I'm usually, uh, pretty careful when I shop",Yeah.,"I mean, I, I have a friend who, if she likes something, isn't sure what size somebody might need, will buy it in every color and size and, you know, take everything back again",Yeah.,"Well, I haven't either, uh, I, I hate returning things."
2,Don't you mean the game?,Uh-huh.,"It's, you know, it's a game to her, but I, I do not like to do that I consider it kind of a, a waste of my time. And so I'm usually, uh, pretty careful when I shop",Yeah.,"I mean, I, I have a friend who, if she likes something, isn't sure what size somebody might need, will buy it in every color and size and, you know, take everything back again",Yeah.
3,So uh,"and I also, you know, usually have, have checked over things, you know, if it's like an appliance or something to make sure, uh, it has the features in it that I want.",Uh-huh.,"It's, you know, it's a game to her, but I, I do not like to do that I consider it kind of a, a waste of my time. And so I'm usually, uh, pretty careful when I shop",Yeah.,"I mean, I, I have a friend who, if she likes something, isn't sure what size somebody might need, will buy it in every color and size and, you know, take everything back again"
4,"You know, I usually have to check things.",Right.,"and I also, you know, usually have, have checked over things, you know, if it's like an appliance or something to make sure, uh, it has the features in it that I want.",Uh-huh.,"It's, you know, it's a game to her, but I, I do not like to do that I consider it kind of a, a waste of my time. And so I'm usually, uh, pretty careful when I shop",Yeah.
5,"Well,","Now we've had one lately, um, oh, a, uh, a Dustbuster Plus that we bought,",Right.,"and I also, you know, usually have, have checked over things, you know, if it's like an appliance or something to make sure, uh, it has the features in it that I want.",Uh-huh.,"It's, you know, it's a game to her, but I, I do not like to do that I consider it kind of a, a waste of my time. And so I'm usually, uh, pretty careful when I shop"
6,Uuhuh. Uhuh.,Uh-huh.,"Now we've had one lately, um, oh, a, uh, a Dustbuster Plus that we bought,",Right.,"and I also, you know, usually have, have checked over things, you know, if it's like an appliance or something to make sure, uh, it has the features in it that I want.",Uh-huh.
7,...,"and we've had it for a while, but all of a sudden it just wasn't working, and it looks like there's a part missing from it. My husband opened it up and whatever, and of course we don't have the receipt any more, so we can't take it back",Uh-huh.,"Now we've had one lately, um, oh, a, uh, a Dustbuster Plus that we bought,",Right.,"and I also, you know, usually have, have checked over things, you know, if it's like an appliance or something to make sure, uh, it has the features in it that I want."
8,"And we've been saying this for a long time, but we've never had it work, so we've always been able to","Of course, uh-huh.","and we've had it for a while, but all of a sudden it just wasn't working, and it looks like there's a part missing from it. My husband opened it up and whatever, and of course we don't have the receipt any more, so we can't take it back",Uh-huh.,"Now we've had one lately, um, oh, a, uh, a Dustbuster Plus that we bought,",Right.
9,"Uhhh, you're right.","Uh, but, I think a lot of goods are made not to last real long","Of course, uh-huh.","and we've had it for a while, but all of a sudden it just wasn't working, and it looks like there's a part missing from it. My husband opened it up and whatever, and of course we don't have the receipt any more, so we can't take it back",Uh-huh.,"Now we've had one lately, um, oh, a, uh, a Dustbuster Plus that we bought,"
10,"Because of the whole, uh, thing?",Right,"Uh, but, I think a lot of goods are made not to last real long","Of course, uh-huh.","and we've had it for a while, but all of a sudden it just wasn't working, and it looks like there's a part missing from it. My husband opened it up and whatever, and of course we don't have the receipt any more, so we can't take it back",Uh-huh.
11,"uh, but they have a receipt","uh,",Right,"Uh, but, I think a lot of goods are made not to last real long","Of course, uh-huh.","and we've had it for a while, but all of a sudden it just wasn't working, and it looks like there's a part missing from it. My husband opened it up and whatever, and of course we don't have the receipt any more, so we can't take it back"
12,"uh, i'm not sure what you mean.","right, just to get you by five years and then you'll throw it away rather than have it fixed","uh,",Right,"Uh, but, I think a lot of goods are made not to last real long","Of course, uh-huh."
13,"so, you're saying, you could have the entire thing done in 5 years?",Yeah.,"right, just to get you by five years and then you'll throw it away rather than have it fixed","uh,",Right,"Uh, but, I think a lot of goods are made not to last real long"
14,I agree. I'd rather be poor than have a high cost of living.,"We're, we're a wasteful society, for sure.",Yeah.,"right, just to get you by five years and then you'll throw it away rather than have it fixed","uh,",Right
15,"We are the best at something. We are the only ones who can afford to buy a new car, and we are the worst at it.","Well, that's true, and lot of times though, it is, it costs so much to get something fixed that you almost are just as well off buying another one you know, if it's,","We're, we're a wasteful society, for sure.",Yeah.,"right, just to get you by five years and then you'll throw it away rather than have it fixed","uh,"
16,You're,"Right. Right. And you usually get what you pay for. We bought some walkie-talkies a couple of years ago for Christmas, and they were like ten dollars, and we expected them to work nice for the little kids, and they didn't work worth anything","Well, that's true, and lot of times though, it is, it costs so much to get something fixed that you almost are just as well off buying another one you know, if it's,","We're, we're a wasteful society, for sure.",Yeah.,"right, just to get you by five years and then you'll throw it away rather than have it fixed"
17,They are the most expensive ones in the,Uh-huh.,"Right. Right. And you usually get what you pay for. We bought some walkie-talkies a couple of years ago for Christmas, and they were like ten dollars, and we expected them to work nice for the little kids, and they didn't work worth anything","Well, that's true, and lot of times though, it is, it costs so much to get something fixed that you almost are just as well off buying another one you know, if it's,","We're, we're a wasteful society, for sure.",Yeah.
18,"I can be fixed, a lot of money.","So we took those back, and that's about that all that were taken back in ages.",Uh-huh.,"Right. Right. And you usually get what you pay for. We bought some walkie-talkies a couple of years ago for Christmas, and they were like ten dollars, and we expected them to work nice for the little kids, and they didn't work worth anything","Well, that's true, and lot of times though, it is, it costs so much to get something fixed that you almost are just as well off buying another one you know, if it's,","We're, we're a wasteful society, for sure."
19,Why,"Well, yeah, I think a lot of times, if you get a brand name uh, you know, if it's a, a good brand,","So we took those back, and that's about that all that were taken back in ages.",Uh-huh.,"Right. Right. And you usually get what you pay for. We bought some walkie-talkies a couple of years ago for Christmas, and they were like ten dollars, and we expected them to work nice for the little kids, and they didn't work worth anything","Well, that's true, and lot of times though, it is, it costs so much to get something fixed that you almost are just as well off buying another one you know, if it's,"
