,response,context,context/0,context/1,context/2,context/3
0,What kind of car?,Uh-huh.,"Uh, sports car.",Oh. What sort of requirements to you have for your car?,"Uh, well, yeah, I am as a matter of fact. Well, actually I'm looking for another car, but, uh, uh, new, probably not.","Well, are you in the market for a new car?"
1,"Uhhh, uh, what color?","Uh, usually either black or red.",Uh-huh.,"Uh, sports car.",Oh. What sort of requirements to you have for your car?,"Uh, well, yeah, I am as a matter of fact. Well, actually I'm looking for another car, but, uh, uh, new, probably not."
2,What kind of car?,Uh-huh.,"Uh, usually either black or red.",Uh-huh.,"Uh, sports car.",Oh. What sort of requirements to you have for your car?
3,You can also get the rear brake removed.,"And electric windows, and power locks",Uh-huh.,"Uh, usually either black or red.",Uh-huh.,"Uh, sports car."
4,"Uh, uh, I'm not sure.",I see,"And electric windows, and power locks",Uh-huh.,"Uh, usually either black or red.",Uh-huh.
5,And what?,"Now,",I see,"And electric windows, and power locks",Uh-huh.,"Uh, usually either black or red."
6,How is this a thing?,"Top of, top of the line.","Now,",I see,"And electric windows, and power locks",Uh-huh.
7,I've had that happen.,"Well, not so much that as it is, I've had so many times when, uh, uh, you know, I'll have a friend next to me or I see somebody, uh, guy broken down on the side of the road and try to lean over and roll down the window.","Top of, top of the line.","Now,",I see,"And electric windows, and power locks"
8,You're not my friend.,Oh.,"Well, not so much that as it is, I've had so many times when, uh, uh, you know, I'll have a friend next to me or I see somebody, uh, guy broken down on the side of the road and try to lean over and roll down the window.","Top of, top of the line.","Now,",I see
9,That's,"It is just a real pain, or, you know, if I'm driving along and there's somebody next to me and, uh, somebody that I know and you try to talk to them it's real difficult to drive, reach over, and try to roll down the window.",Oh.,"Well, not so much that as it is, I've had so many times when, uh, uh, you know, I'll have a friend next to me or I see somebody, uh, guy broken down on the side of the road and try to lean over and roll down the window.","Top of, top of the line.","Now,"
10,"No, it's not.","Uh-huh. Right, right.","It is just a real pain, or, you know, if I'm driving along and there's somebody next to me and, uh, somebody that I know and you try to talk to them it's real difficult to drive, reach over, and try to roll down the window.",Oh.,"Well, not so much that as it is, I've had so many times when, uh, uh, you know, I'll have a friend next to me or I see somebody, uh, guy broken down on the side of the road and try to lean over and roll down the window.","Top of, top of the line."
11,"Uu do it's just, do, do it","And, uh, so, power locks, power windows are just, just things that, uh, just really help a lot","Uh-huh. Right, right.","It is just a real pain, or, you know, if I'm driving along and there's somebody next to me and, uh, somebody that I know and you try to talk to them it's real difficult to drive, reach over, and try to roll down the window.",Oh.,"Well, not so much that as it is, I've had so many times when, uh, uh, you know, I'll have a friend next to me or I see somebody, uh, guy broken down on the side of the road and try to lean over and roll down the window."
12,"Uhh, what?","Uh-huh, uh-huh.","And, uh, so, power locks, power windows are just, just things that, uh, just really help a lot","Uh-huh. Right, right.","It is just a real pain, or, you know, if I'm driving along and there's somebody next to me and, uh, somebody that I know and you try to talk to them it's real difficult to drive, reach over, and try to roll down the window.",Oh.
13,"Uhhhhh, uh",What about you?,"Uh-huh, uh-huh.","And, uh, so, power locks, power windows are just, just things that, uh, just really help a lot","Uh-huh. Right, right.","It is just a real pain, or, you know, if I'm driving along and there's somebody next to me and, uh, somebody that I know and you try to talk to them it's real difficult to drive, reach over, and try to roll down the window."
14,"Oh, well, I guess that's how you feel.","Well, I guess I'm, uh, more traditional in that I don't like power windows or power locks, because the people that I know who have them always seem to have trouble with them.",What about you?,"Uh-huh, uh-huh.","And, uh, so, power locks, power windows are just, just things that, uh, just really help a lot","Uh-huh. Right, right."
15,You don't have to be. I don't like power locks.,Oh.,"Well, I guess I'm, uh, more traditional in that I don't like power windows or power locks, because the people that I know who have them always seem to have trouble with them.",What about you?,"Uh-huh, uh-huh.","And, uh, so, power locks, power windows are just, just things that, uh, just really help a lot"
16,Why?,"And, uh, so I don't, I just don't like anything that I can't figure out why it doesn't work",Oh.,"Well, I guess I'm, uh, more traditional in that I don't like power windows or power locks, because the people that I know who have them always seem to have trouble with them.",What about you?,"Uh-huh, uh-huh."
17,Do you?,Sure.,"And, uh, so I don't, I just don't like anything that I can't figure out why it doesn't work",Oh.,"Well, I guess I'm, uh, more traditional in that I don't like power windows or power locks, because the people that I know who have them always seem to have trouble with them.",What about you?
18,"And that's, uh, it.","And then I want, you know, good, uh, gas mileage and I want an air bag and, uh, I guess,",Sure.,"And, uh, so I don't, I just don't like anything that I can't figure out why it doesn't work",Oh.,"Well, I guess I'm, uh, more traditional in that I don't like power windows or power locks, because the people that I know who have them always seem to have trouble with them."
19,"I don't, I just want an Airbag",Have you ever had a car with an air bag?,"And then I want, you know, good, uh, gas mileage and I want an air bag and, uh, I guess,",Sure.,"And, uh, so I don't, I just don't like anything that I can't figure out why it doesn't work",Oh.
20,Have u ever?,"No, I haven't. Have you?",Have you ever had a car with an air bag?,"And then I want, you know, good, uh, gas mileage and I want an air bag and, uh, I guess,",Sure.,"And, uh, so I don't, I just don't like anything that I can't figure out why it doesn't work"
21,Have we ever had an airbag?,No.,"No, I haven't. Have you?",Have you ever had a car with an air bag?,"And then I want, you know, good, uh, gas mileage and I want an air bag and, uh, I guess,",Sure.
22,"I'm not sure, I have no idea.","Somehow I just think, you know, I like the idea",No.,"No, I haven't. Have you?",Have you ever had a car with an air bag?,"And then I want, you know, good, uh, gas mileage and I want an air bag and, uh, I guess,"
23,That's a good idea.,"Well, it, it sure seems to save lives and","Somehow I just think, you know, I like the idea",No.,"No, I haven't. Have you?",Have you ever had a car with an air bag?
24,You sure?,Right.,"Well, it, it sure seems to save lives and","Somehow I just think, you know, I like the idea",No.,"No, I haven't. Have you?"
25,"I, actually, I like that.","uh, yeah. I, actually, I like the anti-lock brakes.",Right.,"Well, it, it sure seems to save lives and","Somehow I just think, you know, I like the idea",No.
26,"I, actually, I like that idea.you know, because, uh, I think it'll, uh... save lives.","Right, that's a good idea.","uh, yeah. I, actually, I like the anti-lock brakes.",Right.,"Well, it, it sure seems to save lives and","Somehow I just think, you know, I like the idea"
27,"I have never, never, done that.","And I have never had a chance to, I have been in cars that have had them, but I've never tromped on the brakes to see, uh, you know, on ice or water just to see if they didn't lock up.","Right, that's a good idea.","uh, yeah. I, actually, I like the anti-lock brakes.",Right.,"Well, it, it sure seems to save lives and"
28,How do you do it?,"Uh-huh, uh-huh.","And I have never had a chance to, I have been in cars that have had them, but I've never tromped on the brakes to see, uh, you know, on ice or water just to see if they didn't lock up.","Right, that's a good idea.","uh, yeah. I, actually, I like the anti-lock brakes.",Right.
29,"Well, uh, uh","But, uh, you think you'd buy, uh, an American car or a European or Japanese?","Uh-huh, uh-huh.","And I have never had a chance to, I have been in cars that have had them, but I've never tromped on the brakes to see, uh, you know, on ice or water just to see if they didn't lock up.","Right, that's a good idea.","uh, yeah. I, actually, I like the anti-lock brakes."
30,,"Well, I, actually I don't know a lot about different brands. I tend to have, you know, my requirements like the last time I bought a car I, I guess I did sort of prefer American and my requirements were basically, you know, good repair record, good mileage, uh, and I needed air-conditioning and, uh, can't remember what my, oh, I wanted uh, stick shift. And, so I didn't have a whole lot of choice There was one car in all of the, the metropolitan area that I could find that, you know, was sort of a medium priced car with a stick shift in it.","But, uh, you think you'd buy, uh, an American car or a European or Japanese?","Uh-huh, uh-huh.","And I have never had a chance to, I have been in cars that have had them, but I've never tromped on the brakes to see, uh, you know, on ice or water just to see if they didn't lock up.","Right, that's a good idea."
31,,What was that?,"Well, I, actually I don't know a lot about different brands. I tend to have, you know, my requirements like the last time I bought a car I, I guess I did sort of prefer American and my requirements were basically, you know, good repair record, good mileage, uh, and I needed air-conditioning and, uh, can't remember what my, oh, I wanted uh, stick shift. And, so I didn't have a whole lot of choice There was one car in all of the, the metropolitan area that I could find that, you know, was sort of a medium priced car with a stick shift in it.","But, uh, you think you'd buy, uh, an American car or a European or Japanese?","Uh-huh, uh-huh.","And I have never had a chance to, I have been in cars that have had them, but I've never tromped on the brakes to see, uh, you know, on ice or water just to see if they didn't lock up."
32,No.,"It, it turned out to be a, a Chrysler. Uh Lancer.",What was that?,"Well, I, actually I don't know a lot about different brands. I tend to have, you know, my requirements like the last time I bought a car I, I guess I did sort of prefer American and my requirements were basically, you know, good repair record, good mileage, uh, and I needed air-conditioning and, uh, can't remember what my, oh, I wanted uh, stick shift. And, so I didn't have a whole lot of choice There was one car in all of the, the metropolitan area that I could find that, you know, was sort of a medium priced car with a stick shift in it.","But, uh, you think you'd buy, uh, an American car or a European or Japanese?","Uh-huh, uh-huh."
33,I,"Huh, stick shift, huh?","It, it turned out to be a, a Chrysler. Uh Lancer.",What was that?,"Well, I, actually I don't know a lot about different brands. I tend to have, you know, my requirements like the last time I bought a car I, I guess I did sort of prefer American and my requirements were basically, you know, good repair record, good mileage, uh, and I needed air-conditioning and, uh, can't remember what my, oh, I wanted uh, stick shift. And, so I didn't have a whole lot of choice There was one car in all of the, the metropolitan area that I could find that, you know, was sort of a medium priced car with a stick shift in it.","But, uh, you think you'd buy, uh, an American car or a European or Japanese?"
34,"A.uh. Yeah, shift. shift.",Yeah.,"Huh, stick shift, huh?","It, it turned out to be a, a Chrysler. Uh Lancer.",What was that?,"Well, I, actually I don't know a lot about different brands. I tend to have, you know, my requirements like the last time I bought a car I, I guess I did sort of prefer American and my requirements were basically, you know, good repair record, good mileage, uh, and I needed air-conditioning and, uh, can't remember what my, oh, I wanted uh, stick shift. And, so I didn't have a whole lot of choice There was one car in all of the, the metropolitan area that I could find that, you know, was sort of a medium priced car with a stick shift in it."
35,"No, it's a Lancer.","Did it have, what, a three speed or a four speed?",Yeah.,"Huh, stick shift, huh?","It, it turned out to be a, a Chrysler. Uh Lancer.",What was that?
36,Was it a three or four speed?,"No, a five speed. And it, basically, it was something that a military guy had ordered and hadn't picked up, and so it had been on the lot three months and they were really eager to sell it.","Did it have, what, a three speed or a four speed?",Yeah.,"Huh, stick shift, huh?","It, it turned out to be a, a Chrysler. Uh Lancer."
37,We were on the way to a military base.,Wow.,"No, a five speed. And it, basically, it was something that a military guy had ordered and hadn't picked up, and so it had been on the lot three months and they were really eager to sell it.","Did it have, what, a three speed or a four speed?",Yeah.,"Huh, stick shift, huh?"
38,It was a manual.,"So, I guess in this area, at least, you know, if it's not automatic, it doesn't move.",Wow.,"No, a five speed. And it, basically, it was something that a military guy had ordered and hadn't picked up, and so it had been on the lot three months and they were really eager to sell it.","Did it have, what, a three speed or a four speed?",Yeah.
