,response,context,context/0,context/1,context/2,context/3
0,I'm not sure. I don't know if you are saying that or what you mean by that.,"Well, I I just feel like there's a lot of murderers and rapists, and everything else, just walking the streets. You know?","So, I, how do you feel that it should be applied?",Uh-huh. Applied at all.,In the way that it's applied or it's applied at all?,"Okay. Capital punishment, oh, I honestly don't feel like it's strict enough in my opinion."
1,"That, that, that.","And that, that, the penalty ought to be out there, and be enforced?","Well, I I just feel like there's a lot of murderers and rapists, and everything else, just walking the streets. You know?","So, I, how do you feel that it should be applied?",Uh-huh. Applied at all.,In the way that it's applied or it's applied at all?
2,Are you saying that you shouldn't get punished for committing a crime?,"Yes. Yes. Not getting paroled, let's say in so many, years.","And that, that, the penalty ought to be out there, and be enforced?","Well, I I just feel like there's a lot of murderers and rapists, and everything else, just walking the streets. You know?","So, I, how do you feel that it should be applied?",Uh-huh. Applied at all.
3,"So, do you think that's a good idea?",Yeah.,"Yes. Yes. Not getting paroled, let's say in so many, years.","And that, that, the penalty ought to be out there, and be enforced?","Well, I I just feel like there's a lot of murderers and rapists, and everything else, just walking the streets. You know?","So, I, how do you feel that it should be applied?"
4,"Well, I'm not a criminal, but I'm pretty sure if I was, I'd get a sentence.","I mean, if your going to sentence somebody, let's say twenty years, let them stay twenty years.",Yeah.,"Yes. Yes. Not getting paroled, let's say in so many, years.","And that, that, the penalty ought to be out there, and be enforced?","Well, I I just feel like there's a lot of murderers and rapists, and everything else, just walking the streets. You know?"
5,"No. They can be put in jail, but if they're convicted, they are not sentenced.","That's, I agree with that completely. I know we don't have enough prisons, but there has got to be some kind of punishment, For these people.","I mean, if your going to sentence somebody, let's say twenty years, let them stay twenty years.",Yeah.,"Yes. Yes. Not getting paroled, let's say in so many, years.","And that, that, the penalty ought to be out there, and be enforced?"
6,You think they'd have a choice?,"There has, that's right.","That's, I agree with that completely. I know we don't have enough prisons, but there has got to be some kind of punishment, For these people.","I mean, if your going to sentence somebody, let's say twenty years, let them stay twenty years.",Yeah.,"Yes. Yes. Not getting paroled, let's say in so many, years."
7,Why do they do this?,"Because if they turn around, they can get away, they get away with it, and they get away with it, and they get away with it, and then they do something worse","There has, that's right.","That's, I agree with that completely. I know we don't have enough prisons, but there has got to be some kind of punishment, For these people.","I mean, if your going to sentence somebody, let's say twenty years, let them stay twenty years.",Yeah.
8,And if they do?,Uh-huh.,"Because if they turn around, they can get away, they get away with it, and they get away with it, and they get away with it, and then they do something worse","There has, that's right.","That's, I agree with that completely. I know we don't have enough prisons, but there has got to be some kind of punishment, For these people.","I mean, if your going to sentence somebody, let's say twenty years, let them stay twenty years."
9,They get a lifetime ban.,"and they get a slap on the wrist. They get, thirty days in jail",Uh-huh.,"Because if they turn around, they can get away, they get away with it, and they get away with it, and they get away with it, and then they do something worse","There has, that's right.","That's, I agree with that completely. I know we don't have enough prisons, but there has got to be some kind of punishment, For these people."
10,"So, what you're saying is that the people that were involved with the bombing are the ones who got the death sentence?",Yeah. Yeah.,"and they get a slap on the wrist. They get, thirty days in jail",Uh-huh.,"Because if they turn around, they can get away, they get away with it, and they get away with it, and they get away with it, and then they do something worse","There has, that's right."
11,They get a sentence. They get a fine.,"and they final get up to where they kill somebody else, and they go through fourteen appeals, and how many hundreds of thousands of taxpayer dollars.",Yeah. Yeah.,"and they get a slap on the wrist. They get, thirty days in jail",Uh-huh.,"Because if they turn around, they can get away, they get away with it, and they get away with it, and they get away with it, and then they do something worse"
12,They get a lifetime in jail.,"Uh-huh. That's right. That's, honestly right.","and they final get up to where they kill somebody else, and they go through fourteen appeals, and how many hundreds of thousands of taxpayer dollars.",Yeah. Yeah.,"and they get a slap on the wrist. They get, thirty days in jail",Uh-huh.
13,"they're, They're","And it's, Well, they certainly are living off our at our expense.","Uh-huh. That's right. That's, honestly right.","and they final get up to where they kill somebody else, and they go through fourteen appeals, and how many hundreds of thousands of taxpayer dollars.",Yeah. Yeah.,"and they get a slap on the wrist. They get, thirty days in jail"
14,"So, we're all just living off of their at their expense.","Uh, they sure are just because, some innocent person, can really,","And it's, Well, they certainly are living off our at our expense.","Uh-huh. That's right. That's, honestly right.","and they final get up to where they kill somebody else, and they go through fourteen appeals, and how many hundreds of thousands of taxpayer dollars.",Yeah. Yeah.
15,You should've.,"I didn't,","Uh, they sure are just because, some innocent person, can really,","And it's, Well, they certainly are living off our at our expense.","Uh-huh. That's right. That's, honestly right.","and they final get up to where they kill somebody else, and they go through fourteen appeals, and how many hundreds of thousands of taxpayer dollars."
16,You sure?,"it seems like, really a rough time","I didn't,","Uh, they sure are just because, some innocent person, can really,","And it's, Well, they certainly are living off our at our expense.","Uh-huh. That's right. That's, honestly right."
17,I'm sorry,Yeah.,"it seems like, really a rough time","I didn't,","Uh, they sure are just because, some innocent person, can really,","And it's, Well, they certainly are living off our at our expense."
