,response,context,context/0,context/1,context/2,context/3
0,"Uhm, and, and you've been?",Pardon?,"I,","Uh-huh, and there's and there's no jarring on the.","and and it's least hard on your body,","Well, um, I have a, a, a former exercise program. I'm a graduate student, and this semester, I'll tell you what, I, it's been almost impossible for me to get, you know, back to regular exercise. Um, last summer I was a, a swim instructor all summer and, and life guard, so it was really easy for me to get quite a bit of exercise swimming and, um, and since I worked at a recreation center I could, uh, you know, use those facilities quite often. But, um. Oh, yeah. Oh, yeah."
1,The most jarring thing about this is the and,"It's the least hard on your body as far as, uh, impact",Pardon?,"I,","Uh-huh, and there's and there's no jarring on the.","and and it's least hard on your body,"
2,"Oh, uh, I see.","Exactly, yeah, um,","It's the least hard on your body as far as, uh, impact",Pardon?,"I,","Uh-huh, and there's and there's no jarring on the."
3,You can say that again,and,"Exactly, yeah, um,","It's the least hard on your body as far as, uh, impact",Pardon?,"I,"
4,"I guess it's more fluid than, um, I think.","yeah, fluid resistance.",and,"Exactly, yeah, um,","It's the least hard on your body as far as, uh, impact",Pardon?
5,"Yeah, right","Right, right.","yeah, fluid resistance.",and,"Exactly, yeah, um,","It's the least hard on your body as far as, uh, impact"
6,How are you?,"Uh-huh, uh-huh. How about you?","Right, right.","yeah, fluid resistance.",and,"Exactly, yeah, um,"
7,What do you do for a living?,"Well, I do, uh, little aerobics, oh, three or four times a week, but it's not enough to, boy if I go, in the summer time I try to jog, jog a couple of miles","Uh-huh, uh-huh. How about you?","Right, right.","yeah, fluid resistance.",and
8,"I do, boy","Oh, yeah.","Well, I do, uh, little aerobics, oh, three or four times a week, but it's not enough to, boy if I go, in the summer time I try to jog, jog a couple of miles","Uh-huh, uh-huh. How about you?","Right, right.","yeah, fluid resistance."
9,"I do, uh, err, don't I","and, uh, well, you know, even doing that three or four times a week, when summer hits, that's a hard thing to go out and and go jogging for, uh half hour or so,","Oh, yeah.","Well, I do, uh, little aerobics, oh, three or four times a week, but it's not enough to, boy if I go, in the summer time I try to jog, jog a couple of miles","Uh-huh, uh-huh. How about you?","Right, right."
10,I do,Yeah. Uh-huh.,"and, uh, well, you know, even doing that three or four times a week, when summer hits, that's a hard thing to go out and and go jogging for, uh half hour or so,","Oh, yeah.","Well, I do, uh, little aerobics, oh, three or four times a week, but it's not enough to, boy if I go, in the summer time I try to jog, jog a couple of miles","Uh-huh, uh-huh. How about you?"
11,I don't think you can,"but so, I'm not quite getting the level that I need to.",Yeah. Uh-huh.,"and, uh, well, you know, even doing that three or four times a week, when summer hits, that's a hard thing to go out and and go jogging for, uh half hour or so,","Oh, yeah.","Well, I do, uh, little aerobics, oh, three or four times a week, but it's not enough to, boy if I go, in the summer time I try to jog, jog a couple of miles"
12,"uhhh, yeah.","Uh-huh. Yeah. Do you, do you kind of think it's a chore, or do you enjoy it?","but so, I'm not quite getting the level that I need to.",Yeah. Uh-huh.,"and, uh, well, you know, even doing that three or four times a week, when summer hits, that's a hard thing to go out and and go jogging for, uh half hour or so,","Oh, yeah."
13,You're so... meh,I like it.,"Uh-huh. Yeah. Do you, do you kind of think it's a chore, or do you enjoy it?","but so, I'm not quite getting the level that I need to.",Yeah. Uh-huh.,"and, uh, well, you know, even doing that three or four times a week, when summer hits, that's a hard thing to go out and and go jogging for, uh half hour or so,"
14,Uhm. Hmm.,Uh-huh.,I like it.,"Uh-huh. Yeah. Do you, do you kind of think it's a chore, or do you enjoy it?","but so, I'm not quite getting the level that I need to.",Yeah. Uh-huh.
15,I guess that's one way to do it.,"I like it, uh, part of my problem is I have small children, so, uh, to do a whole lot just requires a lot of, oh, coordination as far as scheduling and that type of, uh, deal, you know, uh,",Uh-huh.,I like it.,"Uh-huh. Yeah. Do you, do you kind of think it's a chore, or do you enjoy it?","but so, I'm not quite getting the level that I need to."
16,"uhuh uh, I'm not a baby, uh, but I'm a baby!","Uh-huh. Sure, yeah.","I like it, uh, part of my problem is I have small children, so, uh, to do a whole lot just requires a lot of, oh, coordination as far as scheduling and that type of, uh, deal, you know, uh,",Uh-huh.,I like it.,"Uh-huh. Yeah. Do you, do you kind of think it's a chore, or do you enjoy it?"
17,"Yeah, uh.","Of course, you got a little different direction going, but, uh.","Uh-huh. Sure, yeah.","I like it, uh, part of my problem is I have small children, so, uh, to do a whole lot just requires a lot of, oh, coordination as far as scheduling and that type of, uh, deal, you know, uh,",Uh-huh.,I like it.
18,I.,"Uh-huh, yeah. Uh, I, um, I used to, uh, I used to weigh, uh, two hundred fifteen pounds, and now I weigh only about one, about one seventy-five. Um, so I drastically had to change the way I ate when I, when I first moved to college, and, uh, I had started weight lifting quite regularly, and so I got my weight down, and it's kind of easy for me to forget about it now, because, uh, you know, when I'm not fat like I used to be  I don't worry about it","Of course, you got a little different direction going, but, uh.","Uh-huh. Sure, yeah.","I like it, uh, part of my problem is I have small children, so, uh, to do a whole lot just requires a lot of, oh, coordination as far as scheduling and that type of, uh, deal, you know, uh,",Uh-huh.
19,I,"Right, you don't notice it  as much,","Uh-huh, yeah. Uh, I, um, I used to, uh, I used to weigh, uh, two hundred fifteen pounds, and now I weigh only about one, about one seventy-five. Um, so I drastically had to change the way I ate when I, when I first moved to college, and, uh, I had started weight lifting quite regularly, and so I got my weight down, and it's kind of easy for me to forget about it now, because, uh, you know, when I'm not fat like I used to be  I don't worry about it","Of course, you got a little different direction going, but, uh.","Uh-huh. Sure, yeah.","I like it, uh, part of my problem is I have small children, so, uh, to do a whole lot just requires a lot of, oh, coordination as far as scheduling and that type of, uh, deal, you know, uh,"
20,Yes.,", yeah.","Right, you don't notice it  as much,","Uh-huh, yeah. Uh, I, um, I used to, uh, I used to weigh, uh, two hundred fifteen pounds, and now I weigh only about one, about one seventy-five. Um, so I drastically had to change the way I ate when I, when I first moved to college, and, uh, I had started weight lifting quite regularly, and so I got my weight down, and it's kind of easy for me to forget about it now, because, uh, you know, when I'm not fat like I used to be  I don't worry about it","Of course, you got a little different direction going, but, uh.","Uh-huh. Sure, yeah."
21,"no, no, don't. I don' not really, it's, no.",yeah.,", yeah.","Right, you don't notice it  as much,","Uh-huh, yeah. Uh, I, um, I used to, uh, I used to weigh, uh, two hundred fifteen pounds, and now I weigh only about one, about one seventy-five. Um, so I drastically had to change the way I ate when I, when I first moved to college, and, uh, I had started weight lifting quite regularly, and so I got my weight down, and it's kind of easy for me to forget about it now, because, uh, you know, when I'm not fat like I used to be  I don't worry about it","Of course, you got a little different direction going, but, uh."
22,"I, I have, I, I like it","Uh-huh. Although lately I have noticed, you know, even if I gain, like two pounds, I start, I start feeling it and,",yeah.,", yeah.","Right, you don't notice it  as much,","Uh-huh, yeah. Uh, I, um, I used to, uh, I used to weigh, uh, two hundred fifteen pounds, and now I weigh only about one, about one seventy-five. Um, so I drastically had to change the way I ate when I, when I first moved to college, and, uh, I had started weight lifting quite regularly, and so I got my weight down, and it's kind of easy for me to forget about it now, because, uh, you know, when I'm not fat like I used to be  I don't worry about it"
23,"... yeah, I feel it.","You feel it, don't you?","Uh-huh. Although lately I have noticed, you know, even if I gain, like two pounds, I start, I start feeling it and,",yeah.,", yeah.","Right, you don't notice it  as much,"
24,Yeah.Yeah.Like.You.Know.The.Fun.You.,Uh-huh.,"You feel it, don't you?","Uh-huh. Although lately I have noticed, you know, even if I gain, like two pounds, I start, I start feeling it and,",yeah.,", yeah."
25,What do you mean?,"It's amazing how, uh, how much, uh, it changes, and I weigh probably about the same I weighed for, oh, I don't know how many years, but, uh, it's changed places And things don't fit just quite exactly fit the same.",Uh-huh.,"You feel it, don't you?","Uh-huh. Although lately I have noticed, you know, even if I gain, like two pounds, I start, I start feeling it and,",yeah.
