,response,context,context/0,context/1,context/2,context/3
0,I'm in Georgia.,"Oh, that's interesting.","Yeah I work here in Germantown, but I live in Pensacola, Florida.","Oh, is that right?","Well, my home at the moment is an apartment.","Okay. What, uh, go ahead and tell me about your home"
1,"Well, we are from the same state.","So, I own a home in Pensacola, and, uh, let's see, we are to compare homes. Correct?","Oh, that's interesting.","Yeah I work here in Germantown, but I live in Pensacola, Florida.","Oh, is that right?","Well, my home at the moment is an apartment."
2,I'm not the one who owns the house.,Okay. Yeah.,"So, I own a home in Pensacola, and, uh, let's see, we are to compare homes. Correct?","Oh, that's interesting.","Yeah I work here in Germantown, but I live in Pensacola, Florida.","Oh, is that right?"
3,"Okay. So you're not, huh?","Uh, my home is, well, is typical for the area. I live in a development, uh, it's a relatively, I would say, well, God, it sounds like, sounds like I'm bragging",Okay. Yeah.,"So, I own a home in Pensacola, and, uh, let's see, we are to compare homes. Correct?","Oh, that's interesting.","Yeah I work here in Germantown, but I live in Pensacola, Florida."
4,"So, what's your home address?","No, that's okay","Uh, my home is, well, is typical for the area. I live in a development, uh, it's a relatively, I would say, well, God, it sounds like, sounds like I'm bragging",Okay. Yeah.,"So, I own a home in Pensacola, and, uh, let's see, we are to compare homes. Correct?","Oh, that's interesting."
5,It's a place.,"But it's upper middle class, uh, kind of an environment.","No, that's okay","Uh, my home is, well, is typical for the area. I live in a development, uh, it's a relatively, I would say, well, God, it sounds like, sounds like I'm bragging",Okay. Yeah.,"So, I own a home in Pensacola, and, uh, let's see, we are to compare homes. Correct?"
6,It's not like that.,Okay.,"But it's upper middle class, uh, kind of an environment.","No, that's okay","Uh, my home is, well, is typical for the area. I live in a development, uh, it's a relatively, I would say, well, God, it sounds like, sounds like I'm bragging",Okay. Yeah.
7,Is that an old model?,"It's a two story colonial, which my wife and I designed.",Okay.,"But it's upper middle class, uh, kind of an environment.","No, that's okay","Uh, my home is, well, is typical for the area. I live in a development, uh, it's a relatively, I would say, well, God, it sounds like, sounds like I'm bragging"
8,They're not.,"Oh, that's neat.","It's a two story colonial, which my wife and I designed.",Okay.,"But it's upper middle class, uh, kind of an environment.","No, that's okay"
9,... What's that?,"Uh, it has around thirty-two hundred square feet. Uh, five bedrooms and so forth and so on,","Oh, that's neat.","It's a two story colonial, which my wife and I designed.",Okay.,"But it's upper middle class, uh, kind of an environment."
