,response,context,context/0,context/1,context/2,context/3
0,"Uh, uh.",Uh-huh.,"somebody, somebody abandoned her and, she's only about, oh, between six and eight, six to eight weeks old",Uh.,"Well, uh, I think she's mostly German Shepherd. Uh, she was, uh, uh, a person lives across the street from me, uh, brought her home from work because a coworker of hers, uh, had this dog appear on its front doorstep,","Okay, what kind of puppy you got?"
1,"Uuhh... so, uh, why?","and, uh, uh, I can't understand why anyone would abandon this dog, though.",Uh-huh.,"somebody, somebody abandoned her and, she's only about, oh, between six and eight, six to eight weeks old",Uh.,"Well, uh, I think she's mostly German Shepherd. Uh, she was, uh, uh, a person lives across the street from me, uh, brought her home from work because a coworker of hers, uh, had this dog appear on its front doorstep,"
2,... I... I don't know what to say.,Oh.,"and, uh, uh, I can't understand why anyone would abandon this dog, though.",Uh-huh.,"somebody, somebody abandoned her and, she's only about, oh, between six and eight, six to eight weeks old",Uh.
3,So what's the backstory?,"She's, I mean she's that, this young and she's almost housebroken.",Oh.,"and, uh, uh, I can't understand why anyone would abandon this dog, though.",Uh-huh.,"somebody, somebody abandoned her and, she's only about, oh, between six and eight, six to eight weeks old"
4,My dog is so beautiful.,Wow.,"She's, I mean she's that, this young and she's almost housebroken.",Oh.,"and, uh, uh, I can't understand why anyone would abandon this dog, though.",Uh-huh.
5,What about the dog?,I mean she actually asks to go out.,Wow.,"She's, I mean she's that, this young and she's almost housebroken.",Oh.,"and, uh, uh, I can't understand why anyone would abandon this dog, though."
6,Yes. Yes she does.,That's great.,I mean she actually asks to go out.,Wow.,"She's, I mean she's that, this young and she's almost housebroken.",Oh.
7,This dog is so cute!!!,"And, uh, yeah I was amazed. Really good temperament and very playful and affectionate, good personality. I don't know, I can't imagine what, uh, would have been wrong with this dog, so.",That's great.,I mean she actually asks to go out.,Wow.,"She's, I mean she's that, this young and she's almost housebroken."
8,"I know, right?","Yeah, well I, I have a dog that God gave us too,","And, uh, yeah I was amazed. Really good temperament and very playful and affectionate, good personality. I don't know, I can't imagine what, uh, would have been wrong with this dog, so.",That's great.,I mean she actually asks to go out.,Wow.
9,Aww. She's a sweetie.,Uh-huh.,"Yeah, well I, I have a dog that God gave us too,","And, uh, yeah I was amazed. Really good temperament and very playful and affectionate, good personality. I don't know, I can't imagine what, uh, would have been wrong with this dog, so.",That's great.,I mean she actually asks to go out.
10,"Wait, what?","Yeah, she just appeared.",Uh-huh.,"Yeah, well I, I have a dog that God gave us too,","And, uh, yeah I was amazed. Really good temperament and very playful and affectionate, good personality. I don't know, I can't imagine what, uh, would have been wrong with this dog, so.",That's great.
11,She's a dog.,"Oh, really.","Yeah, she just appeared.",Uh-huh.,"Yeah, well I, I have a dog that God gave us too,","And, uh, yeah I was amazed. Really good temperament and very playful and affectionate, good personality. I don't know, I can't imagine what, uh, would have been wrong with this dog, so."
12,"Wait, so, uh, she's a dog?","Yeah, my husband calls her street dog, but we've had her now for about three years,","Oh, really.","Yeah, she just appeared.",Uh-huh.,"Yeah, well I, I have a dog that God gave us too,"
13,She's so cute!,Uh-huh.,"Yeah, my husband calls her street dog, but we've had her now for about three years,","Oh, really.","Yeah, she just appeared.",Uh-huh.
14,They're so cute!,"and I just, you get so attached to them.",Uh-huh.,"Yeah, my husband calls her street dog, but we've had her now for about three years,","Oh, really.","Yeah, she just appeared."
15,"Hehe, I'm glad you're okay.","Oh, yeah. I had a, uh, last year I had I had another German Shepherd, now this one was purebred and, uh, he, when he was about seven months old got a gastrointestinal virus and was just about on death's door but, uh, managed to get him to a veterinarian in time,","and I just, you get so attached to them.",Uh-huh.,"Yeah, my husband calls her street dog, but we've had her now for about three years,","Oh, really."
16,"He was a beautiful dog, man.",Uh-huh.,"Oh, yeah. I had a, uh, last year I had I had another German Shepherd, now this one was purebred and, uh, he, when he was about seven months old got a gastrointestinal virus and was just about on death's door but, uh, managed to get him to a veterinarian in time,","and I just, you get so attached to them.",Uh-huh.,"Yeah, my husband calls her street dog, but we've had her now for about three years,"
17,"uhuhuh. and I uh, I think.","and, uh, and on huge doses of antibiotics, and he actually got over it with, seven hundred dollars in vet bills,",Uh-huh.,"Oh, yeah. I had a, uh, last year I had I had another German Shepherd, now this one was purebred and, uh, he, when he was about seven months old got a gastrointestinal virus and was just about on death's door but, uh, managed to get him to a veterinarian in time,","and I just, you get so attached to them.",Uh-huh.
18,Uh. You should try to be more like him.,Um. Wow.,"and, uh, and on huge doses of antibiotics, and he actually got over it with, seven hundred dollars in vet bills,",Uh-huh.,"Oh, yeah. I had a, uh, last year I had I had another German Shepherd, now this one was purebred and, uh, he, when he was about seven months old got a gastrointestinal virus and was just about on death's door but, uh, managed to get him to a veterinarian in time,","and I just, you get so attached to them."
19,I can't even...,"um, but he had actually was able to get him over that.",Um. Wow.,"and, uh, and on huge doses of antibiotics, and he actually got over it with, seven hundred dollars in vet bills,",Uh-huh.,"Oh, yeah. I had a, uh, last year I had I had another German Shepherd, now this one was purebred and, uh, he, when he was about seven months old got a gastrointestinal virus and was just about on death's door but, uh, managed to get him to a veterinarian in time,"
20,"Oh my god, I'm so sorry.",Uh-huh.,"um, but he had actually was able to get him over that.",Um. Wow.,"and, uh, and on huge doses of antibiotics, and he actually got over it with, seven hundred dollars in vet bills,",Uh-huh.
21,He's also got the ability to move his car.,"And then he was gaining weight again, was just getting healthy, and, uh, he put on about fifteen to twenty pounds after the thing and then he got hit by a Cadillac.",Uh-huh.,"um, but he had actually was able to get him over that.",Um. Wow.,"and, uh, and on huge doses of antibiotics, and he actually got over it with, seven hundred dollars in vet bills,"
22,"Well, he was a man of many talents.",Oh no.,"And then he was gaining weight again, was just getting healthy, and, uh, he put on about fifteen to twenty pounds after the thing and then he got hit by a Cadillac.",Uh-huh.,"um, but he had actually was able to get him over that.",Um. Wow.
23,I don't think I could've seen him like that.,"So, I couldn't believe it. That was, that was really hard.",Oh no.,"And then he was gaining weight again, was just getting healthy, and, uh, he put on about fifteen to twenty pounds after the thing and then he got hit by a Cadillac.",Uh-huh.,"um, but he had actually was able to get him over that."
24,He was really a big guy,"Oh, gee.","So, I couldn't believe it. That was, that was really hard.",Oh no.,"And then he was gaining weight again, was just getting healthy, and, uh, he put on about fifteen to twenty pounds after the thing and then he got hit by a Cadillac.",Uh-huh.
25,"He had a pet dog, a pet rabbit, a dog and a dog","And that was even harder for, I was on a business trip at the time and the dog was being house sit, or dog sit, whatever, by some friends of mine down the street,","Oh, gee.","So, I couldn't believe it. That was, that was really hard.",Oh no.,"And then he was gaining weight again, was just getting healthy, and, uh, he put on about fifteen to twenty pounds after the thing and then he got hit by a Cadillac."
26,That was the hardest part of that video for me.,Uh-huh.,"And that was even harder for, I was on a business trip at the time and the dog was being house sit, or dog sit, whatever, by some friends of mine down the street,","Oh, gee.","So, I couldn't believe it. That was, that was really hard.",Oh no.
27,I don't know. I'm not sure.,so they just felt absolutely awful.,Uh-huh.,"And that was even harder for, I was on a business trip at the time and the dog was being house sit, or dog sit, whatever, by some friends of mine down the street,","Oh, gee.","So, I couldn't believe it. That was, that was really hard."
