,response,context,context/0,context/1,context/2,context/3
0,Sorry.,Uh-huh.,"She appeared to have a couple of light strokes and started to, uh, not be able to be in her apartment on her own.",Uh-huh.,"Well, not so much personally but my, um, husband has an aunt who has been like a second mother, I mean always lived in the same town and took care of him and such. They live down in College Station where, his parents do too. And they put her in a home last year.","We're to discuss a little bit about the process of putting someone in a nursing home and making the decision on a family basis and, probably the first question would be whether you've ever had to go through that process."
1,What?,"So they found a, a place nearby that they put her in last year.",Uh-huh.,"She appeared to have a couple of light strokes and started to, uh, not be able to be in her apartment on her own.",Uh-huh.,"Well, not so much personally but my, um, husband has an aunt who has been like a second mother, I mean always lived in the same town and took care of him and such. They live down in College Station where, his parents do too. And they put her in a home last year."
2,"Oh yeah, she was there.",So it was pretty much a physical decision?,"So they found a, a place nearby that they put her in last year.",Uh-huh.,"She appeared to have a couple of light strokes and started to, uh, not be able to be in her apartment on her own.",Uh-huh.
3,Oh. Okay.,"Uh, yeah, although she is, uh, in pretty good health and she's, doesn't take any medication, it's just she had had her own apartment and drove a car and everything up until that point.",So it was pretty much a physical decision?,"So they found a, a place nearby that they put her in last year.",Uh-huh.,"She appeared to have a couple of light strokes and started to, uh, not be able to be in her apartment on her own."
4,"She's uh, in a good shape.",Um.,"Uh, yeah, although she is, uh, in pretty good health and she's, doesn't take any medication, it's just she had had her own apartment and drove a car and everything up until that point.",So it was pretty much a physical decision?,"So they found a, a place nearby that they put her in last year.",Uh-huh.
5,She had her car in the driveway.,"Then she was starting to get, uh, you know, lose memory sometimes and, which is kind of frightening when she's in the car.",Um.,"Uh, yeah, although she is, uh, in pretty good health and she's, doesn't take any medication, it's just she had had her own apartment and drove a car and everything up until that point.",So it was pretty much a physical decision?,"So they found a, a place nearby that they put her in last year."
6,She was in the hospital?,Yeah.,"Then she was starting to get, uh, you know, lose memory sometimes and, which is kind of frightening when she's in the car.",Um.,"Uh, yeah, although she is, uh, in pretty good health and she's, doesn't take any medication, it's just she had had her own apartment and drove a car and everything up until that point.",So it was pretty much a physical decision?
7,She's a lot like you.,"Uh,",Yeah.,"Then she was starting to get, uh, you know, lose memory sometimes and, which is kind of frightening when she's in the car.",Um.,"Uh, yeah, although she is, uh, in pretty good health and she's, doesn't take any medication, it's just she had had her own apartment and drove a car and everything up until that point."
8,She's still in the process of being brought back.,"My husband's family are reaching that point but it's, it's so difficult. Was she in favor of it or, or was she kind of opposed to it?","Uh,",Yeah.,"Then she was starting to get, uh, you know, lose memory sometimes and, which is kind of frightening when she's in the car.",Um.
9,Was she?,"Well, yeah, when it finally came down to it, um, she just got to the point after the, I mean, it wasn't a very, um, strong stroke. It was just kind of all of a sudden she wasn't herself anymore.","My husband's family are reaching that point but it's, it's so difficult. Was she in favor of it or, or was she kind of opposed to it?","Uh,",Yeah.,"Then she was starting to get, uh, you know, lose memory sometimes and, which is kind of frightening when she's in the car."
10,She's just... ugh.,Uh-huh.,"Well, yeah, when it finally came down to it, um, she just got to the point after the, I mean, it wasn't a very, um, strong stroke. It was just kind of all of a sudden she wasn't herself anymore.","My husband's family are reaching that point but it's, it's so difficult. Was she in favor of it or, or was she kind of opposed to it?","Uh,",Yeah.
