,response,context,context/0,context/1,context/2,context/3
0,"I'm reading a book, uh, about the first world war, uh",Oh.,"Uh, books, I've, actually I am reading a couple of different books, uh, one is, uh, a story, well it is not a story, it is a collection of, uh, of memos, supposedly written by Howard Hughes, uh,",Hi.,Hi.,Hi Ed.
1,"You've, uh, never read it, huh?","that was, uh, that was, it came out a couple of years ago and I have just now gotten around to reading it. I have had it a couple years, but, uh,",Oh.,"Uh, books, I've, actually I am reading a couple of different books, uh, one is, uh, a story, well it is not a story, it is a collection of, uh, of memos, supposedly written by Howard Hughes, uh,",Hi.,Hi.
2,I think that's the first time I've read a book I haven't read in a while.,Who wrote that?,"that was, uh, that was, it came out a couple of years ago and I have just now gotten around to reading it. I have had it a couple years, but, uh,",Oh.,"Uh, books, I've, actually I am reading a couple of different books, uh, one is, uh, a story, well it is not a story, it is a collection of, uh, of memos, supposedly written by Howard Hughes, uh,",Hi.
3,?,"Oh, I do not remember the man's name, he was, used to be a reporter for, uh, I think, the NEW YORK TIMES, or the WASHINGTON POST, one of the two, and he supposedly got this, this, story, uh, I mean this, uh, was contacted by this guy who had these, these memos he wanted to sell, and they were, they were ones that had supposedly been stolen from the, uh, corporate headquarters in, uh, in Los Angeles.",Who wrote that?,"that was, uh, that was, it came out a couple of years ago and I have just now gotten around to reading it. I have had it a couple years, but, uh,",Oh.,"Uh, books, I've, actually I am reading a couple of different books, uh, one is, uh, a story, well it is not a story, it is a collection of, uh, of memos, supposedly written by Howard Hughes, uh,"
4,...,Huh.,"Oh, I do not remember the man's name, he was, used to be a reporter for, uh, I think, the NEW YORK TIMES, or the WASHINGTON POST, one of the two, and he supposedly got this, this, story, uh, I mean this, uh, was contacted by this guy who had these, these memos he wanted to sell, and they were, they were ones that had supposedly been stolen from the, uh, corporate headquarters in, uh, in Los Angeles.",Who wrote that?,"that was, uh, that was, it came out a couple of years ago and I have just now gotten around to reading it. I have had it a couple years, but, uh,",Oh.
5,Yeah..that.Who,"They, on I think it was Romain Drive or Romain Street or something, there in Los Angeles, they used to have a, or, I guess they still do, uh, had a, uh, uh, big warehouse kind of thing, which had offices and it was sort of nondescript for a, uh, you know, for the size of the company which, inside was basically a store house of a bunch of stuff he collected, he, he was, uh, a great collector of everything, he, he, he did not, he did not throw anything away and, uh, supposedly this guy had, had been breaking there for he was a, like, you know, burglar, had been breaking there awhile and, uh, And had ended up,",Huh.,"Oh, I do not remember the man's name, he was, used to be a reporter for, uh, I think, the NEW YORK TIMES, or the WASHINGTON POST, one of the two, and he supposedly got this, this, story, uh, I mean this, uh, was contacted by this guy who had these, these memos he wanted to sell, and they were, they were ones that had supposedly been stolen from the, uh, corporate headquarters in, uh, in Los Angeles.",Who wrote that?,"that was, uh, that was, it came out a couple of years ago and I have just now gotten around to reading it. I have had it a couple years, but, uh,"
6,,I see.,"They, on I think it was Romain Drive or Romain Street or something, there in Los Angeles, they used to have a, or, I guess they still do, uh, had a, uh, uh, big warehouse kind of thing, which had offices and it was sort of nondescript for a, uh, you know, for the size of the company which, inside was basically a store house of a bunch of stuff he collected, he, he was, uh, a great collector of everything, he, he, he did not, he did not throw anything away and, uh, supposedly this guy had, had been breaking there for he was a, like, you know, burglar, had been breaking there awhile and, uh, And had ended up,",Huh.,"Oh, I do not remember the man's name, he was, used to be a reporter for, uh, I think, the NEW YORK TIMES, or the WASHINGTON POST, one of the two, and he supposedly got this, this, story, uh, I mean this, uh, was contacted by this guy who had these, these memos he wanted to sell, and they were, they were ones that had supposedly been stolen from the, uh, corporate headquarters in, uh, in Los Angeles.",Who wrote that?
7,"you,?.yeah,' bout..??,What,manship,manship","he had some accomplices that were kind of suspect, and they, uh, they broke in one, one night and found a bunch of memos that were, uh, supposedly from, from Hughes to, uh, to his main, uh, main assistant back, uh, in the fifties and well, I guess, in the sixties, up until his death.",I see.,"They, on I think it was Romain Drive or Romain Street or something, there in Los Angeles, they used to have a, or, I guess they still do, uh, had a, uh, uh, big warehouse kind of thing, which had offices and it was sort of nondescript for a, uh, you know, for the size of the company which, inside was basically a store house of a bunch of stuff he collected, he, he was, uh, a great collector of everything, he, he, he did not, he did not throw anything away and, uh, supposedly this guy had, had been breaking there for he was a, like, you know, burglar, had been breaking there awhile and, uh, And had ended up,",Huh.,"Oh, I do not remember the man's name, he was, used to be a reporter for, uh, I think, the NEW YORK TIMES, or the WASHINGTON POST, one of the two, and he supposedly got this, this, story, uh, I mean this, uh, was contacted by this guy who had these, these memos he wanted to sell, and they were, they were ones that had supposedly been stolen from the, uh, corporate headquarters in, uh, in Los Angeles."
8,No.,"Well, that is interesting. Right.","he had some accomplices that were kind of suspect, and they, uh, they broke in one, one night and found a bunch of memos that were, uh, supposedly from, from Hughes to, uh, to his main, uh, main assistant back, uh, in the fifties and well, I guess, in the sixties, up until his death.",I see.,"They, on I think it was Romain Drive or Romain Street or something, there in Los Angeles, they used to have a, or, I guess they still do, uh, had a, uh, uh, big warehouse kind of thing, which had offices and it was sort of nondescript for a, uh, you know, for the size of the company which, inside was basically a store house of a bunch of stuff he collected, he, he was, uh, a great collector of everything, he, he, he did not, he did not throw anything away and, uh, supposedly this guy had, had been breaking there for he was a, like, you know, burglar, had been breaking there awhile and, uh, And had ended up,",Huh.
9,"3,","So, it's pretty interesting work so,","Well, that is interesting. Right.","he had some accomplices that were kind of suspect, and they, uh, they broke in one, one night and found a bunch of memos that were, uh, supposedly from, from Hughes to, uh, to his main, uh, main assistant back, uh, in the fifties and well, I guess, in the sixties, up until his death.",I see.,"They, on I think it was Romain Drive or Romain Street or something, there in Los Angeles, they used to have a, or, I guess they still do, uh, had a, uh, uh, big warehouse kind of thing, which had offices and it was sort of nondescript for a, uh, you know, for the size of the company which, inside was basically a store house of a bunch of stuff he collected, he, he was, uh, a great collector of everything, he, he, he did not, he did not throw anything away and, uh, supposedly this guy had, had been breaking there for he was a, like, you know, burglar, had been breaking there awhile and, uh, And had ended up,"
10,He's talking about the book.,That is an intriguing type of book to be reading and trying to keep up on things like that.,"So, it's pretty interesting work so,","Well, that is interesting. Right.","he had some accomplices that were kind of suspect, and they, uh, they broke in one, one night and found a bunch of memos that were, uh, supposedly from, from Hughes to, uh, to his main, uh, main assistant back, uh, in the fifties and well, I guess, in the sixties, up until his death.",I see.
11,I,"Yeah, it's a, it's a little, it's a little hard you have to plod through it and, you know, it does not have a real story, or any plot,",That is an intriguing type of book to be reading and trying to keep up on things like that.,"So, it's pretty interesting work so,","Well, that is interesting. Right.","he had some accomplices that were kind of suspect, and they, uh, they broke in one, one night and found a bunch of memos that were, uh, supposedly from, from Hughes to, uh, to his main, uh, main assistant back, uh, in the fifties and well, I guess, in the sixties, up until his death."
12,I don't think it's real.,Uh-huh.,"Yeah, it's a, it's a little, it's a little hard you have to plod through it and, you know, it does not have a real story, or any plot,",That is an intriguing type of book to be reading and trying to keep up on things like that.,"So, it's pretty interesting work so,","Well, that is interesting. Right."
13,"It's a book, so...",you just kind of have to read and understand what is going on.,Uh-huh.,"Yeah, it's a, it's a little, it's a little hard you have to plod through it and, you know, it does not have a real story, or any plot,",That is an intriguing type of book to be reading and trying to keep up on things like that.,"So, it's pretty interesting work so,"
