,response,context,context/0,context/1,context/2,context/3
0,It's,"but you can,","I think it's, Four or five,","Yeah, I think there's a limit on that. The, uh, the, uh peremptory challenges are limited to, I don't know how many,","Uh, I certainly can't argue with that. Definitely does need some improvements. Uh, and the lawyers can throw people out for no reason whatsoever just because they want to.","Actually, to tell you the truth, I think, uh, jury selection is a, uh, prime, uh, discussion topic in terms of possible improvements on, uh, uh, finding of, uh, guilt."
1,You can get out of jury,"I can't remember which. I was on a jury trial last year only I got kicked out as, uh, the last selection that the, uh, defense got.","but you can,","I think it's, Four or five,","Yeah, I think there's a limit on that. The, uh, the, uh peremptory challenges are limited to, I don't know how many,","Uh, I certainly can't argue with that. Definitely does need some improvements. Uh, and the lawyers can throw people out for no reason whatsoever just because they want to."
2,Do you remember?,"Um. Yeah, it seems to me I'm always challenged peremptorily also when I go to these things. I think I have a severe demeanor or something.","I can't remember which. I was on a jury trial last year only I got kicked out as, uh, the last selection that the, uh, defense got.","but you can,","I think it's, Four or five,","Yeah, I think there's a limit on that. The, uh, the, uh peremptory challenges are limited to, I don't know how many,"
3,Perem's not that bad,Um.,"Um. Yeah, it seems to me I'm always challenged peremptorily also when I go to these things. I think I have a severe demeanor or something.","I can't remember which. I was on a jury trial last year only I got kicked out as, uh, the last selection that the, uh, defense got.","but you can,","I think it's, Four or five,"
4,"Uh, um","Uh,",Um.,"Um. Yeah, it seems to me I'm always challenged peremptorily also when I go to these things. I think I have a severe demeanor or something.","I can't remember which. I was on a jury trial last year only I got kicked out as, uh, the last selection that the, uh, defense got.","but you can,"
5,I don't remember.,"That, uh,","Uh,",Um.,"Um. Yeah, it seems to me I'm always challenged peremptorily also when I go to these things. I think I have a severe demeanor or something.","I can't remember which. I was on a jury trial last year only I got kicked out as, uh, the last selection that the, uh, defense got."
6,"It's not always, uh, the judge, uh.","But, typically, you know, uh, typically, uh, everyone gets involved in, uh, the jury process and I suppose an elitist might say, well, you really want someone who is well educated to be able to, to winnow the facts from the, from the prejudice.","That, uh,","Uh,",Um.,"Um. Yeah, it seems to me I'm always challenged peremptorily also when I go to these things. I think I have a severe demeanor or something."
7,"But it's not a group, it's a group.","Right, but it still has to be a group of your peers.","But, typically, you know, uh, typically, uh, everyone gets involved in, uh, the jury process and I suppose an elitist might say, well, you really want someone who is well educated to be able to, to winnow the facts from the, from the prejudice.","That, uh,","Uh,",Um.
8,"So, what?",Right.,"Right, but it still has to be a group of your peers.","But, typically, you know, uh, typically, uh, everyone gets involved in, uh, the jury process and I suppose an elitist might say, well, you really want someone who is well educated to be able to, to winnow the facts from the, from the prejudice.","That, uh,","Uh,"
9,I think you mean the group of peers.,See.,Right.,"Right, but it still has to be a group of your peers.","But, typically, you know, uh, typically, uh, everyone gets involved in, uh, the jury process and I suppose an elitist might say, well, you really want someone who is well educated to be able to, to winnow the facts from the, from the prejudice.","That, uh,"
10,"You're right,","So,",See.,Right.,"Right, but it still has to be a group of your peers.","But, typically, you know, uh, typically, uh, everyone gets involved in, uh, the jury process and I suppose an elitist might say, well, you really want someone who is well educated to be able to, to winnow the facts from the, from the prejudice."
11,I'm in the process of getting my education.,"So, if it's your peers and you're not educated then,","So,",See.,Right.,"Right, but it still has to be a group of your peers."
12,I'm a ninj,"So if you're a nincompoop on trial, you'd, you'd have to have nincompoops to, uh,","So, if it's your peers and you're not educated then,","So,",See.,Right.
13,I don't know what I want to do with my life.,You want you want a nincompoop jury because they'll sympathize with you a bit as well as hopefully being honest people and do their best to comply with the facts as they were presented to them.,"So if you're a nincompoop on trial, you'd, you'd have to have nincompoops to, uh,","So, if it's your peers and you're not educated then,","So,",See.
14,Well you're in a jury.,Um.,You want you want a nincompoop jury because they'll sympathize with you a bit as well as hopefully being honest people and do their best to comply with the facts as they were presented to them.,"So if you're a nincompoop on trial, you'd, you'd have to have nincompoops to, uh,","So, if it's your peers and you're not educated then,","So,"
15,Yes,"So, that's why the defense is there picking through them, whereas at the same time, the, uh, the prosecutor sitting there picking through them because he wants somebody who will give him, uh, a guilty verdict if the facts warrant.",Um.,You want you want a nincompoop jury because they'll sympathize with you a bit as well as hopefully being honest people and do their best to comply with the facts as they were presented to them.,"So if you're a nincompoop on trial, you'd, you'd have to have nincompoops to, uh,","So, if it's your peers and you're not educated then,"
16,,Uh-huh.,"So, that's why the defense is there picking through them, whereas at the same time, the, uh, the prosecutor sitting there picking through them because he wants somebody who will give him, uh, a guilty verdict if the facts warrant.",Um.,You want you want a nincompoop jury because they'll sympathize with you a bit as well as hopefully being honest people and do their best to comply with the facts as they were presented to them.,"So if you're a nincompoop on trial, you'd, you'd have to have nincompoops to, uh,"
17,Pick?,"So, uh, I think the jury selection process is pretty neat, but I don't think that the jury ought to be the ones picking the punishment afterwards.",Uh-huh.,"So, that's why the defense is there picking through them, whereas at the same time, the, uh, the prosecutor sitting there picking through them because he wants somebody who will give him, uh, a guilty verdict if the facts warrant.",Um.,You want you want a nincompoop jury because they'll sympathize with you a bit as well as hopefully being honest people and do their best to comply with the facts as they were presented to them.
18,"Uhhh, I think you're right.",Um.,"So, uh, I think the jury selection process is pretty neat, but I don't think that the jury ought to be the ones picking the punishment afterwards.",Uh-huh.,"So, that's why the defense is there picking through them, whereas at the same time, the, uh, the prosecutor sitting there picking through them because he wants somebody who will give him, uh, a guilty verdict if the facts warrant.",Um.
19,... guilty.,"I think that should be left up to people who have some knowledge in the subject and more knowledge than a jury would have. you're talking about, the person's already been found guilty, right",Um.,"So, uh, I think the jury selection process is pretty neat, but I don't think that the jury ought to be the ones picking the punishment afterwards.",Uh-huh.,"So, that's why the defense is there picking through them, whereas at the same time, the, uh, the prosecutor sitting there picking through them because he wants somebody who will give him, uh, a guilty verdict if the facts warrant."
20,That's not how it works.,"Uh-huh, uh-huh.","I think that should be left up to people who have some knowledge in the subject and more knowledge than a jury would have. you're talking about, the person's already been found guilty, right",Um.,"So, uh, I think the jury selection process is pretty neat, but I don't think that the jury ought to be the ones picking the punishment afterwards.",Uh-huh.
21,,"and many times I've seen on trials they have on T V, the jury will make a recommendation as to leniency or as to the death penalty or whatever, but I think that it should be up to the judge and the, uh, lawyers to make the decision as to what the actual penalty will be.","Uh-huh, uh-huh.","I think that should be left up to people who have some knowledge in the subject and more knowledge than a jury would have. you're talking about, the person's already been found guilty, right",Um.,"So, uh, I think the jury selection process is pretty neat, but I don't think that the jury ought to be the ones picking the punishment afterwards."
22,What's the difference?,Um.,"and many times I've seen on trials they have on T V, the jury will make a recommendation as to leniency or as to the death penalty or whatever, but I think that it should be up to the judge and the, uh, lawyers to make the decision as to what the actual penalty will be.","Uh-huh, uh-huh.","I think that should be left up to people who have some knowledge in the subject and more knowledge than a jury would have. you're talking about, the person's already been found guilty, right",Um.
23,I agree.,Maybe just the judge because they're the people who know what the system is and what it's all about and believe in the system.,Um.,"and many times I've seen on trials they have on T V, the jury will make a recommendation as to leniency or as to the death penalty or whatever, but I think that it should be up to the judge and the, uh, lawyers to make the decision as to what the actual penalty will be.","Uh-huh, uh-huh.","I think that should be left up to people who have some knowledge in the subject and more knowledge than a jury would have. you're talking about, the person's already been found guilty, right"
24,Hmmm... I'll have,Uh-huh. Uh-huh. Uh-huh.,Maybe just the judge because they're the people who know what the system is and what it's all about and believe in the system.,Um.,"and many times I've seen on trials they have on T V, the jury will make a recommendation as to leniency or as to the death penalty or whatever, but I think that it should be up to the judge and the, uh, lawyers to make the decision as to what the actual penalty will be.","Uh-huh, uh-huh."
25,Uhhuh,"Uh, and I think that would provide a more fair sentencing procedure. As opposed to an emotional sentencing procedure.  Also, may be a more consistent sentencing procedure.",Uh-huh. Uh-huh. Uh-huh.,Maybe just the judge because they're the people who know what the system is and what it's all about and believe in the system.,Um.,"and many times I've seen on trials they have on T V, the jury will make a recommendation as to leniency or as to the death penalty or whatever, but I think that it should be up to the judge and the, uh, lawyers to make the decision as to what the actual penalty will be."
26,I,"Well, I suppose you may be right on that.  Matter of fact, I've heard that,  I've heard that some of the information, uh, is prevented from reaching the jury, like, uh, mitigating circumstances or, or preceding, uh, criminal record or things of this nature that,","Uh, and I think that would provide a more fair sentencing procedure. As opposed to an emotional sentencing procedure.  Also, may be a more consistent sentencing procedure.",Uh-huh. Uh-huh. Uh-huh.,Maybe just the judge because they're the people who know what the system is and what it's all about and believe in the system.,Um.
27,,"Well, preceding criminal record, according to the judicial process has nothing to do with the current crime. But when it comes to, uh, sentencing for punishment, of course, if the person's never done anything bad before, according to the judicial system, then they're going to lean towards a slightly more lenient side, and the jury's supposed to be notified of criminal records when it comes to sentencing by jury.","Well, I suppose you may be right on that.  Matter of fact, I've heard that,  I've heard that some of the information, uh, is prevented from reaching the jury, like, uh, mitigating circumstances or, or preceding, uh, criminal record or things of this nature that,","Uh, and I think that would provide a more fair sentencing procedure. As opposed to an emotional sentencing procedure.  Also, may be a more consistent sentencing procedure.",Uh-huh. Uh-huh. Uh-huh.,Maybe just the judge because they're the people who know what the system is and what it's all about and believe in the system.
28,,"Oh, is it? Oh, I didn't realize that. Okay.","Well, preceding criminal record, according to the judicial process has nothing to do with the current crime. But when it comes to, uh, sentencing for punishment, of course, if the person's never done anything bad before, according to the judicial system, then they're going to lean towards a slightly more lenient side, and the jury's supposed to be notified of criminal records when it comes to sentencing by jury.","Well, I suppose you may be right on that.  Matter of fact, I've heard that,  I've heard that some of the information, uh, is prevented from reaching the jury, like, uh, mitigating circumstances or, or preceding, uh, criminal record or things of this nature that,","Uh, and I think that would provide a more fair sentencing procedure. As opposed to an emotional sentencing procedure.  Also, may be a more consistent sentencing procedure.",Uh-huh. Uh-huh. Uh-huh.
29,,"At least in California, they're supposed to be. Not during the trial, during the trial as to whether they're guilty or not has nothing to do with their background.","Oh, is it? Oh, I didn't realize that. Okay.","Well, preceding criminal record, according to the judicial process has nothing to do with the current crime. But when it comes to, uh, sentencing for punishment, of course, if the person's never done anything bad before, according to the judicial system, then they're going to lean towards a slightly more lenient side, and the jury's supposed to be notified of criminal records when it comes to sentencing by jury.","Well, I suppose you may be right on that.  Matter of fact, I've heard that,  I've heard that some of the information, uh, is prevented from reaching the jury, like, uh, mitigating circumstances or, or preceding, uh, criminal record or things of this nature that,","Uh, and I think that would provide a more fair sentencing procedure. As opposed to an emotional sentencing procedure.  Also, may be a more consistent sentencing procedure."
30,I,Right.,"At least in California, they're supposed to be. Not during the trial, during the trial as to whether they're guilty or not has nothing to do with their background.","Oh, is it? Oh, I didn't realize that. Okay.","Well, preceding criminal record, according to the judicial process has nothing to do with the current crime. But when it comes to, uh, sentencing for punishment, of course, if the person's never done anything bad before, according to the judicial system, then they're going to lean towards a slightly more lenient side, and the jury's supposed to be notified of criminal records when it comes to sentencing by jury.","Well, I suppose you may be right on that.  Matter of fact, I've heard that,  I've heard that some of the information, uh, is prevented from reaching the jury, like, uh, mitigating circumstances or, or preceding, uh, criminal record or things of this nature that,"
