,response,context,context/0,context/1,context/2,context/3
0,You in Detroit?,Yeah.,Detroit?,"Recently, my most recent trip was last year, and that was Detroit.","Okay, where have you all been on vacation recently?",Okay.
1,I've been to Detroit a few times.,Is that a nice vacation spot?,Yeah.,Detroit?,"Recently, my most recent trip was last year, and that was Detroit.","Okay, where have you all been on vacation recently?"
2,What happened to it?,"Well, it wasn't really. It was, um, uh, to see an old relative.",Is that a nice vacation spot?,Yeah.,Detroit?,"Recently, my most recent trip was last year, and that was Detroit."
3,You were.,"Right, okay.","Well, it wasn't really. It was, um, uh, to see an old relative.",Is that a nice vacation spot?,Yeah.,Detroit?
4,Yeah.I think I know where you live.,"And it was, uh, just to, uh, have some fellowship with her.","Right, okay.","Well, it wasn't really. It was, um, uh, to see an old relative.",Is that a nice vacation spot?,Yeah.
5,I was. I'm not really a tourist though.,Right. So you probably wouldn't recommend that as a big tourist spot?,"And it was, uh, just to, uh, have some fellowship with her.","Right, okay.","Well, it wasn't really. It was, um, uh, to see an old relative.",Is that a nice vacation spot?
6,"I don't know, why would you recommend it?","No. The only thing that I, I visited that, you know, is quite a tourist spot is Cancun, Mexico.",Right. So you probably wouldn't recommend that as a big tourist spot?,"And it was, uh, just to, uh, have some fellowship with her.","Right, okay.","Well, it wasn't really. It was, um, uh, to see an old relative."
7,"No, not that. I don't think so.","Ooh, that would be nice.","No. The only thing that I, I visited that, you know, is quite a tourist spot is Cancun, Mexico.",Right. So you probably wouldn't recommend that as a big tourist spot?,"And it was, uh, just to, uh, have some fellowship with her.","Right, okay."
8,"Yeah, it was.","And that was real nice. Uh,","Ooh, that would be nice.","No. The only thing that I, I visited that, you know, is quite a tourist spot is Cancun, Mexico.",Right. So you probably wouldn't recommend that as a big tourist spot?,"And it was, uh, just to, uh, have some fellowship with her."
9,"I live in Brazil, it's just a tourist place in the middle of nowhere.",Did you scuba dive there?,"And that was real nice. Uh,","Ooh, that would be nice.","No. The only thing that I, I visited that, you know, is quite a tourist spot is Cancun, Mexico.",Right. So you probably wouldn't recommend that as a big tourist spot?
10,"I'm from Canada, so I can't say that I've seen that.","No, we just kind of walked the beaches and looked at all the beautiful scenery there.",Did you scuba dive there?,"And that was real nice. Uh,","Ooh, that would be nice.","No. The only thing that I, I visited that, you know, is quite a tourist spot is Cancun, Mexico."
11,"They have some nice beaches, and a big aquarium.","Ooh, that would be nice.","No, we just kind of walked the beaches and looked at all the beautiful scenery there.",Did you scuba dive there?,"And that was real nice. Uh,","Ooh, that would be nice."
12,Have you ever been there?,"Yeah, and just kind of relaxed and unwound a little bit, from our daily routine.","Ooh, that would be nice.","No, we just kind of walked the beaches and looked at all the beautiful scenery there.",Did you scuba dive there?,"And that was real nice. Uh,"
13,"Well, I'm from Australia. I'm not going to be able to go to any other countries, so I guess it would be fun.","Oh, that would be enjoyable. Right, yeah, that's, a nice break.","Yeah, and just kind of relaxed and unwound a little bit, from our daily routine.","Ooh, that would be nice.","No, we just kind of walked the beaches and looked at all the beautiful scenery there.",Did you scuba dive there?
14,"I'm a bit tired, but I'm going to do a little vacation in the beach.",Huh.,"Oh, that would be enjoyable. Right, yeah, that's, a nice break.","Yeah, and just kind of relaxed and unwound a little bit, from our daily routine.","Ooh, that would be nice.","No, we just kind of walked the beaches and looked at all the beautiful scenery there."
15,So... How's it going?,"I haven't been on vacation in a while either. Um, usually when we go, we go to Colorado, to Estes Park area. Which is up kind of near Denver. And, uh, stay in the mountains up there, do a little hiking and resting, get away from the Texas heat, that kind of thing.",Huh.,"Oh, that would be enjoyable. Right, yeah, that's, a nice break.","Yeah, and just kind of relaxed and unwound a little bit, from our daily routine.","Ooh, that would be nice."
16,How do you?,"Uh-huh. Yes. Oh, that's always refreshing to get away from.","I haven't been on vacation in a while either. Um, usually when we go, we go to Colorado, to Estes Park area. Which is up kind of near Denver. And, uh, stay in the mountains up there, do a little hiking and resting, get away from the Texas heat, that kind of thing.",Huh.,"Oh, that would be enjoyable. Right, yeah, that's, a nice break.","Yeah, and just kind of relaxed and unwound a little bit, from our daily routine."
17,I can't,"So it's a lot of fun. I worked up there last summer, so I guess it was kind of like a vacation the, whole summer long","Uh-huh. Yes. Oh, that's always refreshing to get away from.","I haven't been on vacation in a while either. Um, usually when we go, we go to Colorado, to Estes Park area. Which is up kind of near Denver. And, uh, stay in the mountains up there, do a little hiking and resting, get away from the Texas heat, that kind of thing.",Huh.,"Oh, that would be enjoyable. Right, yeah, that's, a nice break."
18,What's that?,"Oh, well, that's nice. Yeah.","So it's a lot of fun. I worked up there last summer, so I guess it was kind of like a vacation the, whole summer long","Uh-huh. Yes. Oh, that's always refreshing to get away from.","I haven't been on vacation in a while either. Um, usually when we go, we go to Colorado, to Estes Park area. Which is up kind of near Denver. And, uh, stay in the mountains up there, do a little hiking and resting, get away from the Texas heat, that kind of thing.",Huh.
19,"oh, like.","Worked at a camp there, and so I got to spend a lot of time up in the mountains. So that's probably my favorite place when I have to go somewhere on a vacation.","Oh, well, that's nice. Yeah.","So it's a lot of fun. I worked up there last summer, so I guess it was kind of like a vacation the, whole summer long","Uh-huh. Yes. Oh, that's always refreshing to get away from.","I haven't been on vacation in a while either. Um, usually when we go, we go to Colorado, to Estes Park area. Which is up kind of near Denver. And, uh, stay in the mountains up there, do a little hiking and resting, get away from the Texas heat, that kind of thing."
20,,"Well, my, uh, my middle daughter and her husband have just taken up a new activity, and that's canoeing.","Worked at a camp there, and so I got to spend a lot of time up in the mountains. So that's probably my favorite place when I have to go somewhere on a vacation.","Oh, well, that's nice. Yeah.","So it's a lot of fun. I worked up there last summer, so I guess it was kind of like a vacation the, whole summer long","Uh-huh. Yes. Oh, that's always refreshing to get away from."
21,What do you mean?,Oh.,"Well, my, uh, my middle daughter and her husband have just taken up a new activity, and that's canoeing.","Worked at a camp there, and so I got to spend a lot of time up in the mountains. So that's probably my favorite place when I have to go somewhere on a vacation.","Oh, well, that's nice. Yeah.","So it's a lot of fun. I worked up there last summer, so I guess it was kind of like a vacation the, whole summer long"
22,They're... They're just...,"And, uh, they've been to the Guadalupe River, and they also, uh, uh, have been to, uh, I guess Colorado, and they've really enjoyed it.",Oh.,"Well, my, uh, my middle daughter and her husband have just taken up a new activity, and that's canoeing.","Worked at a camp there, and so I got to spend a lot of time up in the mountains. So that's probably my favorite place when I have to go somewhere on a vacation.","Oh, well, that's nice. Yeah."
23,I,"That's nice. We, um, we canoed up in Arkansas at the Buffalo River.","And, uh, they've been to the Guadalupe River, and they also, uh, uh, have been to, uh, I guess Colorado, and they've really enjoyed it.",Oh.,"Well, my, uh, my middle daughter and her husband have just taken up a new activity, and that's canoeing.","Worked at a camp there, and so I got to spend a lot of time up in the mountains. So that's probably my favorite place when I have to go somewhere on a vacation."
