,response,context,context/0,context/1,context/2,context/3
0,You have no idea how hard it is to be a troll.,Have you?,Do you?,"Okay, wow","No, I do not.","Okay, uh, do you work outside the home?"
1,I do.,Have I?,Have you?,Do you?,"Okay, wow","No, I do not."
2,"No, you have!","Yes, uh-huh.",Have I?,Have you?,Do you?,"Okay, wow"
3,You mean to tell me that you have?,"Uh, no, not actually","Yes, uh-huh.",Have I?,Have you?,Do you?
4,You don't have any proof.,"Okay, well, yes I do.","Uh, no, not actually","Yes, uh-huh.",Have I?,Have you?
5,You have to have some kind of special relationship with me to be an adult.,Okay.,"Okay, well, yes I do.","Uh, no, not actually","Yes, uh-huh.",Have I?
6,...,"In fact, I am at work right now. Uh, and so let me take the lead, uh, Angela. Uh, I think what is really important, uh, of course, salary is very important, because that's why you are working for your, for the money, but, job satisfaction to me is also, uh, very important in having a job. And, uh, one of the things that, uh, she asked us to discuss was benefits. Uh, I'm assuming that you are married and have a husband that supports you.",Okay.,"Okay, well, yes I do.","Uh, no, not actually","Yes, uh-huh."
7,"So, and you're you're right.",Right.,"In fact, I am at work right now. Uh, and so let me take the lead, uh, Angela. Uh, I think what is really important, uh, of course, salary is very important, because that's why you are working for your, for the money, but, job satisfaction to me is also, uh, very important in having a job. And, uh, one of the things that, uh, she asked us to discuss was benefits. Uh, I'm assuming that you are married and have a husband that supports you.",Okay.,"Okay, well, yes I do.","Uh, no, not actually"
8,No.,"Okay. And so we could, we could talk about, uh, that path, you know, how important you think his benefits are. And, and, and, uh, how important you think they are and if, what would you like to see increased in his benefits.",Right.,"In fact, I am at work right now. Uh, and so let me take the lead, uh, Angela. Uh, I think what is really important, uh, of course, salary is very important, because that's why you are working for your, for the money, but, job satisfaction to me is also, uh, very important in having a job. And, uh, one of the things that, uh, she asked us to discuss was benefits. Uh, I'm assuming that you are married and have a husband that supports you.",Okay.,"Okay, well, yes I do."
9,"How, are.",Okay.,"Okay. And so we could, we could talk about, uh, that path, you know, how important you think his benefits are. And, and, and, uh, how important you think they are and if, what would you like to see increased in his benefits.",Right.,"In fact, I am at work right now. Uh, and so let me take the lead, uh, Angela. Uh, I think what is really important, uh, of course, salary is very important, because that's why you are working for your, for the money, but, job satisfaction to me is also, uh, very important in having a job. And, uh, one of the things that, uh, she asked us to discuss was benefits. Uh, I'm assuming that you are married and have a husband that supports you.",Okay.
10,I,"Like, uh, perhaps, uh, he has, uh, the benefit of having eyeglasses for the family, uh, uh, and how much coverage, uh, it provides and also, your hospital coverage, and, uh, um, probably dental. How important you think that would be.",Okay.,"Okay. And so we could, we could talk about, uh, that path, you know, how important you think his benefits are. And, and, and, uh, how important you think they are and if, what would you like to see increased in his benefits.",Right.,"In fact, I am at work right now. Uh, and so let me take the lead, uh, Angela. Uh, I think what is really important, uh, of course, salary is very important, because that's why you are working for your, for the money, but, job satisfaction to me is also, uh, very important in having a job. And, uh, one of the things that, uh, she asked us to discuss was benefits. Uh, I'm assuming that you are married and have a husband that supports you."
11,But...,"Right. I, I think that job wise benefits are just as important as salary is.","Like, uh, perhaps, uh, he has, uh, the benefit of having eyeglasses for the family, uh, uh, and how much coverage, uh, it provides and also, your hospital coverage, and, uh, um, probably dental. How important you think that would be.",Okay.,"Okay. And so we could, we could talk about, uh, that path, you know, how important you think his benefits are. And, and, and, uh, how important you think they are and if, what would you like to see increased in his benefits.",Right.
12,Why?,"Because they, of course, if you did not have them, you would be pulling from your salary, of course.","Right. I, I think that job wise benefits are just as important as salary is.","Like, uh, perhaps, uh, he has, uh, the benefit of having eyeglasses for the family, uh, uh, and how much coverage, uh, it provides and also, your hospital coverage, and, uh, um, probably dental. How important you think that would be.",Okay.,"Okay. And so we could, we could talk about, uh, that path, you know, how important you think his benefits are. And, and, and, uh, how important you think they are and if, what would you like to see increased in his benefits."
13,I don't think you understand how the job market works.,"Exactly,","Because they, of course, if you did not have them, you would be pulling from your salary, of course.","Right. I, I think that job wise benefits are just as important as salary is.","Like, uh, perhaps, uh, he has, uh, the benefit of having eyeglasses for the family, uh, uh, and how much coverage, uh, it provides and also, your hospital coverage, and, uh, um, probably dental. How important you think that would be.",Okay.
14,But... I don't have any of those...,"Right,","Exactly,","Because they, of course, if you did not have them, you would be pulling from your salary, of course.","Right. I, I think that job wise benefits are just as important as salary is.","Like, uh, perhaps, uh, he has, uh, the benefit of having eyeglasses for the family, uh, uh, and how much coverage, uh, it provides and also, your hospital coverage, and, uh, um, probably dental. How important you think that would be."
15,"It's not that much, just a lot of money.",exactly.,"Right,","Exactly,","Because they, of course, if you did not have them, you would be pulling from your salary, of course.","Right. I, I think that job wise benefits are just as important as salary is."
16,I'd like to know why you think it's a good idea to get a job with the government if you don't have a job.,right.,exactly.,"Right,","Exactly,","Because they, of course, if you did not have them, you would be pulling from your salary, of course."
17,That's because it's a good way to get your blood pressure up.,"Especially when you have a family, with children, and you are always going to the doctor for,",right.,exactly.,"Right,","Exactly,"
18,I think they are usually just random.,And they always have surprises for you.,"Especially when you have a family, with children, and you are always going to the doctor for,",right.,exactly.,"Right,"
19,You're a lot more likely to get a new doctor if you have an old one.,"Exactly,",And they always have surprises for you.,"Especially when you have a family, with children, and you are always going to the doctor for,",right.,exactly.
20,"I have a friend who's a doctor, and he's always surprised when he wakes up.","With children,","Exactly,",And they always have surprises for you.,"Especially when you have a family, with children, and you are always going to the doctor for,",right.
21,And it's always good to be home,they always do.,"With children,","Exactly,",And they always have surprises for you.,"Especially when you have a family, with children, and you are always going to the doctor for,"
22,"The US has no problem with this, and it's not a business","You know, and so, it's, it is, uh, we could not do without the benefit package from, from any company that we worked for, whether they be a conglomerate or just a small, uh, uh, business.",they always do.,"With children,","Exactly,",And they always have surprises for you.
23,"A small business company, if you will.","Yeah, I think any, any, even if your insurance policy is not the greatest.","You know, and so, it's, it is, uh, we could not do without the benefit package from, from any company that we worked for, whether they be a conglomerate or just a small, uh, uh, business.",they always do.,"With children,","Exactly,"
24,"Well, that's the problem.",You would still have something.,"Yeah, I think any, any, even if your insurance policy is not the greatest.","You know, and so, it's, it is, uh, we could not do without the benefit package from, from any company that we worked for, whether they be a conglomerate or just a small, uh, uh, business.",they always do.,"With children,"
25,I would not.,Exactly. You you would not be pulling it out of your account all of the time just by yourself.,You would still have something.,"Yeah, I think any, any, even if your insurance policy is not the greatest.","You know, and so, it's, it is, uh, we could not do without the benefit package from, from any company that we worked for, whether they be a conglomerate or just a small, uh, uh, business.",they always do.
26,Not with your own money.,Right.,Exactly. You you would not be pulling it out of your account all of the time just by yourself.,You would still have something.,"Yeah, I think any, any, even if your insurance policy is not the greatest.","You know, and so, it's, it is, uh, we could not do without the benefit package from, from any company that we worked for, whether they be a conglomerate or just a small, uh, uh, business."
27,"I wouldnt have to work, just to pay my own rent and food.","Also, for working women uh, I think a lot of the companies should start providing for day-care in the, in the, in the building.",Right.,Exactly. You you would not be pulling it out of your account all of the time just by yourself.,You would still have something.,"Yeah, I think any, any, even if your insurance policy is not the greatest."
