,response,context,context/0,context/1,context/2,context/3
0,It's not that.,"No, it's not even that.",Is it a two eighty-six or three eighty-six base machine?,"Yeah, uh, yeah, just kind of, it's kind of a kluge that was pieced together to, to, uh, shall we say bypass the formal procurement process. And, uh, it, it works just fine. It says it's a monochrome monitor, Panasonic printer, uh, no big deal, it, it does the things I need for it to do.",A type of work station?,"Okay, um, now the term personal computer, uh, I don't happen to have one at home. Um, but I do have a personal computer on my desk here."
1,You're a joke.,It's eighty eighty-eight?,"No, it's not even that.",Is it a two eighty-six or three eighty-six base machine?,"Yeah, uh, yeah, just kind of, it's kind of a kluge that was pieced together to, to, uh, shall we say bypass the formal procurement process. And, uh, it, it works just fine. It says it's a monochrome monitor, Panasonic printer, uh, no big deal, it, it does the things I need for it to do.",A type of work station?
2,What,"Uh, I think that's about where it is.",It's eighty eighty-eight?,"No, it's not even that.",Is it a two eighty-six or three eighty-six base machine?,"Yeah, uh, yeah, just kind of, it's kind of a kluge that was pieced together to, to, uh, shall we say bypass the formal procurement process. And, uh, it, it works just fine. It says it's a monochrome monitor, Panasonic printer, uh, no big deal, it, it does the things I need for it to do."
3,The only thing that's different is that it's an English based site.,"Okay. Uh what type of, uh, utilizations do you make of it? Word processing obviously.","Uh, I think that's about where it is.",It's eighty eighty-eight?,"No, it's not even that.",Is it a two eighty-six or three eighty-six base machine?
4,"So you just do the math, huh?","Uh, yeah, I do that, I, I do, uh, some Lotus on it. Uh, do some, uh, Samna, some, uh, P F M, uh, nothing extremely complex.","Okay. Uh what type of, uh, utilizations do you make of it? Word processing obviously.","Uh, I think that's about where it is.",It's eighty eighty-eight?,"No, it's not even that."
5,I don't know what you're talking about.,"Okay. Uh, I use them both here at work and at home.","Uh, yeah, I do that, I, I do, uh, some Lotus on it. Uh, do some, uh, Samna, some, uh, P F M, uh, nothing extremely complex.","Okay. Uh what type of, uh, utilizations do you make of it? Word processing obviously.","Uh, I think that's about where it is.",It's eighty eighty-eight?
6,"Uhh, yeah, I'm sure it's not very complicated.",Uh-huh.,"Okay. Uh, I use them both here at work and at home.","Uh, yeah, I do that, I, I do, uh, some Lotus on it. Uh, do some, uh, Samna, some, uh, P F M, uh, nothing extremely complex.","Okay. Uh what type of, uh, utilizations do you make of it? Word processing obviously.","Uh, I think that's about where it is."
7,"uhh, what do you mean?",And I have I B M clones in both cases.,Uh-huh.,"Okay. Uh, I use them both here at work and at home.","Uh, yeah, I do that, I, I do, uh, some Lotus on it. Uh, do some, uh, Samna, some, uh, P F M, uh, nothing extremely complex.","Okay. Uh what type of, uh, utilizations do you make of it? Word processing obviously."
8,"So, uh, what's the problem?",Yep.,And I have I B M clones in both cases.,Uh-huh.,"Okay. Uh, I use them both here at work and at home.","Uh, yeah, I do that, I, I do, uh, some Lotus on it. Uh, do some, uh, Samna, some, uh, P F M, uh, nothing extremely complex."
9,There's a T I clone in the box that's the same thing.,Here at work I have the T I one thousand which is a three eighty-six base machine.,Yep.,And I have I B M clones in both cases.,Uh-huh.,"Okay. Uh, I use them both here at work and at home."
10,"I have a base for my PC, I have a few extra keyboards I use.","Oh, yeah. I bet that's a pretty nice setup.",Here at work I have the T I one thousand which is a three eighty-six base machine.,Yep.,And I have I B M clones in both cases.,Uh-huh.
11,Is the GX clone a clone?,"Yes, it is. Uh, unfortunately I need all of it.","Oh, yeah. I bet that's a pretty nice setup.",Here at work I have the T I one thousand which is a three eighty-six base machine.,Yep.,And I have I B M clones in both cases.
12,I think I have that one. Is it a T?,Yep.,"Yes, it is. Uh, unfortunately I need all of it.","Oh, yeah. I bet that's a pretty nice setup.",Here at work I have the T I one thousand which is a three eighty-six base machine.,Yep.
13,This is how you get a million people to download it.,"Uh, for example, I was messing around with a spreadsheet this weekend that's a third of a meg in beta size.",Yep.,"Yes, it is. Uh, unfortunately I need all of it.","Oh, yeah. I bet that's a pretty nice setup.",Here at work I have the T I one thousand which is a three eighty-six base machine.
14,That's why I use my own spreadsheet,Wow.,"Uh, for example, I was messing around with a spreadsheet this weekend that's a third of a meg in beta size.",Yep.,"Yes, it is. Uh, unfortunately I need all of it.","Oh, yeah. I bet that's a pretty nice setup."
