,response,context,context/0,context/1,context/2,context/3
0,... we,Uh-huh.,"Oh. It wasn't actually. It, when we were in Oahu, uh, I couldn't wait to get off We, we took a cruise and we went to four different islands and it was a really nice, Kauai was nice and Maui was nice. We had, we had a great time.","Oh, I, I'd, well actually I did visit Hawaii once but I never made it off of Oahu, which I've heard is not the nicest of the islands.","Uh, actually my last vacation was in Connecticut. Uh, we went home to visit family. Before that we were in Hawaii.",So where was your last vacation?
1,You and they all of us,We were there for ten days.,Uh-huh.,"Oh. It wasn't actually. It, when we were in Oahu, uh, I couldn't wait to get off We, we took a cruise and we went to four different islands and it was a really nice, Kauai was nice and Maui was nice. We had, we had a great time.","Oh, I, I'd, well actually I did visit Hawaii once but I never made it off of Oahu, which I've heard is not the nicest of the islands.","Uh, actually my last vacation was in Connecticut. Uh, we went home to visit family. Before that we were in Hawaii."
2,Kau,"Oh that's, wow. Yeah.",We were there for ten days.,Uh-huh.,"Oh. It wasn't actually. It, when we were in Oahu, uh, I couldn't wait to get off We, we took a cruise and we went to four different islands and it was a really nice, Kauai was nice and Maui was nice. We had, we had a great time.","Oh, I, I'd, well actually I did visit Hawaii once but I never made it off of Oahu, which I've heard is not the nicest of the islands."
3,"Well, we were there.","Yeah, yes. So where have you been?","Oh that's, wow. Yeah.",We were there for ten days.,Uh-huh.,"Oh. It wasn't actually. It, when we were in Oahu, uh, I couldn't wait to get off We, we took a cruise and we went to four different islands and it was a really nice, Kauai was nice and Maui was nice. We had, we had a great time."
4,I'm sorry.,"Oh I've I've been lots of places. My last vacation was actually in Morocco I guess  we, that one would count,","Yeah, yes. So where have you been?","Oh that's, wow. Yeah.",We were there for ten days.,Uh-huh.
5,Moroccans? Where are you?,Morocco.  Really.,"Oh I've I've been lots of places. My last vacation was actually in Morocco I guess  we, that one would count,","Yeah, yes. So where have you been?","Oh that's, wow. Yeah.",We were there for ten days.
6,I have been in Morocco and there was a lot of people there.,"Uh, that was about a year and a half ago, and,",Morocco.  Really.,"Oh I've I've been lots of places. My last vacation was actually in Morocco I guess  we, that one would count,","Yeah, yes. So where have you been?","Oh that's, wow. Yeah."
7,I've been to Morocco.,"No kidding. what, what, did you just decide to go there or,","Uh, that was about a year and a half ago, and,",Morocco.  Really.,"Oh I've I've been lots of places. My last vacation was actually in Morocco I guess  we, that one would count,","Yeah, yes. So where have you been?"
8,"I'm sorry, what?","Uh, well my husband is French and we were living in France at the time","No kidding. what, what, did you just decide to go there or,","Uh, that was about a year and a half ago, and,",Morocco.  Really.,"Oh I've I've been lots of places. My last vacation was actually in Morocco I guess  we, that one would count,"
9,What do you mean?,Uh-huh.,"Uh, well my husband is French and we were living in France at the time","No kidding. what, what, did you just decide to go there or,","Uh, that was about a year and a half ago, and,",Morocco.  Really.
