,response,context,context/0,context/1,context/2,context/3
0,I think the cowboys are pretty good,Yeah.,"The Dallas Cowgirls, huh.",Who do you think? The Dallas Cowboys.,"So, who's your, uh, favorite team?",Okay.
1,I'm not even sure who the Cowboys are anymore.,"Well, they did have a fairly decent year finally this year.",Yeah.,"The Dallas Cowgirls, huh.",Who do you think? The Dallas Cowboys.,"So, who's your, uh, favorite team?"
2,So did the Cowboys.,Uh-huh.,"Well, they did have a fairly decent year finally this year.",Yeah.,"The Dallas Cowgirls, huh.",Who do you think? The Dallas Cowboys.
3,The Cowboys are gonna win the Super Bowl this year.,At least they're coming around.,Uh-huh.,"Well, they did have a fairly decent year finally this year.",Yeah.,"The Dallas Cowgirls, huh."
4,I don't think we'll get any better.,"Yeah, they're going to get better. I mean, you know.",At least they're coming around.,Uh-huh.,"Well, they did have a fairly decent year finally this year.",Yeah.
5,They're just playing the game.,"Well I mean, you know, I think, uh, once Jimmy Johnson gets his system established, uh, they'll do all right.","Yeah, they're going to get better. I mean, you know.",At least they're coming around.,Uh-huh.,"Well, they did have a fairly decent year finally this year."
6,"If the team does well, I'll be glad if we can get a decent amount of experience out of them.",Yeah. As long as Troy Aikman doesn't get hurt again. That kind of killed them at the end of the season last year.,"Well I mean, you know, I think, uh, once Jimmy Johnson gets his system established, uh, they'll do all right.","Yeah, they're going to get better. I mean, you know.",At least they're coming around.,Uh-huh.
7,And the Bears.,Uh-huh.,Yeah. As long as Troy Aikman doesn't get hurt again. That kind of killed them at the end of the season last year.,"Well I mean, you know, I think, uh, once Jimmy Johnson gets his system established, uh, they'll do all right.","Yeah, they're going to get better. I mean, you know.",At least they're coming around.
8,We're not,"So, I don't, I don't even know who your favorite team is, actually.",Uh-huh.,Yeah. As long as Troy Aikman doesn't get hurt again. That kind of killed them at the end of the season last year.,"Well I mean, you know, I think, uh, once Jimmy Johnson gets his system established, uh, they'll do all right.","Yeah, they're going to get better. I mean, you know."
9,Why do you hate the Packers?,I'm a Viking fan.,"So, I don't, I don't even know who your favorite team is, actually.",Uh-huh.,Yeah. As long as Troy Aikman doesn't get hurt again. That kind of killed them at the end of the season last year.,"Well I mean, you know, I think, uh, once Jimmy Johnson gets his system established, uh, they'll do all right."
10,Nah. I'm a Vikings fan.,"Okay. I think I did know that, I just forgot. Okay.",I'm a Viking fan.,"So, I don't, I don't even know who your favorite team is, actually.",Uh-huh.,Yeah. As long as Troy Aikman doesn't get hurt again. That kind of killed them at the end of the season last year.
11,"They're playing the Patriots, not the Jets.","And they haven't been doing too hot, so.","Okay. I think I did know that, I just forgot. Okay.",I'm a Viking fan.,"So, I don't, I don't even know who your favorite team is, actually.",Uh-huh.
12,"I don't know, I guess you're right.",Yeah. Has Herschel Walker done much for them?,"And they haven't been doing too hot, so.","Okay. I think I did know that, I just forgot. Okay.",I'm a Viking fan.,"So, I don't, I don't even know who your favorite team is, actually."
