,response,context,context/0,context/1,context/2,context/3
0,"Yes,","Okay, maybe, maybe we're all set. Okay, we'll talk for five minutes, they interrupt at the end. Um, yeah, it says what you would have for a dinner party, I just happen to plan one out for Saturday I'll tell you, what I'm going to have. Um, if I can find it.",Oh.,"Um, yeah, that's what it said to discuss some maybe a recipe, well, it says, why would you, what you would have for a dinner party. Um, this is strange because I pressed one and I thought it said begin.","What, what is, do you have a favorite recipe?",okay.
1,I think.,"Oh, that's wonderful. Okay.","Okay, maybe, maybe we're all set. Okay, we'll talk for five minutes, they interrupt at the end. Um, yeah, it says what you would have for a dinner party, I just happen to plan one out for Saturday I'll tell you, what I'm going to have. Um, if I can find it.",Oh.,"Um, yeah, that's what it said to discuss some maybe a recipe, well, it says, why would you, what you would have for a dinner party. Um, this is strange because I pressed one and I thought it said begin.","What, what is, do you have a favorite recipe?"
2,I,"Well, I have this new fondue pot and I was going to do basic cheese fondue, and I have two different kinds of breads and some ham and I was going to try something weird which, you know, when you have fish au gratin, I was going to make some, uh, like fish chunks and dip it in the fondue. I don't know if it will come out.","Oh, that's wonderful. Okay.","Okay, maybe, maybe we're all set. Okay, we'll talk for five minutes, they interrupt at the end. Um, yeah, it says what you would have for a dinner party, I just happen to plan one out for Saturday I'll tell you, what I'm going to have. Um, if I can find it.",Oh.,"Um, yeah, that's what it said to discuss some maybe a recipe, well, it says, why would you, what you would have for a dinner party. Um, this is strange because I pressed one and I thought it said begin."
3,It,"That's, what kind of fondue, the cheese dip or,","Well, I have this new fondue pot and I was going to do basic cheese fondue, and I have two different kinds of breads and some ham and I was going to try something weird which, you know, when you have fish au gratin, I was going to make some, uh, like fish chunks and dip it in the fondue. I don't know if it will come out.","Oh, that's wonderful. Okay.","Okay, maybe, maybe we're all set. Okay, we'll talk for five minutes, they interrupt at the end. Um, yeah, it says what you would have for a dinner party, I just happen to plan one out for Saturday I'll tell you, what I'm going to have. Um, if I can find it.",Oh.
4,',"Yeah, the cheese fondue I make, some people like swiss, um, I prefer cheddar. And I'll mix, I won't make, I won't have a sharp cheddar because it, for fondue I think it should be a little calmer than real sharp, cheddar.","That's, what kind of fondue, the cheese dip or,","Well, I have this new fondue pot and I was going to do basic cheese fondue, and I have two different kinds of breads and some ham and I was going to try something weird which, you know, when you have fish au gratin, I was going to make some, uh, like fish chunks and dip it in the fondue. I don't know if it will come out.","Oh, that's wonderful. Okay.","Okay, maybe, maybe we're all set. Okay, we'll talk for five minutes, they interrupt at the end. Um, yeah, it says what you would have for a dinner party, I just happen to plan one out for Saturday I'll tell you, what I'm going to have. Um, if I can find it."
5,'cant be sharp?,Right. Yeah.,"Yeah, the cheese fondue I make, some people like swiss, um, I prefer cheddar. And I'll mix, I won't make, I won't have a sharp cheddar because it, for fondue I think it should be a little calmer than real sharp, cheddar.","That's, what kind of fondue, the cheese dip or,","Well, I have this new fondue pot and I was going to do basic cheese fondue, and I have two different kinds of breads and some ham and I was going to try something weird which, you know, when you have fish au gratin, I was going to make some, uh, like fish chunks and dip it in the fondue. I don't know if it will come out.","Oh, that's wonderful. Okay."
6,what?,And then I was going to make other things like potato skins.,Right. Yeah.,"Yeah, the cheese fondue I make, some people like swiss, um, I prefer cheddar. And I'll mix, I won't make, I won't have a sharp cheddar because it, for fondue I think it should be a little calmer than real sharp, cheddar.","That's, what kind of fondue, the cheese dip or,","Well, I have this new fondue pot and I was going to do basic cheese fondue, and I have two different kinds of breads and some ham and I was going to try something weird which, you know, when you have fish au gratin, I was going to make some, uh, like fish chunks and dip it in the fondue. I don't know if it will come out."
7,"I'm making some other things, and then I'll be making some more.","Oh, that sounds good.",And then I was going to make other things like potato skins.,Right. Yeah.,"Yeah, the cheese fondue I make, some people like swiss, um, I prefer cheddar. And I'll mix, I won't make, I won't have a sharp cheddar because it, for fondue I think it should be a little calmer than real sharp, cheddar.","That's, what kind of fondue, the cheese dip or,"
8,That sounds good.,"see you don't necessarily have to dip this stuff. And, um, I was going to have broccoli and cauliflower for a, a vegetable.","Oh, that sounds good.",And then I was going to make other things like potato skins.,Right. Yeah.,"Yeah, the cheese fondue I make, some people like swiss, um, I prefer cheddar. And I'll mix, I won't make, I won't have a sharp cheddar because it, for fondue I think it should be a little calmer than real sharp, cheddar."
9,I've never tried them. I've only eaten them once. I'll try it next time.,"That's always a good thing. Vegetable trays always go over so well, because I think people get tired of eating junk. I mean, I think they like to have healthy stuff too, you know it's,","see you don't necessarily have to dip this stuff. And, um, I was going to have broccoli and cauliflower for a, a vegetable.","Oh, that sounds good.",And then I was going to make other things like potato skins.,Right. Yeah.
10,I think it's more that I have more of a vegetable,"Oh, yeah, it's amazing how vegetables trays will go at a party.","That's always a good thing. Vegetable trays always go over so well, because I think people get tired of eating junk. I mean, I think they like to have healthy stuff too, you know it's,","see you don't necessarily have to dip this stuff. And, um, I was going to have broccoli and cauliflower for a, a vegetable.","Oh, that sounds good.",And then I was going to make other things like potato skins.
11,"Oh, I agree. But it's a good","Oh, definitely. I think better even than, than other kinds of food","Oh, yeah, it's amazing how vegetables trays will go at a party.","That's always a good thing. Vegetable trays always go over so well, because I think people get tired of eating junk. I mean, I think they like to have healthy stuff too, you know it's,","see you don't necessarily have to dip this stuff. And, um, I was going to have broccoli and cauliflower for a, a vegetable.","Oh, that sounds good."
12,I like to eat it with my,"Yeah, instead of something greasy or,","Oh, definitely. I think better even than, than other kinds of food","Oh, yeah, it's amazing how vegetables trays will go at a party.","That's always a good thing. Vegetable trays always go over so well, because I think people get tired of eating junk. I mean, I think they like to have healthy stuff too, you know it's,","see you don't necessarily have to dip this stuff. And, um, I was going to have broccoli and cauliflower for a, a vegetable."
13,You can get a good sandwich from the grocery store,"Right, exactly. Yeah.","Yeah, instead of something greasy or,","Oh, definitely. I think better even than, than other kinds of food","Oh, yeah, it's amazing how vegetables trays will go at a party.","That's always a good thing. Vegetable trays always go over so well, because I think people get tired of eating junk. I mean, I think they like to have healthy stuff too, you know it's,"
14,"I'm not sure what you mean by that, but I do.","my, uh, girlfriends do catering and they always, about every party they do is they have a vegetable tray. I think they try and suggest it.","Right, exactly. Yeah.","Yeah, instead of something greasy or,","Oh, definitely. I think better even than, than other kinds of food","Oh, yeah, it's amazing how vegetables trays will go at a party."
15,What do they do?,Uh-huh.,"my, uh, girlfriends do catering and they always, about every party they do is they have a vegetable tray. I think they try and suggest it.","Right, exactly. Yeah.","Yeah, instead of something greasy or,","Oh, definitely. I think better even than, than other kinds of food"
16,"I can make you eat a lot of food, uh, food.","What I've been doing when I get invited someplace and bring something, I make, uh, food kabobs. You take little toothpicks and cut up, uh, pineapple and strawberry, and even banana if you can do it just before you leave.",Uh-huh.,"my, uh, girlfriends do catering and they always, about every party they do is they have a vegetable tray. I think they try and suggest it.","Right, exactly. Yeah.","Yeah, instead of something greasy or,"
17,He smiles back and takes a bite. You?,Oh. Yes. Right.,"What I've been doing when I get invited someplace and bring something, I make, uh, food kabobs. You take little toothpicks and cut up, uh, pineapple and strawberry, and even banana if you can do it just before you leave.",Uh-huh.,"my, uh, girlfriends do catering and they always, about every party they do is they have a vegetable tray. I think they try and suggest it.","Right, exactly. Yeah."
18,"Well, it's nice to have some food, uh, and... food.",It stays nice and fresh.,Oh. Yes. Right.,"What I've been doing when I get invited someplace and bring something, I make, uh, food kabobs. You take little toothpicks and cut up, uh, pineapple and strawberry, and even banana if you can do it just before you leave.",Uh-huh.,"my, uh, girlfriends do catering and they always, about every party they do is they have a vegetable tray. I think they try and suggest it."
19,They are.,"Right, that's true. Or even have you ever seen where they, they'll take a watermelon and just cut the top out of it and then hollow that out, and then put the fruit in the watermelon that is really neat.",It stays nice and fresh.,Oh. Yes. Right.,"What I've been doing when I get invited someplace and bring something, I make, uh, food kabobs. You take little toothpicks and cut up, uh, pineapple and strawberry, and even banana if you can do it just before you leave.",Uh-huh.
20,You,"Yeah. Yeah, I like those","Right, that's true. Or even have you ever seen where they, they'll take a watermelon and just cut the top out of it and then hollow that out, and then put the fruit in the watermelon that is really neat.",It stays nice and fresh.,Oh. Yes. Right.,"What I've been doing when I get invited someplace and bring something, I make, uh, food kabobs. You take little toothpicks and cut up, uh, pineapple and strawberry, and even banana if you can do it just before you leave."
21,I like them.,Yep.,"Yeah. Yeah, I like those","Right, that's true. Or even have you ever seen where they, they'll take a watermelon and just cut the top out of it and then hollow that out, and then put the fruit in the watermelon that is really neat.",It stays nice and fresh.,Oh. Yes. Right.
22,They are good.,"Um, they, they made a couple of those, uh, they made one for my, uh, bridal shower and I was pretty pleased. I never made one for myself though. But they look easy enough to make it's not,",Yep.,"Yeah. Yeah, I like those","Right, that's true. Or even have you ever seen where they, they'll take a watermelon and just cut the top out of it and then hollow that out, and then put the fruit in the watermelon that is really neat.",It stays nice and fresh.
23,"No, I...","Oh, I think it would, it would be a lot of work but, um, you know, because it's, you know,","Um, they, they made a couple of those, uh, they made one for my, uh, bridal shower and I was pretty pleased. I never made one for myself though. But they look easy enough to make it's not,",Yep.,"Yeah. Yeah, I like those","Right, that's true. Or even have you ever seen where they, they'll take a watermelon and just cut the top out of it and then hollow that out, and then put the fruit in the watermelon that is really neat."
24,"Oh.yeah.but it would, um, be very, uh, difficult to make a thread",Yeah.,"Oh, I think it would, it would be a lot of work but, um, you know, because it's, you know,","Um, they, they made a couple of those, uh, they made one for my, uh, bridal shower and I was pretty pleased. I never made one for myself though. But they look easy enough to make it's not,",Yep.,"Yeah. Yeah, I like those"
25,"I, think, you, know, I, don't.","you have to cut each thing or, you know, use the melon baller and stuff but, but I think they're really neat and, you know, I think they're worth the time, you know, because they,",Yeah.,"Oh, I think it would, it would be a lot of work but, um, you know, because it's, you know,","Um, they, they made a couple of those, uh, they made one for my, uh, bridal shower and I was pretty pleased. I never made one for myself though. But they look easy enough to make it's not,",Yep.
26,I know,"Yeah, you probably get this, probably pretty sticky after you get done.","you have to cut each thing or, you know, use the melon baller and stuff but, but I think they're really neat and, you know, I think they're worth the time, you know, because they,",Yeah.,"Oh, I think it would, it would be a lot of work but, um, you know, because it's, you know,","Um, they, they made a couple of those, uh, they made one for my, uh, bridal shower and I was pretty pleased. I never made one for myself though. But they look easy enough to make it's not,"
27,"the, is the word you're looking for.","Oh, yeah","Yeah, you probably get this, probably pretty sticky after you get done.","you have to cut each thing or, you know, use the melon baller and stuff but, but I think they're really neat and, you know, I think they're worth the time, you know, because they,",Yeah.,"Oh, I think it would, it would be a lot of work but, um, you know, because it's, you know,"
28,"Yeah, I've never used the water pump, but I've heard that you can use the pump to get out the water.","Then you've got to drain the water out of the watermelon because, you know, when you scrape it, it makes the water.","Oh, yeah","Yeah, you probably get this, probably pretty sticky after you get done.","you have to cut each thing or, you know, use the melon baller and stuff but, but I think they're really neat and, you know, I think they're worth the time, you know, because they,",Yeah.
29,I guess I just have to scrape the watermelons out of it,Right. Yeah.,"Then you've got to drain the water out of the watermelon because, you know, when you scrape it, it makes the water.","Oh, yeah","Yeah, you probably get this, probably pretty sticky after you get done.","you have to cut each thing or, you know, use the melon baller and stuff but, but I think they're really neat and, you know, I think they're worth the time, you know, because they,"
