Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	5	at the bottom of the	75	M	61, 135
2	4	do you have any	19	M	97, 115
2	4	you mean by that	97	M	3, 99
3	3	do you have	67	M	49, 97, 115
2	3	, but i	103	M	31, 133
2	3	a circle ,	7	M	29, 35
2	3	have fallen pillars	3	M	49, 51
2	3	i'm not sure	5	M	31, 35
2	3	if you can't	67	M	35, 101
2	3	just a little	75	M	15, 89
2	3	the fallen pillar	21	M	53, 73
2	3	you are right	27	M	41, 67
9	2	of the	123	M	13, 21, 35, 53, 55, 57, 61, 117, 135
6	2	do you	113	M	3, 17, 49, 59, 97, 115
5	2	in the	85	M	35, 53, 55, 91, 119
4	2	, but	103	M	31, 35, 113, 133
4	2	it's a	89	M	29, 65, 111, 117
4	2	you have	67	M	49, 97, 113, 115
3	2	a little	103	M	15, 89, 117
3	2	at the	115	M	21, 61, 135
3	2	i have	77	M	51, 59, 127
3	2	i think	109	M	27, 31, 135
3	2	to the	83	M	7, 31, 89
3	2	want to	59	M	17, 73, 75
3	2	you are	37	M	31, 41, 67
3	2	you can't	97	M	35, 101, 131
3	2	you mean	97	M	3, 47, 99
2	2	, i'm	79	M	15, 93
2	2	, it's	17	M	13, 29
2	2	. i	39	M	21, 59
2	2	a circle	7	M	29, 35
2	2	and the	3	M	59, 61
2	2	are you	43	M	79, 121
2	2	bridge is	33	M	29, 61
2	2	have to	33	M	81, 113
2	2	how do	21	M	39, 59
2	2	i don't	25	M	75, 99
2	2	i just	67	M	7, 73
2	2	just go	117	M	7, 123
2	2	know what	13	M	87, 99
2	2	left ,	125	M	9, 133
2	2	on the	21	M	13, 33
2	2	pillars ?	7	M	49, 55
2	2	side of	117	M	13, 129
2	2	steps ?	3	M	45, 47
2	2	the bridge	31	M	31, 61
2	2	the first	33	M	25, 57
2	2	the rope	5	M	29, 33
2	2	there ?	25	M	97, 121
2	2	what i	45	M	43, 87
2	2	yes ,	83	M	11, 93
2	2	you can	17	M	15, 31
2	2	you're still	3	M	33, 35
24	1	the	135	M	1, 7, 13, 21, 25, 29, 31, 33, 35, 45, 47, 53, 55, 57, 59, 61, 73, 89, 91, 93, 117, 119, 129, 135
22	1	you	129	M	3, 15, 17, 25, 31, 35, 41, 45, 47, 49, 59, 67, 79, 87, 97, 99, 101, 109, 113, 115, 121, 131
19	1	i	131	M	7, 19, 21, 27, 31, 43, 51, 57, 59, 71, 73, 75, 85, 87, 99, 127, 133, 135, 137
13	1	a	117	M	15, 21, 29, 35, 65, 77, 81, 89, 111, 117, 119, 127, 131
12	1	of	131	M	5, 13, 21, 35, 53, 55, 57, 61, 117, 129, 131, 135
9	1	do	113	M	3, 7, 17, 19, 39, 49, 59, 97, 115
9	1	have	83	M	45, 49, 51, 59, 81, 97, 113, 115, 127
8	1	to	107	M	7, 17, 31, 73, 75, 81, 89, 113
7	1	in	85	M	35, 51, 53, 55, 91, 97, 119
7	1	it's	105	M	13, 27, 29, 65, 101, 111, 117
7	1	right	123	M	11, 23, 35, 41, 67, 95, 133
6	1	are	121	M	1, 31, 41, 67, 79, 121
6	1	i'm	81	M	15, 21, 31, 35, 93, 95
6	1	just	117	M	7, 15, 73, 89, 103, 123
6	1	so	129	M	7, 33, 39, 41, 105, 135
5	1	and	105	M	23, 59, 61, 125, 127
5	1	but	103	M	31, 35, 99, 113, 133
5	1	down	113	M	9, 65, 81, 101, 121
5	1	what	97	M	3, 43, 79, 87, 99
4	1	can't	99	M	35, 101, 131, 133
4	1	go	117	M	7, 69, 73, 123
4	1	left	125	M	9, 23, 129, 133
4	1	mean	97	M	3, 47, 87, 99
3	1	at	115	M	21, 61, 135
3	1	can	119	M	15, 31, 133
3	1	how	33	M	39, 59, 71
3	1	i'll	67	M	69, 99, 135
3	1	is	61	M	29, 61, 89
3	1	it	51	M	35, 63, 85
3	1	no	97	M	13, 75, 109
3	1	not	7	M	29, 31, 35
3	1	oh	79	M	59, 83, 137
3	1	ok	31	M	107, 113, 137
3	1	on	121	M	13, 33, 133
3	1	see	103	M	35, 85, 137
3	1	that	97	M	3, 81, 99
3	1	there	37	M	97, 121, 133
3	1	with	109	M	25, 85, 133
3	1	you're	49	M	33, 35, 81
2	1	about	5	M	27, 31
2	1	bit	37	M	81, 117
2	1	if	67	M	35, 101
2	1	lost	3	M	45, 47
2	1	move	21	M	81, 101
2	1	my	83	M	51, 133
2	1	now	97	M	41, 137
2	1	over	43	M	31, 73
2	1	straight	23	M	101, 123
2	1	that's	35	M	43, 77
2	1	then	81	M	45, 125
2	1	tree	7	M	21, 27
2	1	where	41	M	1, 41
2	1	yeah	29	M	83, 111

