Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
3	3	4	the bottom of the	76	34	2	M	43, 49, 76
4	4	3	to the east	70	94	1	M	5, 70, 74, 98
8	4	2	to the	40	94	2	M	5, 7, 40, 43, 66, 70, 74, 98
7	4	2	of the	6	74	1	M	3, 6, 43, 49, 57, 70, 76
5	5	2	a bit	17	43	1	f	14, 17, 38, 40, 56
5	3	2	the bottom	76	54	4	M	23, 43, 49, 51, 76
5	1	2	the east	70	94	2	M	5, 29, 70, 74, 98
3	3	2	going to	80	39	1	M	43, 80, 81
3	3	2	over a	41	28	2	f	14, 38, 41
2	2	2	and then	11	12	1	f	0, 11
2	2	2	end of	7	2	1	f	6, 7
2	2	2	just above	93	4	1	f	90, 93
2	2	2	just past	107	2	1	f	106, 107
2	2	2	right round	91	6	1	f	86, 91
2	2	2	the lake	77	2	1	f	76, 77
32	20	1	the	2	106	1	M	1, 2, 3, 5, 6, 7, 9, 23, 29, 39, 40, 41, 43, 45, 49, 51, 54, 57, 60, 66, 70, 71, 74, 76, 77, 80, 85, 89, 90, 98, 105, 106
21	11	1	to	40	103	4	M	1, 5, 7, 9, 40, 43, 45, 48, 57, 66, 67, 69, 70, 74, 79, 80, 81, 87, 89, 98, 103
18	16	1	right	43	99	3	f	2, 26, 42, 43, 44, 46, 48, 62, 63, 74, 75, 82, 86, 90, 91, 92, 96, 100
13	7	1	a	14	89	1	M	7, 14, 15, 17, 19, 38, 40, 41, 55, 56, 65, 73, 95
10	2	1	of	60	74	1	M	3, 6, 7, 43, 49, 57, 60, 70, 73, 76
9	4	1	east	70	99	4	M	5, 29, 31, 33, 70, 74, 98, 101, 103
9	9	1	i	94	87	4	M	15, 57, 83, 87, 94, 95, 97, 99, 101
7	7	1	it	60	91	1	M	3, 60, 63, 84, 86, 89, 93
7	3	1	just	90	99	3	M	9, 19, 31, 90, 93, 106, 107
7	4	1	over	23	61	1	f	14, 23, 38, 40, 41, 70, 74
7	7	1	south	27	54	2	f	0, 24, 27, 31, 45, 52, 53
6	6	1	go	48	103	3	M	1, 33, 35, 48, 79, 103
6	6	1	i'm	83	55	3	f	36, 44, 80, 83, 87, 90
6	6	1	it's	56	88	1	M	19, 56, 61, 83, 87, 106
6	6	1	no	71	17	3	f	64, 66, 68, 71, 72, 80
6	4	1	then	24	56	1	f	0, 11, 24, 25, 27, 55
5	2	1	going	43	46	1	f	36, 43, 44, 80, 81
5	5	1	in	12	87	1	M	3, 12, 29, 37, 89
5	5	1	that	21	76	1	f	12, 21, 57, 83, 87
4	2	1	above	93	50	3	f	44, 84, 90, 93
4	2	1	and	1	14	1	f	0, 1, 11, 13
4	4	1	i'll	48	77	2	M	21, 37, 48, 97
4	4	1	map	9	10	2	f	2, 6, 9, 11
4	4	1	so	44	88	2	M	3, 43, 44, 90
4	4	1	they're	73	36	3	f	38, 40, 70, 73
3	1	1	lake	76	13	1	M	65, 76, 77
3	3	1	not	83	76	1	f	12, 83, 87
3	1	1	past	107	48	2	f	60, 106, 107
3	1	1	round	91	12	2	f	80, 86, 91
2	2	1	corner	89	78	1	f	12, 89
2	2	1	down	61	62	1	f	0, 61
2	2	1	level	77	2	1	f	76, 77
2	2	1	like	86	84	1	M	3, 86
2	2	1	north	53	18	1	f	36, 53
2	2	1	or	98	46	1	M	53, 98
2	2	1	this	95	24	1	f	72, 95

