Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	5	, uh , yeah .	43	M	21, 63
2	4	. I'm gonna go	9	M	69, 77
2	4	I'm not sure .	31	M	5, 35
4	3	, uh ,	45	M	21, 23, 63, 65
3	3	I'm not sure	31	M	5, 25, 35
2	3	, I don't	55	M	3, 57
2	3	I am a	37	M	39, 75
2	3	I don't have	5	M	3, 7
2	3	uh , uh	3	M	63, 65
6	2	, uh	69	M	9, 21, 23, 63, 65, 77
4	2	I don't	55	M	3, 7, 43, 57
3	2	, I	69	M	3, 57, 71
3	2	. I	69	M	7, 33, 75
2	2	, so	73	M	3, 75
2	2	I am	37	M	39, 75
2	2	I can	51	M	25, 75
2	2	I dunno	45	M	13, 57
2	2	I think	27	M	15, 41
2	2	Yeah ,	31	M	47, 77
2	2	a deer	17	M	23, 39
2	2	deer .	3	M	37, 39
2	2	in the	17	M	27, 43
2	2	is the	17	M	33, 49
2	2	know ,	27	M	45, 71
2	2	uh .	11	M	67, 77
2	2	year ?	3	M	51, 53
13	1	I	73	M	3, 7, 11, 13, 15, 25, 33, 39, 41, 43, 57, 71, 75
6	1	I'm	73	M	5, 25, 35, 59, 69, 77
6	1	the	23	M	27, 33, 37, 43, 47, 49
5	1	don't	69	M	3, 7, 43, 57, 71
4	1	a	53	M	23, 39, 51, 75
4	1	not	71	M	5, 25, 35, 75
3	1	It's	37	M	31, 37, 67
3	1	Yeah	71	M	7, 47, 77
3	1	eat	21	M	57, 75, 77
3	1	go	37	M	41, 69, 77
3	1	have	25	M	3, 7, 27
3	1	is	39	M	11, 33, 49
3	1	like	41	M	31, 51, 71
3	1	of	69	M	7, 49, 75
3	1	some	51	M	27, 41, 77
3	1	think	29	M	15, 41, 43
3	1	you	65	M	15, 45, 79
2	1	Oh	13	M	9, 21
2	1	Well	61	M	3, 63
2	1	been	47	M	33, 79
2	1	it	31	M	11, 41
2	1	just	31	M	41, 71
2	1	last	19	M	33, 51
2	1	so	73	M	3, 75
2	1	that	5	M	25, 29
2	1	to	9	M	33, 41
2	1	were	39	M	41, 79

