,Word,Count
0,I,290
1,right,284
2,'m,205
3,'s,175
4,n't,126
5,know,102
6,left,97
7,'ll,95
8,'re,91
9,think,83
10,mean,76
11,going,72
12,yeah,62
13,yes,59
14,sure,57
15,ok,56
16,way,48
17,want,47
18,oh,44
19,map,42
20,nt,39
21,line,36
22,okay,35
23,far,35
24,'ve,31
25,east,31
26,got,30
27,bit,29
28,like,29
29,u,28
30,tree,27
31,You,26
32,turn,25
33,little,25
34,rock,24
35,middle,23
36,north,21
37,try,21
38,good,20
39,pretty,20
40,come,20
41,curve,19
42,na,19
43,gon,19
44,stone,19
45,end,18
46,mountain,18
47,sorry,17
48,water,17
49,river,17
50,south,17
51,straight,17
52,thing,17
53,s,17
54,diamond,17
55,lake,16
56,corner,16
57,need,16
58,house,15
59,m,15
60,start,15
61,ravines,15
62,page,15
63,hand,14
64,fort,14
65,creek,14
66,draw,14
67,bay,14
68,boat,13
69,yea,13
70,circle,13
71,flat,12
72,What,12
73,away,12
74,wrong,12
75,forest,12
76,bridge,12
77,best,11
78,new,11
79,stop,11
80,huh,11
81,idea,11
82,pyramid,11
83,temple,11
84,rift,11
85,fine,10
86,hideout,10
87,It,10
88,bar,10
89,old,10
90,talking,10
91,hill,10
92,meant,9
93,The,9
94,past,9
95,forge,9
96,coming,9
97,village,9
98,How,9
99,build,9
100,place,8
101,Where,8
102,crane,8
103,gold,8
104,lot,8
105,edge,8
106,picture,8
107,pine,8
108,ravine,8
109,uhh,8
110,rocket,8
111,pass,8
112,wall,8
113,caravan,8
114,wanna,8
115,truck,7
116,2,7
117,guess,7
118,finish,7
119,trying,7
120,look,7
121,supposed,7
122,inches,7
123,remote,7
124,graveyard,7
125,fallen,7
126,joke,7
127,valley,7
128,tell,7
129,uh,6
130,road,6
131,antelope,6
132,level,6
133,trade,6
134,mining,6
135,opposite,6
136,ground,6
137,confused,6
138,rope,6
139,Do,6
140,walk,6
141,cross,6
142,hit,6
143,abandoned,6
144,ahead,6
145,point,6
146,help,6
147,uhhh,6
148,looking,6
149,area,6
150,big,6
151,aye,6
152,meadow,6
153,goes,5
154,understand,5
155,pole,5
156,stuck,5
157,mines,5
158,ocean,5
159,found,5
160,pillars,5
161,small,5
162,hours,5
163,standing,5
164,white,5
165,shelter,5
166,lighthouse,5
167,find,5
168,means,5
169,west,5
170,ohh,5
171,nice,5
172,hard,5
173,welcome,5
174,farm,5
175,canoe,5
176,cave,5
177,stones,5
178,red,5
179,cliff,5
180,alright,4
181,getting,4
182,said,4
183,base,4
184,buffalo,4
185,long,4
186,running,4
187,saying,4
188,hidden,4
189,canoes,4
190,fast,4
191,till,4
192,steep,4
193,lie,4
194,car,4
195,wait,4
196,probably,4
197,man,4
198,secret,4
199,town,4
200,face,4
201,ghost,4
202,beach,4
203,problem,4
204,time,4
205,lost,4
206,spot,4
207,goldmine,4
208,second,4
209,cattle,4
210,rocks,4
211,gone,4
212,wooden,4
213,uuhh,4
214,people,4
215,camp,4
216,use,4
217,different,4
218,round,4
219,Right,4
220,uhuh,4
221,compass,4
222,drawing,4
223,steps,4
224,totem,3
225,head,3
226,door,3
227,blue,3
228,maps,3
229,comes,3
230,torch,3
231,drawn,3
232,slope,3
233,'d,3
234,fenced,3
235,wheat,3
236,able,3
237,uhhuh,3
238,trees,3
239,guy,3
240,Left,3
241,foot,3
242,coconut,3
243,gazelle,3
244,called,3
245,diamonds,3
246,remember,3
247,moving,3
248,pillar,3
249,bakery,3
250,concealed,3
251,waterfall,3
252,huhuh,3
253,avalanche,3
254,horse,3
255,ehm,3
256,burnt,3
257,palm,3
258,final,3
259,And,3
260,So,3
261,canal,3
262,looks,3
263,ones,3
264,wheatfield,3
265,fan,3
266, ,3
267,ship,3
268,uhuhuh,3
269,screen,3
270,guessing,3
271,mind,3
272,cottage,3
273,work,3
274,check,3
275,later,3
276,minute,3
277,trig,3
278,missing,3
279,let,3
280,paper,3
281,ill,3
282,saloons,3
283,leave,3
284,seen,3
285,Mmmhmmm,3
286,roof,3
287,cabin,3
288,couple,3
289,heading,3
290,meet,3
291,hot,3
292,touching,3
293,black,3
294,building,3
295,live,3
296,handed,3
297,cliffs,3
298,springs,2
299,salon,2
300,cool,2
301,stuff,2
302,follow,2
303,weird,2
304,knee,2
305,cactus,2
306,late,2
307,ay,2
308,carry,2
309,slow,2
310,rapids,2
311,center,2
312,backwards,2
313,walks,2
314,love,2
315,cobbled,2
316,roundabout,2
317,Uhh,2
318,says,2
319,pic,2
320,warehouse,2
321,streets,2
322,thought,2
323,rifts,2
324,pokemon,2
325,world,2
326,Go,2
327,favorite,2
328,description,2
329,hills,2
330,player,2
331,original,2
332,join,2
333,avoid,2
334,Oh,2
335,umm,2
336,Why,2
337,came,2
338,fields,2
339,walls,2
340,great,2
341,hole,2
342,ruin,2
343,sign,2
344,block,2
345,cow,2
346,angle,2
347,step,2
348,sir,2
349,nose,2
350,length,2
351,coast,2
352,park,2
353,agree,2
354,game,2
355,text,2
356,hide,2
357,banana,2
358,huge,2
359,There,2
360,god,2
361,falls,2
362,5,2
363,passes,2
364,bend,2
365,wagon,2
366,city,2
367,hear,2
368,fire,2
369,r,2
370,uhhhhhhhhhhh,2
371,shot,2
372,happens,2
373,meow,2
374,washed,2
375,beefy,2
376,course,2
377,waiting,2
378,careful,2
379,exactly,2
380,told,2
381,nods,2
382,near,2
383,video,2
384,room,2
385,No,2
386,bad,2
387,complicated,2
388,vent,2
389,fun,2
390,portal,2
391,finished,2
392,trout,2
393,quick,2
394,Ugh,2
395,giant,2
396,air,2
397,ready,2
398,caught,2
399,high,2
400,feeling,2
401,anymore,2
402,3,2
403,mmmhmmm,2
404,outside,2
405,Until,2
406,wanted,2
407,asking,2
408,pines,2
409,certain,2
410,close,2
411,mmhhmm,2
412,aware,2
413,location,2
414,sec,2
415,Uhhhh,2
416,creeper,2
417,Village,2
418,higher,2
419,difference,2
420,sword,2
421,ancient,2
422,Is,2
423,fiddy,2
424,mountains,2
425,field,2
426,wondering,2
427,ore,2
428,minecraft,2
