,Word,Count
0,the,127
1,a,40
2,i,38
3,of,35
4,to,35
5,you,34
6,have,26
7,and,26
8,go,21
9,then,20
10,down,18
11,do,17
12,just,17
13,it,13
14,at,12
15,on,12
16,above,11
17,in,11
18,how,11
19,side,11
20,but,10
21,so,8
22,no,8
23,up,8
24,is,7
25,that,7
26,mine,6
27,there,4
28,if,4
29,about,4
30,see,4
31,below,4
32,top,3
33,get,3
34,are,3
35,along,3
36,your,3
37,from,3
38,over,3
39,was,2
40,back,2
41,into,2
42,should,2
43,take,2
44,or,2
45,an,2
46,not,2
47,move,2
48,well,2
49,them,2
50,again,2
51,be,2
52,been,2
53,my,2
54,by,2
55,what,2
56,one,2
57,between,2
58,as,1
59,where,1
60,am,1
61,keep,1
62,can,1
63,across,1
64,next,1
65,more,1
66,less,1
67,still,1
68,anything,1
69,they,1
70,almost,1
71,will,1
72,always,1
73,me,1
74,all,1
75,other,1
76,under,1
77,bottom,1
78,through,1
79,out,1
80,for,1
81,another,1
82,doing,1
83,which,1
84,with,1
