,Speaker,Utterance,Unified
5,f,on the the bottom side of them pass them on the bottom,f|on the the bottom side of them pass them on the bottom
6,M,you need to look up the exact angles of the pillars on the ground,M|you need to look up the exact angles of the pillars on the ground
7,f,on the left,f|on the left
8,M,go up,M|go up
9,f,no i've just got nothing in below the cliffs,f|no i've just got nothing in below the cliffs
10,M,on your left?,M|on your left?
11,f,yes,f|yes
12,M,have you got anything in the bottom of the cliff?,M|have you got anything in the bottom of the cliff?
13,f,a pretend semicircle to the,f|a pretend semicircle to the
14,M,what is a forge?,M|what is a forge?
15,f,inside or the aye to the inside or the outside of the map,f|inside or the aye to the inside or the outside of the map
16,M,what's the right way to do it?,M|what's the right way to do it?
17,f,i'm just below the cliffs,f|i'm just below the cliffs
18,M,theres no way to know without seeing it,M|theres no way to know without seeing it
19,f,towards the outside of the map right,f|towards the outside of the map right
20,M,which map?,M|which map?
21,f,which isn't there,f|which isn't there
22,M,you go out of the ground,M|you go out of the ground
23,f,right okay,f|right okay
24,M,"the bottom of it is a cave, i know that's not there","M|the bottom of it is a cave, i know that's not there"
25,f,the inside,f|the inside
26,M,the outside of the tree?,M|the outside of the tree?
27,f,to the left of the pine,f|to the left of the pine
28,M,i think you mean the right of the pineapple,M|i think you mean the right of the pineapple
29,f,up past the pine tree,f|up past the pine tree
30,M,where is this?,M|where is this?
31,f,the pine tree is always on my right,f|the pine tree is always on my right
32,M,"uhhh, the pine trees are on my left","M|uhhh, the pine trees are on my left"
33,f,okay,f|okay
34,M,The tree is on my left,M|The tree is on my left
35,f,top of the pine tree,f|top of the pine tree
36,M,what is the right way to do this?,M|what is the right way to do this?
37,f,vertically across,f|vertically across
38,M,how do you do that?,M|how do you do that?
39,f,right so i'm going across the page right,f|right so i'm going across the page right
40,M,"turn around, left and right","M|turn around, left and right"
41,f,yes,f|yes
42,M,vertically right?,M|vertically right?
43,f,pine forest on my right,f|pine forest on my right
44,M,where is the forest?,M|where is the forest?
45,f,so i'm cut right okay,f|so i'm cut right okay
46,M,its okay,M|its okay
47,f,"right right stop at the ""p"" right","f|right right stop at the ""p"" right"
48,M,right up and then,M|right up and then
49,f,a bit flatter what on the same does this have have i to cross a stream,f|a bit flatter what on the same does this have have i to cross a stream
50,M,"right, a bit more","M|right, a bit more"
51,f,have i to cross a stream,f|have i to cross a stream
52,M,What's your favorite meme,M|What's your favorite meme
53,f,it runs,f|it runs
54,M,is it running?,M|is it running?
55,f,is that beneath so is the nose to come beneath the pine forest,f|is that beneath so is the nose to come beneath the pine forest
56,M,the nose,M|the nose
57,f,okay right,f|okay right
58,M,the way you look at it,M|the way you look at it
59,f,yes,f|yes
60,M,so what do you do for a living?,M|so what do you do for a living?
61,f,comes back in yes,f|comes back in yes
62,M,no it doesn't,M|no it doesn't
63,f,right,f|right
64,M,"right in the face, right?","M|right in the face, right?"
65,f,okay,f|okay
66,M,i'll let you know,M|i'll let you know
67,f,round the bakery,f|round the bakery
68,M,I'm sorry but what does that mean?,M|I'm sorry but what does that mean?
69,f,okay,f|okay
70,M,he's gonna go in the kitchen,M|he's gonna go in the kitchen
71,f,no i don't have a canal,f|no i don't have a canal
72,M,can you get me a canal?,M|can you get me a canal?
73,f,okay,f|okay
74,M,oh i'm on the way,M|oh i'm on the way
75,f,right,f|right
76,M,and where do i get the milk,M|and where do i get the milk
77,f,yes,f|yes
78,M,Are you in the crane bay?,M|Are you in the crane bay?
79,f,alright,f|alright
80,M,go to the beach,M|go to the beach
81,f,okay what's the direction,f|okay what's the direction
82,M,just follow the cranes,M|just follow the cranes
83,f,okay right,f|okay right
84,M,right around the corner,M|right around the corner
85,f,yes but they're up the top,f|yes but they're up the top
86,M,is the wheatfield on the left a different shape?,M|is the wheatfield on the left a different shape?
87,f,yes i have a rocket warehouse,f|yes i have a rocket warehouse
88,M,did you have a warehouse?,M|did you have a warehouse?
89,f,yes,f|yes
90,M,I'm guessing you're looking for a rocket garage?,M|I'm guessing you're looking for a rocket garage?
91,f,yes,f|yes
