,Speaker,Utterance,Unified
5,f,right start from the cross yeah,f|right start from the cross yeah
6,M,can you give me a rough estimate of the distance?,M|can you give me a rough estimate of the distance?
7,f,it's directly down yeah,f|it's directly down yeah
8,M,i have one.,M|i have one.
9,f,mm no i haven't got any wagon wheel,f|mm no i haven't got any wagon wheel
10,M,do you have the diamond?,M|do you have the diamond?
11,f,to the right i've got eventually a cactus,f|to the right i've got eventually a cactus
12,M,I've got a wooden rock to the left,M|I've got a wooden rock to the left
13,f,oh i've got a rift valley above that,f|oh i've got a rift valley above that
14,M,it's a wagon wheel.,M|it's a wagon wheel.
15,f,you've got the rift valley right up at the top right-hand side,f|you've got the rift valley right up at the top right-hand side
16,M,"i've got it, but i'm not sure what i'm doing","M|i've got it, but i'm not sure what i'm doing"
17,f,mmhmm,f|mmhmm
18,M,I don't know what you're talking about,M|I don't know what you're talking about
19,f,towards the right-hand corner,f|towards the right-hand corner
20,M,under what corner?,M|under what corner?
21,f,ehm that's going to take me pretty near to the cactus thing so i'm trying to avoid that,f|ehm that's going to take me pretty near to the cactus thing so i'm trying to avoid that
22,M,If you go to the Cactus thing you can get it on the right hand corner,M|If you go to the Cactus thing you can get it on the right hand corner
23,f,hang on hang on right an inch to the right of the diamond mine,f|hang on hang on right an inch to the right of the diamond mine
24,M,right side of the cacti?,M|right side of the cacti?
25,f,yeah and then straight down to an inch below it,f|yeah and then straight down to an inch below it
26,M,"yeah i know what that is, i was just curious","M|yeah i know what that is, i was just curious"
27,f,yeah,f|yeah
28,M,"they arent really, you should probably be ok","M|they arent really, you should probably be ok"
29,f,okay to right to the edge of the page,f|okay to right to the edge of the page
30,M,ok then go left and go right,M|ok then go left and go right
31,f,er right okay that takes me to,f|er right okay that takes me to
32,M,go right to page,M|go right to page
33,f,okay,f|okay
34,M,okays i will go to page 3 and then page 4,M|okays i will go to page 3 and then page 4
35,f,okay hang on,f|okay hang on
36,M,ok now the page is back up,M|ok now the page is back up
37,f,have you got the rift valley there 'cause i've got the rift valley right up in that top right-hand corner,f|have you got the rift valley there 'cause i've got the rift valley right up in that top right-hand corner
38,M,i can do that,M|i can do that
39,f,yeah,f|yeah
